#taxonomy	MCT.f.0595	MCT.f.0593	MCT.f.0592	MCT.f.0590	MCT.f.0587	MCT.f.0586	MCT.f.0585	MCT.f.0583	MCT.f.0582	MCT.f.0581	MCT.f.0580	MCT.f.0579
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0122911402366	0.0162877583466	0.00757009066156	0.00584032739127	0.0162877583466	0.00816337455168	0.0236754014717	0.0122911402366	0.0122911402366	0.0236754014717	0.00951222365189	0.0162877583466
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0280034801587	0.00829622458858	0.00988638188534	0.0207524418184	0.00932273041243	0.0109697933227	0.0207524418184	0.00829622458858	0.00988638188534	0.00743478769447	0.00743478769447	0.0280034801587
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	8.26279355869e-05	7.65054078394e-05	7.39289542749e-05	7.55166931638e-05	4.0702111422e-05	7.39289542749e-05	0.000173119663118	5.0184679621e-05	7.39289542749e-05	8.32350697094e-05	0.000125847047435	0.00534558270538
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.574447535771	0.618003135174	0.750853825867	0.793632517167	0.648064194595	0.750853825867	0.767529824665	0.574447535771	0.767529824665	0.412291496081	0.412291496081	0.793632517167
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00435757155708	0.000876559070714	0.000477248801029	0.0009049496813	0.000709562422258	0.000709562422258	0.000735294117647	0.000554900464729	0.000875244058439	0.0009049496813	0.000602918123719	0.00435757155708
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00989666136725	0.00262342691191	0.00484725172796	0.0029687174863	0.00989666136725	0.00366826529419	0.00612261849595	0.00685188159092	0.00989666136725	0.00280930026245	0.00484725172796	0.0029687174863
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.00264358404492	0.00225755166932	0.000926808369254	0.000963545848723	0.00285534757873	0.000963545848723	0.0040610100194	0.0040610100194	0.0145982575024	0.00225755166932	0.000926808369254	0.00661664140761
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0479430972646	0.0124713879448	0.0381677265501	0.0379658640632	0.0513182828401	0.0381677265501	0.0379658640632	0.0124713879448	0.0381677265501	0.0513182828401	0.0109492280241	0.0513182828401
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.000143862748247	0.000277840707511	0.000419260265756	0.000406609248512	0.000406609248512	0.00227832421512	0.00227832421512	0.000222575516693	0.000373809236706	0.000222575516693	0.000143862748247	0.00227832421512
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00312456008275	0.00329582823352	0.00226152623211	0.00277342336911	0.00312456008275	0.00156743478769	0.00109895700839	0.00156743478769	0.000600193610842	0.00277342336911	0.00329582823352	0.00149513425606
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.00675214870903	0.00713304502671	0.00528592023066	0.0143925206081	0.0062100566743	0.00525653436592	0.00667267808837	0.00675214870903	0.00528592023066	0.0108365007375	0.0062100566743	0.0143925206081
