#taxonomy	MCT.f.0170	MCT.f.0169	MCT.f.0168	MCT.f.0167	MCT.f.0166	MCT.f.0163	MCT.f.0162	MCT.f.0161	MCT.f.0160	MCT.f.0159	MCT.f.0158	MCT.f.0157	MCT.f.0155	MCT.f.0154
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.094999804666	0.0670843908629	0.120603782226	0.126249810635	0.110378830803	0.0687824804815	0.126249810635	0.094999804666	0.04488566858	0.118468001391	0.126249810635	0.0254958641288	0.0254958641288	0.0687824804815
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0962654160153	0.0701616713244	0.0705151964418	0.0707279270196	0.111249463289	0.102831262841	0.0691320849409	0.0930044416244	0.0962654160153	0.0930044416244	0.111249463289	0.0705151964418	0.0701616713244	0.0691320849409
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.102640434072	0.276787102933	0.102640434072	0.120521172638	0.0853155860884	0.127300126904	0.0853155860884	0.0711899639844	0.102640434072	0.120521172638	0.0711899639844	0.0647559492791	0.101158915316	0.126679428488
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	6.62697110972e-06	8.04457768649e-05	4.65149563475e-05	0.00012011242523	6.04312373094e-05	8.04457768649e-05	6.62697110972e-06	0.000666243654822	9.18517802325e-05	9.409993413e-05	5.63879743247e-05	3.47403161369e-05	5.68244373493e-05	0.000666243654822
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00164849773996	0.00156331422616	0.00156331422616	0.00215214102006	0.00204514467505	0.00212563451777	0.00164849773996	0.00166555896319	0.00166555896319	0.00227636457619	0.00164849773996	0.00190711321025	0.00164849773996	0.00173762878028
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00843762742699	0.00843762742699	0.0129220951875	0.00795945004524	0.0126860556382	0.0233540193661	0.0182899746193	0.0126860556382	0.0149402823018	0.0182899746193	0.0140904536997	0.023866597186	0.00795945004524	0.0140904536997
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0881950782934	0.0732539001002	0.154749410021	0.132400255801	0.150379972219	0.140958642527	0.128091387669	0.161541802389	0.0721640764746	0.150379972219	0.266849771386	0.150379972219	0.201656158841	0.0732539001002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0187341370558	0.0166093713967	0.0111304866658	0.0241162158294	0.0187341370558	0.02332247557	0.106335355684	0.0187341370558	0.134625639095	0.134625639095	0.106335355684	0.0312052080748	0.0111304866658	0.0480112274722
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00549176503397	0.00449083703859	0.00619780114187	0.00390228426396	0.00403180972179	0.00288458439424	0.00403180972179	0.00549176503397	0.00403180972179	0.00619780114187	0.00619780114187	0.00390228426396	0.00339881165895	0.00339881165895
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.053902284264	0.0119489471292	0.0308237057347	0.0206993746146	0.0114878919146	0.017403495202	0.0208441896821	0.0100977198697	0.0508556875104	0.0163465818589	0.017403495202	0.00724569492801	0.0163465818589	0.0119489471292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0194009248834	0.0164896702872	0.0214806855525	0.0179885786802	0.0214806855525	0.0170922355393	0.0114822938845	0.0214806855525	0.00981775979423	0.0170922355393	0.0179885786802	0.0114822938845	0.00981775979423	0.019074710176
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00191336532731	0.00382393464021	0.00280652226497	0.00382393464021	0.00557321653067	0.00191336532731	0.00377128953771	0.00377128953771	0.00145355667148	0.00267500434254	0.00280652226497	0.00382393464021	0.00191336532731	0.00280652226497
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.0122620581079	0.0112292588062	0.00934787307694	0.00721763959391	0.00369571716632	0.00245029347469	0.00812234301361	0.00812234301361	0.0171617161716	0.0112292588062	0.00339910619603	0.00721763959391	0.00934787307694	0.00934787307694
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.04568351572	0.04568351572	0.071986970684	0.0461490606615	0.0429433040448	0.0609383128394	0.0461490606615	0.0396414770288	0.0429433040448	0.04568351572	0.071986970684	0.0679092639594	0.0461490606615	0.0402422176764
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.015831728887	0.0510021642985	0.0131370996097	0.0171482095252	0.032080929513	0.0131370996097	0.00458572173007	0.00496510152284	0.00917060254759	0.0131370996097	0.0158468326353	0.0560295859418	0.00581185366322	0.00581185366322
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.180632947372	0.319182052383	0.136447715061	0.19505450678	0.221498371336	0.316139205665	0.180632947372	0.259996525968	0.180632947372	0.136447715061	0.351270667483	0.283366156643	0.283366156643	0.316139205665
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00105150352918	0.000864615606312	0.000803474484256	0.00145909327775	0.00106228014936	0.000739648546083	0.000530942127308	0.00106228014936	0.00105150352918	0.000739648546083	0.00034503309181	0.000864615606312	0.000739648546083	0.0010548036183
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	0.0167398878958	0.013034105317	0.00928869421779	0.00928869421779	0.0124211913052	0.00623722923292	0.0212108200945	0.0212108200945	0.0137244571682	0.00774764803542	0.00739165115661	0.0167398878958	0.0167398878958	0.0212108200945
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.0489322310529	0.0260369163952	0.0270866065602	0.0407139048336	0.0208205756277	0.0383569087831	0.0208205756277	0.026855964467	0.0330324599737	0.0208205756277	0.0208205756277	0.0489322310529	0.0489322310529	0.026855964467
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.0132247557003	0.0161270828633	0.0248606913403	0.00990099009901	0.0190956172527	0.0243502069125	0.0248606913403	0.0340178375103	0.00878393077276	0.0161270828633	0.0340178375103	0.00837102201528	0.00990099009901	0.00990099009901
