#taxonomy	MCT.f.0068	MCT.f.0067	MCT.f.0066	MCT.f.0065	MCT.f.0063	MCT.f.0061	MCT.f.0060	MCT.f.0058	MCT.f.0057	MCT.f.0056	MCT.f.0055	MCT.f.0054	MCT.f.0053	MCT.f.0052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.329124986837949	0.374610127029231	0.453610032134858	0.384255574781399	0.339072903458247	0.372787680624407	0.2915444179812	0.104107657640646	0.280451929618121	0.367659657797469	0.451660245068047	0.429583433612021	0.344806081524252	0.283313489352566
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0055807096977993	0.00674658887422341	0.00417644958506	0.00281370500254158	0.00451523247598505	0.00436662799282776	0.00503952228090159	0.00324785679217493	0.00538711871885859	0.00416126110689545	0.0034354174590313	0.00313915891468812	0.0036557960495898	0.00337672984209396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0588396335684953	0.0041068020748388	0.00349480107765383	0.00186895733745462	0.00456202244982945	0.00314312836198713	0.00686893790342066	0.00275690169568337	0.00600305208773833	0.00323109685947176	0.00180245729499115	0.00196720625320456	0.0016881175876047	0.00121015751566373
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000115826050331684	8.40696432925035e-05	5.77056937486701e-05	1.02689963596408e-05	0.000116974934611012	8.43792848855606e-05	0.000195597896747322	1.25885922177323e-05	8.27373182077258e-05	0	0.000975642022059432	7.32470413427229e-05	0.000172037461157167	1.95186696074796e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.12757712961988	0.149059681039773	0.170257042799592	0.216301004821294	0.202881326589338	0.194937242906866	0.221221221221221	0.274657905006483	0.303682729963779	0.26357917411206	0.234166487523358	0.251457092929568	0.306162166811823	0.267913259032264
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00431715278509003	0.00456918511294757	0.00442169878349184	0.00432324746740877	0.00453394846552281	0.0038603522835144	0.00509705107406257	0.00271913591903018	0.00482634356211734	0.00425917313294005	0.00454334992475981	0.00345307480615694	0.00354827263636657	0.00279116975386958
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0323049384016005	0.00160993366905144	0.00185018880581673	0.00159682893392414	0.00189967293808283	0.00200400801603206	0.00171435803619712	0.00105744174628951	0.00142492048024417	0.00195824052089198	0.00168670315678071	0.00255318258394634	0.00205369719256368	0.00158101223820584
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00609666210382226	0.0122615574742116	0.00687419076781032	0.0705736774816313	0.0933693928065094	0.0561544140913406	0.0227814020917469	0.295542379495701	0.0246189486844766	0.0175507306684944	0.0065814495725365	0.0181234108007994	0.0174510499661301	0.0252571584720785
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0561651047699273	0.000731405896644781	0.000775420259747754	0.00064694677065737	0.000884330505659247	0.00225714587068875	0.00108154131142637	0.000868612863023528	0.00114912941955175	0.00093016424742369	0.000864021960213649	0.000774325865623071	0.000946206036364418	0.00087834013233658
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0346004001263557	0.00197984009953846	0.00214232388041938	0.00211027875190618	0.00288226238881532	0.00276342158000211	0.00203651927789859	0.000918967231894457	0.0013789553034621	0.00208063055344773	0.0017280439204273	0.00262642962528906	0.00254830489339054	0.00220560966564519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0320311677371802	0.0201472900150485	0.0167238313695364	0.0185098659382525	0.0202881326589338	0.0188587701719228	0.0197553875714795	0.00628170751664841	0.0117946643622791	0.0136342496267104	0.0158789873166537	0.0165747590695533	0.0150210208272851	0.0124919485487869
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.0213435821838475	0.0222700485081842	0.0268656070458652	0.0227869029220429	0.0263848662508598	0.0281193966881131	0.0242656449553001	0.0104611201329355	0.0161705491919322	0.0220057278535236	0.0235435648967308	0.0328251383845888	0.0264615119942367	0.0249838970975738
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00184268716436769	0.00171081724100245	0.00134887059137516	0.00127849004677528	0.00193242591977391	0.00147663748549731	0.00170285227756492	0.000805669901934867	0.00139734137417493	0.00129733434509094	0.00119061399302168	0.00187303148576391	0.00149457544380289	0.00113208283723381
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.00724439296619985	0.00752002959251444	0.00905258070682262	0.0074758293498185	0.00900239096766345	0.0105052209682523	0.00920460690575633	0.00386469781084381	0.00687639044659766	0.0087141703179693	0.00762737089279513	0.0132472506199839	0.0104405234239756	0.0100325961782445
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.0120669685163736	0.0107230830019588	0.0101237426470323	0.0168000780443723	0.00654591734083221	0.0140702457546672	0.0192031111571341	0.00693631431197049	0.00813583629042637	0.00670697378405503	0.00394804292824897	0.00252179099479946	0.00511811446942572	0.0088809946714032
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.0147414973149416	0.0142161766807623	0.0197389538679045	0.0151005591468518	0.019291506216048	0.0217698555004746	0.0171435803619712	0.00950438712438788	0.0137987460699774	0.0148336719457567	0.0174168637243067	0.0227798298575868	0.0197197939851403	0.0225635820662464
