#taxonomy	MCT.f.0136	MCT.f.0135	MCT.f.0134	MCT.f.0133	MCT.f.0132	MCT.f.0131	MCT.f.0130	MCT.f.0128	MCT.f.0127	MCT.f.0126	MCT.f.0125	MCT.f.0124	MCT.f.0123	MCT.f.0122	MCT.f.0121	MCT.f.0120
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.211023598466699	0.172533659114095	0.253749524426141	0.150028773873323	0.172923846147169	0.178042177258478	0.213851386169226	0.161117274983701	0.210197045309214	0.199927096511354	0.21193232413179	0.232042425982536	0.232640248430433	0.206533588776961	0.165288081479578	0.23137054246141
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.477270004791567	0.515396919356667	0.364960385531875	0.462243283098946	0.454171404762111	0.507240310629809	0.354431150628203	0.543138847266863	0.474833707998497	0.453974312241353	0.492799699465717	0.448766234862943	0.450131641126038	0.480168098386997	0.55404363727811	0.484042034030647
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0069028509822712	0.00852655575007242	0.00636100895080063	0.00780491313886991	0.00649299919271534	0.00756982046166999	0.00607590904406322	0.0091962437233349	0.0072977302542669	0.00688294701631752	0.00723508459483526	0.00664932696042831	0.00751367042462702	0.00751745874791422	0.00841911905399717	0.0075301605704703
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000269525634882607	0.000151135404728019	0.000223603147798343	0.000269755062403338	0.000217012005104122	0.0001513964092334	0.000168645123813628	0.000411772107014995	0.000210955165434996	0.000171537620344362	0.000222617987533393	0.000190849364116942	0.000202524809289138	0.000165626351894197	0.000213211456562266	0.000301679645792604
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00380330618112123	0.00394211513998917	0.00339743290236886	0.00336294644462828	0.00386281369085338	0.00380272157309775	0.00310822332362062	0.00356869159412996	0.00426524975113883	0.00355940562214551	0.00374276491540516	0.00388961137664882	0.00377371227975427	0.00395772819974044	0.00407288551638175	0.00411999751557939
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0853647580258745	0.096928172898903	0.12043532529252	0.0944412473474086	0.0985842136787007	0.120939013964092	0.0846879596750771	0.0787628535807016	0.0621197038716865	0.0735467547226451	0.0802955253784506	0.10429664409127	0.0715250118139472	0.070213213027625	0.0877720496181328	0.094526289015016
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.00306959750838524	0.00394211513998917	0.00269992457565462	0.00392044024026184	0.00374996744819923	0.00253811627244229	0.00320894193923154	0.00364875839271621	0.00348735257859728	0.00349507901451637	0.00187138245770258	0.00348257866202773	0.0027880915412138	0.00362647549595204	0.00397448022873762	0.0026589215839956
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00200646861523718	0.00353908739404778	0.00216928426968542	0.018505197280869	0.00545134156821555	0.00276966372185808	0.0153958944281525	0.00243631829983872	0.001601940787522	0.00834101678924459	0.00121744211932324	0.0020925872755831	0.00415850941740363	0.00503800753970706	0.00214304848647201	0.00174796735944538
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.011709391471011	0.0244965301829998	0.00952482662412645	0.0215714131568536	0.0140884193713596	0.00802400968937019	0.0157144463286893	0.0203369668409073	0.0141142190373852	0.0195767309218003	0.00569762911843277	0.0147612694016112	0.0123472625396611	0.0175835856869168	0.0193913086263169	0.01147861475805
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0105713943459511	0.00726709404400559	0.0105794325152351	0.00892889256555048	0.0111544170623519	0.00557495012824166	0.00811370429014457	0.00822400402621616	0.0100269627070822	0.00891995625790681	0.00853600845948353	0.00781300140181391	0.00648754472422872	0.00637537853037513	0.00486012781753473	0.00865110748964085
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0734008145663632	0.0730361843348153	0.0799598181806046	0.055821314246664	0.0625602208314164	0.0712008406953548	0.0712033766501457	0.062966818031043	0.0865311719218675	0.0782854814846581	0.0749944345503117	0.089459372730497	0.0528319719165598	0.0671651937457512	0.0551506967641061	0.0496144711585386
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00467177767129851	0.00515119837781332	0.00448541239762647	0.00350681581124339	0.00423607433963247	0.00465766600170989	0.00392099912866686	0.00393471124480996	0.00485856115392475	0.00465295795184081	0.00466106411398041	0.00493337161580165	0.00400324039694863	0.00408380198998826	0.00469611900479452	0.00516404570150869
