#taxonomy	MCT.f.0612	MCT.f.0611	MCT.f.0610	MCT.f.0609	MCT.f.0608	MCT.f.0607	MCT.f.0606	MCT.f.0605	MCT.f.0604	MCT.f.0603	MCT.f.0602	MCT.f.0601	MCT.f.0600	MCT.f.0599	MCT.f.0598	MCT.f.0597	MCT.f.0596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.324395113929998	0.240800644556146	0.119770474700052	0.377093443280914	0.28791699490521	0.20697516492045	0.162039147294503	0.141039722047763	0.208053203129447	0.180918361062476	0.135837062720907	0.216831092905633	0.238144026798999	0.232884297017314	0.176459818549012	0.252190690833331	0.235342875626718
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.108844256518675	0.154982082301162	0.0960485133020344	0.0853796475353012	0.13049708840866	0.238031140861467	0.229219101977183	0.231835183976289	0.135041205229238	0.0923376063488153	0.141400905804405	0.134137194946057	0.210382830109673	0.344506641418755	0.273708760178803	0.246268045559818	0.242155911369885
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.013107822410148	0.0649877341927415	0.0249347939488785	0.0167718709332166	0.0332249981196385	0.123981373690338	0.156797267748733	0.0844313952373144	0.0443201295292548	0.103872108675952	0.101412463546076	0.172522548510548	0.118448366490561	0.0548809859973755	0.12467502471643	0.0459496378603789	0.0477316836487142
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	8.22175240779892e-05	3.60759037013877e-05	1.30412102243088e-05	2.43246859074932e-05	6.33384927813912e-05	6.06325184322856e-05	0.000168453595988823	5.56894508710758e-05	0.000243499819746887	7.03859791129607e-05	0.00659194452283998	7.21167714763745e-05	2.67277246687989e-05	0.000304525245142822	4.22503077230746e-05	0.000124480376323832	0.000667151868025231
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0119097956307259	0.00781043315135044	0.00189097548252478	0.0064703664513932	0.00542731710020545	0.00413513775708188	0.00356064659756766	0.00374356864188899	0.00456324986876308	0.00348410596609155	0.00471717130992219	0.0049424027385142	0.00474862574948995	0.0056918536728513	0.00406166291577824	0.00490387166728361	0.00473071324599709
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0452666196852243	0.0475179778253445	0.02094418362024	0.046508799455127	0.135279144613655	0.0989280170741172	0.115080230153854	0.120236618289034	0.087862324569448	0.0582531959633641	0.0690642261016813	0.0848958633819881	0.0923621072138129	0.103278352684528	0.0796897137400817	0.0810137943911763	0.141314895681708
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000786939159032182	0.00106123283388249	0.000925925925925926	0.00817309446491772	0.000898614866335987	0.00164920450135817	0.00158874862099262	0.00108903815036771	0.000986648620273099	0.00111737741841825	0.0176457149000793	0.00173561030019808	0.00226294735529164	0.00139527930501802	0.00117455855470147	0.0013037681520233	0.00115235322658903
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.195971341320179	0.0273154717525674	0.310876369327074	0.0210530156529354	0.141755505500552	0.029843325572371	0.0254199779358819	0.131996373997977	0.226761578890779	0.100775125594981	0.161096103965918	0.0237600723090829	0.0233154851527489	0.0179614526407876	0.0526523334844955	0.114888835748143	0.0113011483098819
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0120272492365516	0.0385471031049328	0.0296687532603026	0.00712713297089551	0.0100866549754365	0.0544237485448196	0.0533832748700265	0.0283954322274852	0.0108246738051116	0.030846655346255	0.0644344098160169	0.0805111636762245	0.0615183129460189	0.0205083910547093	0.050404617113628	0.0179808627800399	0.0193676208960052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.016384778012685	0.0290591404314678	0.0207746478873239	0.0353194439376802	0.0165907264529256	0.0451105937136205	0.041479220753483	0.0388836121415378	0.0284894789103857	0.0212037762077794	0.0374685857893534	0.0226975518759976	0.0419803462131269	0.0427165866595795	0.0292766465649091	0.0346645090068104	0.0372998544395924
