#taxonomy	MCT.f.0578	MCT.f.0577	MCT.f.0575	MCT.f.0574	MCT.f.0573	MCT.f.0570	MCT.f.0568	MCT.f.0567	MCT.f.0566	MCT.f.0565	MCT.f.0564	MCT.f.0562
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.00191560052506296	0.0021095717884131	0.00225614296351452	0.00142263918794217	0.00149367918685562	0.00175415181039907	0.00149238396136755	0.0019056892474614	0.00276160311291222	0.00283660258286978	0.00222167715398911	0.00399485182275561
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.00967221248720316	0.00900503778337531	0.0092553983618764	0.00892994463242079	0.00817273246141329	0.00919023013709078	0.008538182939046	0.00873556822923911	0.00982927852542381	0.00853583162551641	0.0102121678097376	0.0124191418590269
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.230443602836345	0.323835012594458	0.267676842889054	0.269772762227007	0.280058775668816	0.25635022022232	0.322948293134006	0.152503825288635	0.209217945348843	0.090550079698123	0.214856463618268	0.149163421197787
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	6.90872320514511e-05	0.000188916876574307	3.72300819061802e-05	3.84497077822209e-05	8.50061325852794e-05	0	5.90788831522437e-05	4.86854917234664e-05	5.07139135927119e-05	3.25298461338278e-05	3.30185564287129e-05	1.67148611830779e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.000508733254197049	0.00044080604534005	0.000588235294117647	0.000307597662257767	0.000340024530341117	0.000408030964592827	0.000762888186792017	0.000459034636249826	0.000991226492948461	0.000611561107315962	0.000594334015716833	0.000585020141407726
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00237408851958623	0.00406171284634761	0.00335815338793745	0.00273954167948324	0.00296307090725831	0.0043586859114916	0.00340345739898795	0.00286548894143831	0.002784654891818	0.00251130412153151	0.00310846124093169	0.00484730974309258
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.11855369020029	0.113853904282116	0.0648324646314222	0.117492694555521	0.128347116470545	0.116734989608557	0.112722509054481	0.10517457226318	0.112252942559577	0.0660420936208972	0.120739426986538	0.0574991224697879
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0198531582286034	0.0140113350125945	0.0176247207743857	0.0218105967394648	0.0195514104946143	0.0134993421930711	0.00938069918573887	0.00847823063012937	0.0137665223625307	0.00554959175043102	0.00840086414279111	0.00748825781001889
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.210961003397836	0.241057934508816	0.169687267311988	0.209743155952015	0.155731234896232	0.244730871165176	0.241776476329917	0.141180970927806	0.134488688492091	0.0573566247031652	0.208549919340384	0.151336353151587
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.16575283100635	0.0704659949622166	0.116693968726731	0.0887323131344202	0.110738703292166	0.0783495719488245	0.0507256428039352	0.186166365280289	0.191975214727321	0.257128915780228	0.188215205516929	0.198371972520768
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0676866454380445	0.0624685138539043	0.14752792256143	0.127643417410028	0.113616768066839	0.111354319598833	0.0736379748786314	0.123222979552093	0.124249088302144	0.237350769330861	0.0941972245544853	0.256339111103682
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00256878890082214	0.00258186397984887	0.00307520476545048	0.00233581974776992	0.00274448370918188	0.00361507807882243	0.00187768102540392	0.00294894978439282	0.0033563390086813	0.00456719039718942	0.00330657257950397	0.005365470439768
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.0021731074808911	0.00204659949622166	0.00212956068503351	0.00315287603814211	0.00211300958140552	0.00212786241348409	0.00160283578639131	0.00250382528863542	0.00294601734415845	0.00316840701343483	0.00265091838756238	0.00361041001554482
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.000672030348136843	0.000913098236775819	0.000610573343261355	0.000817056290372193	0.000607186661323424	0.000812248555684786	0.000870771364722201	0.000486854917234664	0.000603956607331388	0.00023421489216356	0.000650937255308912	0.000501445835492336
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.0453086629108335	0.0215994962216625	0.0332241250930752	0.00763226699477084	0.0117187025635421	0.0221747669075448	0.0125786648172408	0.0171025177354291	0.0512902080653564	0.0242607592466088	0.0103065065423911	0.0152606682601501
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.000722275607810626	0.00173173803526448	0.00122114668652271	0.00122077822208551	0.000886492525532199	0.00125841325528629	0.00077316277516632	0.00109194602865489	0.00109265432013388	0.00143131322988842	0.00107074461561683	0.00228993598208167
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.000219823011072799	0.000629722921914358	0.000565897244973939	0.000403721931713319	0.000340024530341117	0.000655900242149217	0.000508592124528011	0.000319933231325636	0.000428763087647474	0.000500959630460948	0.000334902500919803	0.000518160696675414
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	6.28065745922283e-06	0	0	0	0	7.62674700173508e-06	2.56864709357581e-06	6.95507024620949e-06	0	6.50596922676556e-06	9.43387326534655e-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.000496171939278604	0.000755667506297229	0.000640357408786299	0.000384497077822209	0.000667905327455766	0.000865635784696932	0.000775731422259896	0.000326888301571846	0.000576294472644454	0.000266744738297388	0.000580183205818813	0.000451301251943103
