#taxonomy	MCT.f.0476	MCT.f.0475	MCT.f.0473	MCT.f.0472	MCT.f.0470	MCT.f.0468	MCT.f.0467	MCT.f.0464	MCT.f.0463	MCT.f.0462	MCT.f.0461	MCT.f.0460
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.118436281879016	0.109797681291203	0.0838417241575917	0.135636312194969	0.11737933954276	0.176375715539214	0.135200593773194	0.206037992591553	0.0166097045954242	0.205295097344794	0.0689882663399463	0.1803095802538
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0254633017148483	0.0685761915586876	0.285285649124808	0.0803671772463278	0.101333615580017	0.0971629131324949	0.100498717397815	0.077591606639524	0.00953479765766158	0.0880027566667305	0.0555581735073748	0.0809684841723609
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.117252251652986	0.12310878735066	0.133602257825418	0.160651833921456	0.147734970364098	0.13640579952367	0.136379025222339	0.132288303076774	0.011537540544659	0.0975553726285966	0.162103576645775	0.123535769069865
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000439022443359453	0.000151549594604834	0.000541650037060266	0.000369377794893156	0.000317527519051651	7.52099611415201e-05	0.000423193614333893	0.000564273140598508	0.0353092278555413	0.000957175948082777	0.000989585787663164	0.00043578301492121
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0296739260579776	0.0222272738753757	0.0234334910770283	0.0205751290857507	0.0381879762912786	0.0376300505578072	0.0307108350586611	0.0194849725153083	0.00424494416265755	0.0268009265463177	0.0380754912586589	0.0255368846743829
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00553434352841007	0.00591043418958854	0.0109897941729859	0.0107591106640155	0.0139923793395428	0.0146742990849455	0.00728544083753272	0.014298519390477	0.00250342860874676	0.00698738442100427	0.00749257810659253	0.0252405522242365
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.12601939680977	0.152155792983254	0.131528308341411	0.19318458672912	0.229805249788315	0.165211214640872	0.0969829550633488	0.110851323477002	0.00733613427084921	0.153531022072477	0.362141275151972	0.164673685678427
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00868067103915282	0.00737541360410194	0.00408375620046753	0.00297467011419275	0.0096740050804403	0.0185768604019555	0.0178848132088493	0.00951434711707723	0.0125606809325816	0.00426900472844918	0.00301588049573536	0.00399177241667829
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0256695092261232	0.0433431840569826	0.0309809567250128	0.0397788448691852	0.0567739204064352	0.0387999832866753	0.0271169446723179	0.039234532436256	0.00193743605372575	0.0327162739054693	0.0478299797370529	0.0411379166085623
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0365120332060612	0.0348311484933444	0.0371315354353156	0.0389575687081994	0.0193691786621507	0.0266828228805415	0.0304504082190711	0.0334217091266456	0.00885996038052115	0.0605892375136398	0.0258705998774799	0.0301561846325478
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0132371918528077	0.0165441640776944	0.049111979018188	0.0219504719390762	0.0254657070279424	0.0277775456482681	0.0202742294620884	0.0555984535136127	0.00454970938459194	0.0265712043187779	0.0187078837001084	0.0351415423232464
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00773610760040975	0.00884039301861534	0.00750470380295342	0.0090301082198348	0.00844623200677392	0.00925082522040697	0.00695339661705535	0.00963854120543862	0.00733613427084921	0.0110840974787986	0.0081994250977805	0.0145202900571747
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00739021112988412	0.00926978353666237	0.0277096755801357	0.00595326977939501	0.00472057578323455	0.00772991267287845	0.00998085862729013	0.032371459118546	0.00163267083179137	0.0233168060952964	0.00673860798265869	0.0136312927067355
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0236140859685766	0.0257634310828219	0.0095643993386168	0.0188736334986364	0.0192633361558002	0.018367943843229	0.0255804263187364	0.0172494789248032	0.00468032305113525	0.0123858567681911	0.0245982752933415	0.0165423232464091
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.16222544467652	0.0232123462403071	0.038314613147842	0.0651873216966229	0.0631244707874682	0.0784356328082564	0.143410549891272	0.0566811019795458	0.042166445349065	0.0570859735436568	0.0145139248857264	0.0705445544554455
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00145675628932909	0.00113662195953626	0.00120445863504191	0.00155217264875315	0.00171464860287892	0.00197217231437764	0.0016341784184278	0.00240288562264436	0.00968718026862877	0.00191435189616555	0.000753970123933839	0.00242295356296193
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00140354144770977	0.00535475234270415	0.00136125206682251	0.00578822863699594	0.00203217612193057	0.00210587891196256	0.00160162506347904	0.00322094668293789	0.000304765221934388	0.00181863430135728	0.00160218651335941	0.00240552224236508
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	2.66074208096638e-05	2.52582657674724e-05	3.5634870859228e-05	0.000165041142399069	2.11685012701101e-05	2.50699870471734e-05	6.5106709897522e-05	3.23984578334071e-05	0.000130613666543309	1.91435189616555e-05	9.42462654917299e-05	3.48626411936968e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.000399111312144957	0.000555681846884393	0.0016249501111808	0.000624798610510763	0.00110076206604572	0.000852379559603894	0.000690131124913734	0.000545374040195687	0.00108844722119424	0.00055516204988801	0.000801093256679704	0.000697252823873937
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.0209866031636223	0.00937081659973226	0.0141612976794572	0.0183706509694202	0.00982218458933107	0.0112647808465299	0.0157493131242106	0.0168201993585105	0.000783681999259856	0.0102226391255241	0.0106027048678196	0.0113303583879515
