#taxonomy	MCT.f.0051	MCT.f.0050	MCT.f.0049	MCT.f.0048	MCT.f.0045	MCT.f.0044	MCT.f.0043	MCT.f.0042	MCT.f.0039	MCT.f.0038	MCT.f.0037	MCT.f.0035
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.150230152501847	0.0995012966287652	0.139550257012275	0.187866525920713	0.0796284927817494	0.158621061669236	0.167273202443566	0.261411809037336	0.138354608952964	0.219091397528506	0.215547122345862	0.130817949725059
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.272277523072616	0.281368442050668	0.297883495366941	0.256376423248344	0.228132364298869	0.26051757386688	0.213406945215772	0.238965008321383	0.13002787048825	0.261898323892867	0.214986099497581	0.228274744697565
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.000871963616170795	0.000777977259126272	0.000866205450255873	0.00106236128403616	0.00108917361427412	0.0011103069751552	0.00118258142497795	0.00116185352271895	0.00175480851942332	0.00093760864145073	0.00113991266625215	0.00105557737627651
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000312071188945337	3.98962696987832e-05	3.41923204048371e-05	1.35332647647919e-05	0	0.000143845438076786	1.30671980660547e-05	0	6.8816020369542e-05	0.000417885499373172	4.28807272571343e-05	4.90966221523959e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.104920169436298	0.125733093955715	0.112526926452319	0.107487955394359	0.0534289165693011	0.045792296177757	0.0830093757146124	0.10653464102913	0.075284726284279	0.0847113605157901	0.102960199538318	0.0798802042419482
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0317670113217592	0.0401755435866746	0.0351041156156327	0.0474498818094877	0.0240014258272769	0.0282925996017279	0.0336480350200908	0.0359598898855941	0.0173416371331246	0.0290623562421208	0.0323070545943126	0.0242782796543598
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.00678295907737071	0.00937562337921404	0.0051630403811304	0.00640574532200148	0.0119413034437689	0.00565941895433357	0.00929077782496488	0.00559992463652826	0.0058149537212263	0.00461078706451239	0.00462754514983241	0.0102366457187745
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0227077682779636	0.0135846798324357	0.0142126078482773	0.010925855753442	0.0178624472740955	0.00906226259883755	0.0134069452157721	0.00220333483362467	0.00994391494339882	0.0128912409092346	0.0158873094487683	0.00557246661429694
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.186710356633119	0.219828446040295	0.127503162789637	0.129919341742002	0.359268867457473	0.109924885710304	0.230747117049427	0.0994012790855899	0.103327254584867	0.087306464583326	0.0828777256062263	0.334077965435978
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.000192749851995649	0.000199481348493916	0.000262141123103751	0.000259387574658511	0.000297047349347486	0.000337137745492468	0.000202541570023848	0.000345415912159687	0.000275264081478168	0.000337117713780038	0.000350192605933263	0.000343676355066771
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0236164461516574	0.0234191103131857	0.0253365094199843	0.0311084646060016	0.0367348555359724	0.0648697974026908	0.0634412466106955	0.0625359808241833	0.0482744382892337	0.0691161546106115	0.0579461561001408	0.041413000785546
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.0127536152070455	0.00748055056852184	0.0132552228769418	0.0118867175517422	0.00905004257678674	0.0106400672477423	0.0156087680899023	0.0204685095826748	0.0115610914220831	0.0149560869061373	0.013875488661621	0.0161036920659859
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00139973106806364	0.00235387991222821	0.00098017985160533	0.00176157996355041	0.00166346515634592	0.00165871770782294	0.00199928130410637	0.00152820373258528	0.0013075043870213	0.00151000642630642	0.00147581169643304	0.00162018853102907
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.000656267353223282	0.000458807101536006	0.000535679686342447	0.000606741370288168	0.00126740202388261	0.000827111268941522	0.00117604782594492	0.000983911992212441	0.000756976224064962	0.00093760864145073	0.000707531999742716	0.000932835820895522
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00927493930674303	0.00927588270496709	0.00752231048906416	0.0141129396055504	0.00962433411885855	0.00805534453230004	0.00790565482996309	0.0113673236547097	0.0404982279874755	0.00824533741620342	0.0135824703586973	0.00797820109976434
