#taxonomy	MCT.f.0119	MCT.f.0118	MCT.f.0117	MCT.f.0116	MCT.f.0115	MCT.f.0114	MCT.f.0113	MCT.f.0112	MCT.f.0111	MCT.f.0110	MCT.f.0109	MCT.f.0108	MCT.f.0107	MCT.f.0106	MCT.f.0104	MCT.f.0103
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.253539166967962	0.318640694325275	0.14937408717252	0.239097085250931	0.216575528744611	0.0912143802689333	0.143392960184651	0.217526468928741	0.0869499241274659	0.297123731257993	0.0614863836705492	0.195989691664459	0.0872882521421439	0.268249843059319	0.259627314965049	0.250491433982839
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.186920707525092	0.137550914954085	0.233374247429514	0.314469225711829	0.330456943359469	0.24690308646276	0.224910115850681	0.268841710090092	0.205354433123781	0.154834145146807	0.15204478532357	0.129820307608612	0.123759011554322	0.157223662426287	0.0990887121712473	0.104661089907309
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.031188952698063	0.0309811714346774	0.0752078788165749	0.0575757064908939	0.0392857487293734	0.0963422281056225	0.0465400150916596	0.0302396678061859	0.0736180359852591	0.0210345859751286	0.129540000053392	0.0881226682549695	0.133754686406879	0.0534704219671417	0.0246509656902232	0.0306195655293139
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	2.52247101260395e-05	3.82759247622906e-05	0.000152972585127423	2.80966750394758e-05	5.54542911977163e-05	0.000292621751550199	2.21936171157175e-05	6.26919942323365e-05	0.000108389334489486	5.44232496122343e-05	4.80529222850766e-05	5.86233822877658e-05	8.57056866719685e-05	0.00052042505716544	1.90885594627716e-05	1.07613280913708e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00162839517591433	0.00184362370938366	0.0015479368733132	0.00157341380221065	0.00136706883083066	0.00115655263707936	0.0013981978782902	0.00134972175817854	0.000932148276609582	0.00195923698604044	0.000654053664435765	0.00102708165768166	0.000725508603455733	0.00172390800186052	0.00153853789269939	0.00167159296352627
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0228619956109004	0.027226941147576	0.0307911960635055	0.0162792135178723	0.0249182651968868	0.0180032049048979	0.0174663766700697	0.0353767235688708	0.0129850422718405	0.0254156575689134	0.0162979494750218	0.0327986099223592	0.0261143234133984	0.0608051626165671	0.0432432226069627	0.0405737940138319
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0200508418046318	0.0215206386975979	0.0430217184648837	0.0419370971639216	0.0362526401064722	0.0851947328084721	0.0583470193972214	0.0445186914336922	0.0861478430522437	0.0152385098914256	0.0651704410457384	0.0535043885463981	0.0763836983797639	0.0379259760409314	0.0278502082561837	0.0235421987545556
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.162713394040802	0.126071327185795	0.130165101125805	0.0198531105828936	0.0200961529188246	0.105552846094893	0.169470460295619	0.0420073239000321	0.11021027530891	0.160249258483224	0.0658058074626188	0.0121256603924015	0.00820582120996498	0.0374218142668024	0.196822136620638	0.206344879042672
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0182710983679613	0.0277628040942481	0.0296366172662342	0.03462634231865	0.0352375854719401	0.074757890336515	0.0597230236583958	0.0657417753635214	0.154975070453067	0.0207080464774552	0.20745514393185	0.134207681539028	0.162773037389604	0.0278329825885292	0.00592890656913685	0.00689801130656871
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00589697667835412	0.00487061142600147	0.00445805819514203	0.00647909326410313	0.00850379500236284	0.00183933672402982	0.00499356385103644	0.0113767530709858	0.00567960112724908	0.0132520612805791	0.0112497230282952	0.0146957094718971	0.0122698652826195	0.00823897918625037	0.00279456510534976	0.00348667030160416
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0107008825845799	0.0125002790952847	0.0121795315396691	0.0092999994380665	0.00914754699148415	0.00588030376924685	0.00763460428780683	0.0104584997437004	0.00652503793626707	0.0152112982666195	0.00699436979927226	0.0120693819454052	0.0089572408349727	0.0203681356748124	0.0094182952389315	0.0091937612993945
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00114352019238046	0.00141301955580789	0.00118007422812583	0.00112386700157903	0.00126580447299135	0.000668849717829025	0.00130942340982733	0.00126490317774655	0.00086711467591589	0.00155106261394868	0.000622018382912381	0.00104115126943072	0.000667707093839754	0.00161982299042743	0.00108423017748543	0.00102232616868023
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.0746819584464942	0.0369617846787852	0.0373398795887223	0.0384699674640503	0.054193308837003	0.0159269839058037	0.0317812597097075	0.0551505161026231	0.0319098200737047	0.0447903344308689	0.0379271037168935	0.0949182907297673	0.0735514244085809	0.0764406829277813	0.0158587752016706	0.0148900909690935
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0185709921439042	0.0256002143451787	0.0516792383422142	0.0472586074163983	0.0334726923781693	0.0704661046471121	0.0438545874206578	0.0385445131597871	0.0619553435941903	0.0139051402759259	0.103858382698812	0.0707537325507503	0.117771572420309	0.0532264727215954	0.0244448092480253	0.0228893448503458
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00584652725810204	0.00414336885551795	0.00217075382704628	0.000983383626381654	0.00125133813615716	0.00213195847558002	0.00237471703138177	0.00164843067187379	0.00164751788424019	0.00293885547906065	0.000648714450848535	0.000396294064265297	0.000348802213199872	0.00173366597168237	0.00482558783218866	0.00915789020575659
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00408360029484883	0.00377974757027619	0.00226909334605677	0.00382676714037661	0.00246892148636789	0.00196474604612276	0.00426117448621776	0.00276582327495602	0.00221114242358552	0.00356472284960135	0.00117462698919076	0.00242935296200501	0.00147692822846346	0.0037600710380203	0.00417657681045442	0.00377722616007117
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.0107989786795145	0.00701087355229289	0.011716971579879	0.00928314143304281	0.0198695136417556	0.00656308785619731	0.00743486173376537	0.0119520443121766	0.00678517233904184	0.0112656126697325	0.00843595746782456	0.0215194711701931	0.0183390237922973	0.0189499773940366	0.00976188930926139	0.00959193043877522
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	1.12109822782398e-05	1.27586415874302e-05	1.45688176311831e-05	1.68580050236855e-05	7.23316841709342e-06	2.78687382428761e-05	0	1.10632930998241e-05	0	0	0	0	5.9794665119978e-06	2.9273909465556e-05	7.63542378510863e-06	1.79355468189514e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.0166314922097687	0.0199258084991691	0.0285257449218565	0.032002112869963	0.0526526439641621	0.0406465547272347	0.0156908873008123	0.0365088672294195	0.0243876002601344	0.0139595635255381	0.0510642387482748	0.0573313229421434	0.0715542825935737	0.0354051671702863	0.0204400294727358	0.0151411886245588
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.00668454818340046	0.00632190690657166	0.0106170258487247	0.00718151014009002	0.011693622274301	0.00876471817738452	0.00248568511696036	0.00967669369797947	0.00695859527422502	0.00693896432555988	0.0100884440730725	0.0154132596710994	0.0200192538821686	0.0113940560953158	0.00849440896093335	0.00789164060033862
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.0103701586073718	0.00895656639437599	0.00769233570926468	0.0099911776440376	0.00701135125230256	0.00684177523862607	0.0104088064272715	0.00705838099768777	0.00672013873834815	0.00884377806198808	0.00512030583015428	0.00735371707417734	0.00560674643274994	0.0114038140651377	0.0128389650946602	0.0103129394208971
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	0.00436107210623527	0.00756268480094924	0.00634472007838024	0.00308501491933445	0.00446286491334664	0.00657702222531875	0.00712415109414532	0.00237123248772896	0.00221114242358552	0.00141500448991809	0.000707445800308073	0.000424433287763424	0.00032488434715188	0.000614752098776676	0.000282510680049019	0.000369472264470399
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	0.00845308063779278	0.0132689872509274	0.00320149767445249	0.0105025371297561	0.0047618358745865	0.00118442137532223	0.0109414532380487	0.00938536031301744	0.0015391285497507	0.0257149854417807	0.0026749460072026	0.00342126059031401	0.00197123079345527	0.00296642282584301	0.00461943138999072	0.00420050506499842
