#taxonomy	MCT.f.0238	MCT.f.0236	MCT.f.0235	MCT.f.0234	MCT.f.0233	MCT.f.0232	MCT.f.0231	MCT.f.0230	MCT.f.0229	MCT.f.0228	MCT.f.0226	MCT.f.0225	MCT.f.0223	MCT.f.0222
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0201234236651462	0.0506939976100745	0.0372143634385201	0.00905827350141927	0.0177363097314266	0.0328846978639972	0.0779939969984993	0.0176312968917471	0.0744373192505973	0.0772907470407962	0.0369024240114899	0.0208248766867166	0.0421719027497091	0.0217215482380127
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.010835689665848	0.0253010386984098	0.0351012671557443	0.0151736516947738	0.0202738053714684	0.171732172502429	0.0509104552276138	0.0246873883529832	0.0436644232232789	0.0540388562431467	0.0332678723217164	0.0153388193906294	0.0323197991303815	0.0248026189100712
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0618769478442137	0.104122621564482	0.236708905191477	0.286859241943563	0.38491454482037	0.143253108013876	0.295102551275638	0.341050375133976	0.166941306491427	0.156155987291591	0.162792742620981	0.114075550143302	0.251125298548594	0.223724244174851
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.677839466677674	0.42168397830683	0.102713327951139	0.090207046251461	0.0186606208580398	0.259780651975387	0.0222511255627814	0.0365309038942479	0.186880819551708	0.0907301712261366	0.298414280270833	0.471185898618645	0.164148141343622	0.151088003081071
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00800809064828383	0.00783619817997978	0.00522306855277475	0.00189931541158791	0.00109870945238926	0.00313062557076293	0.0024712356178089	0.00316184351554126	0.00828551953251669	0.00787246604999016	0.00460181141366474	0.00364097076152872	0.00692020331924796	0.0032736375890622
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00755402365276259	0.0151668351870576	0.0313875530906666	0.0188053097345133	0.0234129752354377	0.040032910956606	0.0223211605802901	0.00441229010360843	0.0156180719622519	0.00621362498945652	0.00844153940850602	0.0057935717185136	0.0119572539653377	0.00577700751010976
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0118676601102144	0.0281735453626252	0.0288321808417284	0.0346677241609618	0.0293250784792466	0.017672133347727	0.027983991995998	0.0359414076455877	0.0371458635271695	0.0450698681361937	0.0182900020517631	0.0110582186304538	0.0217481168473268	0.03316002310803
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0147158985366659	0.0162239176394889	0.0201481273473972	0.0615294706962765	0.066873038018835	0.0157494099077151	0.0361630815407704	0.0894605216148625	0.0282316504199011	0.0267945005201451	0.045256030717824	0.136130484519724	0.031738012125666	0.0605045253225496
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0253039152958659	0.0338955786377424	0.0598195794868195	0.0824636834196026	0.0908266480641786	0.0414479653851428	0.0734867433716858	0.138049303322615	0.100213755815416	0.109202350493435	0.03101093296597	0.00811838075205727	0.0629401677996203	0.0732139418447911
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.000454066995521248	0.00220608511811747	0.00453508371652217	0.00125229587577225	0.00156958493198465	0.00357410654630437	0.0031815907953977	0.000964630225080386	0.00167431025697023	0.00168695701071218	0.00114312512823519	0.000295213845529355	0.000803784677567518	0.000385133834007318
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.00501537635962106	0.00760639764684254	0.0103197725437888	0.00557271664718651	0.00463899546564353	0.00760044698214114	0.0076288144072036	0.0038227938549482	0.0086230287147518	0.00851913290409649	0.00633115455637952	0.00394848518395513	0.00587145569232654	0.00489119969189293
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00078429753771852	0.00165456383858811	0.00364351153076626	0.00102270829854734	0.000933031042901988	0.00197232328596062	0.00172086043021511	0.000875312611647017	0.00223020773359275	0.00213681221356876	0.00102588152533927	0.00066423115244105	0.00238073366403331	0.00130945503562488
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00276568079090215	0.0108695652173913	0.0235108287409175	0.0156328268492236	0.0197418904778514	0.0480797565522855	0.0132366183091546	0.00412647374062165	0.00653841317741733	0.00418927657660191	0.00181727584488671	0.00129156057419093	0.00300845122175271	0.00335066435586366
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0160574601143423	0.0229800533137237	0.0348555582856541	0.0492360995157789	0.0571416114405302	0.0248874521142664	0.0309854927463732	0.0297249017506252	0.0243999285274673	0.0293530519863919	0.0270246504675089	0.0199023334194374	0.032480556065895	0.0548815713460427
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00365317537305732	0.0047568710359408	0.00591105338902734	0.0103314409751211	0.0038367631670736	0.00341947173246427	0.00927963981990996	0.00430510896748839	0.00693548280357627	0.00267101526696095	0.00838291760705807	0.00676531729338106	0.0022888725580256	0.00573849412670903
