#taxonomy	MCT.f.0561	MCT.f.0560	MCT.f.0559	MCT.f.0558	MCT.f.0557	MCT.f.0556	MCT.f.0555	MCT.f.0554	MCT.f.0553	MCT.f.0552	MCT.f.0551	MCT.f.0550	MCT.f.0549	MCT.f.0548	MCT.f.0547	MCT.f.0546	MCT.f.0545
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.250422484807115	0.237206935224949	0.126725832460363	0.223921889260724	0.197591404564551	0.176374912327892	0.0370322245322245	0.106655740690158	0.250064791254359	0.244819420630951	0.0664467712655602	0.117414878367991	0.163644456345918	0.107418612298586	0.104384986993683	0.151781816197337	0.275684822169721
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.120416454043594	0.167012757722648	0.158064478160054	0.122879905689078	0.109581393588433	0.10669224136414	0.063452875952876	0.0708185377401439	0.160487937046461	0.146420940325393	0.119035269709544	0.215977314747492	0.163921286227623	0.122466293982243	0.102043849869937	0.117468893254748	0.111135942787817
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.124657870146395	0.167559382628009	0.221742252145152	0.22546204745969	0.259625392680065	0.226454225732738	0.3000693000693	0.249473428632128	0.0939060880218641	0.124845674104187	0.374181470435685	0.26184639674263	0.212055308077281	0.38057218020388	0.301895206243032	0.275008185985593	0.119287827512079
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	5.30177012850165e-05	8.48211060043918e-05	1.17703833613861e-05	0.000114085792515972	2.60209681692593e-05	9.05002400770258e-05	4.33125433125433e-05	0.000127469725940089	1.17802280652153e-05	5.4935681881923e-05	2.43127593360996e-05	1.0387020379334e-05	4.52336408014677e-05	3.94607037158829e-05	3.71609067261241e-05	8.18598559266536e-05	3.19264414788328e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00186224675763621	0.00147651554896534	0.00308972563236385	0.00334651658046851	0.00250510957193142	0.00224993652413717	0.00288750288750289	0.0020334456280919	0.00145485816605409	0.00162204829135573	0.001219690093361	0.00179695452562478	0.00386114357881329	0.00198618875369944	0.00267558528428094	0.0032061776904606	0.00164953280973969
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0865845334110926	0.0263856470122551	0.0759366282559823	0.090189572558564	0.0758511222133909	0.0853643514526545	0.153413028413028	0.10410938116483	0.073414381302422	0.0834097132068271	0.0449097186203319	0.0419324012713713	0.0679897808158701	0.0429003617231174	0.0576737272389446	0.0774667103252565	0.040344379882085
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.030458669388242	0.057577823364759	0.0427912287103191	0.0251654243991482	0.0284101661557095	0.0209860001156392	0.0527113652113652	0.0402773984035934	0.0086761379700311	0.00974674650652434	0.0187856587136929	0.0419427882917506	0.0413507850750698	0.0453206182176916	0.0698810850984764	0.0511760532634796	0.0123768171466275
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00869490301074271	0.00612282724453925	0.00908085076330936	0.00369352753270459	0.00516161386775671	0.00787100699114355	0.0254966504966505	0.00798810282557893	0.0129288003015738	0.00537791412107246	0.00665764393153527	0.00306417101190353	0.00811853385104743	0.00525485037816508	0.0266072092159049	0.00487066142763589	0.00618308749973395
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0569277567547865	0.0620293606687673	0.0558092727080121	0.0308126711286888	0.035861625222361	0.0347043281739817	0.0902200277200277	0.0499377826337673	0.0109261615304872	0.0103163427870895	0.0406549857365145	0.0439890313064794	0.0483782835099858	0.0585991450180862	0.0675771088814567	0.0461416721239904	0.0194857714492476
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0373377161299729	0.045624330463029	0.0406137077884627	0.0426062899300274	0.0308230195677681	0.0506524815919998	0.0127916377916378	0.0305745242647728	0.0511733107152954	0.0535565071315189	0.0274004797717842	0.0388682302594678	0.0471244069869691	0.0233015455442289	0.0107952434039391	0.0173815760750928	0.0383436562160782
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0606920135460227	0.0535692407254404	0.0570216221942349	0.0612212884088835	0.0720686196586049	0.0802762268438795	0.0590494340494341	0.0772011290175726	0.0908962397512016	0.0891027846608011	0.0604941973547718	0.0549888858881941	0.0589394339643125	0.0283196317000987	0.0304533630620587	0.0408753547260423	0.0822957239852713
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00123928876753726	0.00131315638184577	0.00124766063630692	0.00149262245208397	0.00144771204723515	0.00150079564794401	0.00153037653037653	0.00106528270964217	0.00127226463104326	0.00143121908060799	0.00108191779045643	0.00186966366828012	0.00189619422239753	0.00193357448207826	0.00144927536231884	0.00230571927526741	0.00123448907051487
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00750200473182984	0.00609769506498239	0.00844525006179451	0.00982088530574992	0.0119365277620075	0.018529924155771	0.00794063294063294	0.0132173965825973	0.0131644048628781	0.0147516762611353	0.00370364367219917	0.00393668072376758	0.00366030621365477	0.00377507398881947	0.00527684875510962	0.00653514516481118	0.0127705765915331
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0224132332182407	0.0245667055168276	0.0199978813309949	0.0077293124429571	0.0122156617841868	0.0117801145833595	0.0289327789327789	0.0397644845063583	0.0235840165865611	0.0328804512821699	0.0402173560684647	0.021708872592808	0.0248423155281661	0.0275435711936863	0.0416016350798959	0.0378874699847195	0.0381946661558436
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.0145864950660402	0.00775327739329034	0.0282665756423687	0.0122024262245208	0.0115012679308126	0.0164660159029033	0.0201114576114576	0.0128865822938481	0.0175761002733013	0.00878103504607369	0.0420570215248963	0.0182603818268691	0.0255606257440934	0.0193028609010194	0.0132478632478632	0.0121289019864658	0.0131749781835983
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00294248242131842	0.00220220723366958	0.00145952753681187	0.00212484788560998	0.00203436660232391	0.00153347629019405	0.000822938322938323	0.0010713526965917	0.00224413344642352	0.00217140511017496	0.000903624221991701	0.00173463240334878	0.00192152506124635	0.00153896744491943	0.0014678558156819	0.00195099323291858	0.00301172764616989
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00371123908995116	0.00281794563281257	0.0028778587318589	0.0028378840888348	0.00328337307444836	0.00301918856479189	0.0029019404019404	0.00197578075207138	0.00233248515691264	0.00323831387935546	0.00172215378630705	0.00254481999293683	0.00254936799557072	0.00166392634001973	0.00226681531029357	0.00286509495743288	0.00244769384671051
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	0.0501282365649831	0.0270767819500686	0.0465400958109206	0.0387226194097962	0.0219120207410772	0.0157168750267101	0.00999075999075999	0.0195726729187532	0.0335795400998963	0.0272712290268578	0.00980614626556017	0.00685543345036043	0.0133982044053947	0.00962841170667544	0.034726867335563	0.0162082514734774	0.067449928697614
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.0194508691589404	0.0234137667796568	0.0204392707070469	0.0252272208700943	0.0237997237046289	0.0334926305151726	0.0209777084777085	0.0475947676712495	0.0235368956743003	0.031388513816324	0.0283770422717842	0.025811745642645	0.0211838186601434	0.0245840184149951	0.0119286510590858	0.0200283780833879	0.0227529106272482
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.0114650779028848	0.0162385295161741	0.0107287044339034	0.0136094843322178	0.0121801786457742	0.0119032954656866	0.00983194733194733	0.0170354183738505	0.0139949109414758	0.0177818128196751	0.0118160010373444	0.0114776575191641	0.0131322305974821	0.0115488326208484	0.0095503530286139	0.017790875354726	0.01641019092012
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.00884732890193713	0.00689250024346799	0.00669146294094799	0.00673106175844235	0.00699017826728738	0.0060232937562376	0.00506756756756757	0.00463443503596467	0.00663815851474885	0.00789628143260693	0.00465589341286307	0.00676195026694642	0.00624224243060255	0.00530746464978625	0.00626161278335191	0.00713545077493997	0.00814124257710236
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	0.000132544253212541	0.000100528718227427	0.000111818641933168	6.6550045634317e-05	4.73108512168351e-05	0.000123180882327063	0.000115500115500115	0.000197274575859662	0.00010013193855433	6.65010885939068e-05	0.000105355290456432	1.0387020379334e-05	9.04672816029355e-05	9.86517592897073e-05	5.57413600891862e-05	1.36433093211089e-05	3.19264414788328e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	0.000841656007899638	0.000753965386705705	0.000476700526136136	0.000456343170063888	0.000125373755724613	0.000186028271269442	4.33125433125433e-05	0.000206379556283954	0.000924747903119404	0.000286243816121599	0.000133720176348548	7.27091426553379e-05	9.9514009763229e-05	0.000118382111147649	0.000278706800445931	6.82165466055446e-05	0.00177723857565502
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis	0.00103384517505782	0.000188491346676426	0.000529667251262374	0.000166375114085793	0.000749876991786836	0.000379598229211969	0.000360937860937861	0.000810343257761996	0.000812835736499859	0.000399006531563441	0.00116296032157676	0.000727091426553379	0.000678504612022016	0.00236764222295298	0.00226681531029357	0.00165084042785418	0.00201136581316646
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._KLE_1745	0.00100070911175469	0.000697417982702777	0.00109464565260891	0.000584689686644357	0.000316982703152795	0.000718974129500816	0.00106837606837607	0.00064038362317521	0.00243850720949958	0.00234488621085471	0.00132099325726141	0.000716704406174045	0.00085582048396377	0.000802367642222953	0.00169082125603865	0.000545732372844357	0.000755592448332376
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus	0.000921182559827162	0.000826220402931669	0.00181852422933415	0.000755818375418315	0.00121588887627266	0.00158626809690565	0.00268537768537769	0.00146893684178579	0.00121336349071718	0.000864514151720788	0.00174646654564315	0.00209817811662546	0.00130091950945021	0.0020782637290365	0.00130063173541434	0.00126882776686313	0.00102164612732265
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis	0.000642839628080825	0.000342425946462175	0.00079450087689356	0.000442082445999392	0.00044472200143825	0.000598307142731448	0.0010972510972511	0.000673768551397614	0.000854066534728112	0.000500203840293299	0.00110623054979253	0.000560899100484035	0.000738213017879954	0.000690562315027951	0.000520252694165738	0.000627592228771011	0.000766234595491986
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	0.0030617722492097	0.00143881727963005	0.00122411986958415	0.000546661089139033	0.00230876953938155	0.00226501989748334	0.0070021945021945	0.00114419253998604	0.00381090377909716	0.00423872155994206	0.00331463952282158	0.000830961630346719	0.00183467647090753	0.00192042091417297	0.00421776291341509	0.00192370661427636	0.00209650299044335
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_johnsonii	0.00601750909584938	0.00728204902659927	0.00562624324674255	0.00674056890781868	0.00690501873509708	0.0114457664741861	0.00555844305844306	0.00800024279947798	0.0129346904156064	0.0117331051093075	0.00566892505186722	0.00582711843280637	0.00828499364919683	0.00407102926668859	0.00267558528428094	0.00343811394891945	0.0050656620479748
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	0.0109614097406772	0.00190690412387651	0.00544968749632176	0.003389298752662	0.011524923356421	0.00629730837202638	0.00407137907137907	0.00603356702783089	0.00439402506832532	0.00283641599611402	0.00423042012448133	0.00437293557969961	0.00384666881375682	0.0104439329168037	0.0142326272761055	0.0119651822746125	0.0138560756018134
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor_plautii	0.000238579655782574	0.000314152244460711	0.000370767075883662	0.000266200182537268	0.000101718330116195	0.000118153091211673	0.000375375375375375	0.000109259765091505	0.000200263877108661	0.000156132990611781	5.26776452282158e-05	7.27091426553379e-05	0.00012665419424411	0.000111805327195002	0.000278706800445931	8.18598559266536e-05	0.000170274354553775
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_phoceensis	0.00290271914535466	0.00108068372094484	0.00318388869925493	0.00211534073623365	0.000924927141289126	0.00195581074388683	0.00493762993762994	0.000855868159883456	0.00170813306945622	0.00132134771684415	0.00134530601659751	0.00229553150383281	0.00150537556587285	0.00130878000657678	0.00143069490895578	0.000914101724514298	0.000893940361407318
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	0.00440046920665637	0.000684851892924349	0.0009298602855495	0.000689268329783998	0.00344422996858559	0.00364514855865798	0.000721875721875722	0.00612461683207381	0.00798110451418339	0.0101255135763418	0.01026403656639	0.00519351018966699	0.00775847407026775	0.00330154554422887	0.0109253065774805	0.0111056537873827	0.0163250537428432
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_xylaniphila	0.00101396353707594	0.000706842550036599	0.000806271260254947	0.000732050501977487	0.000870519662389766	0.000781821518443195	0.000591938091938092	0.000616103675377098	0.00068325322778249	0.000931015240314695	0.00076179979253112	0.00123605542514074	0.000866676557756122	0.00067083196317001	0.00102192493496841	0.000982318271119843	0.00111742545175915
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus	0.000563313076153301	0.000700559505147385	0.000806271260254947	0.000337503802859751	0.000432894288634041	0.000397195498115835	0.00102506352506353	0.000959057938025433	0.00119569314861936	0.000584053038955181	0.00136151452282158	0.00144379583272742	0.000472239209967323	0.00105228543242354	0.000706057227796358	0.000873171796550971	0.000744950301172765
