#taxonomy	MCT.f.0272	MCT.f.0271	MCT.f.0269	MCT.f.0267	MCT.f.0266	MCT.f.0265	MCT.f.0264	MCT.f.0263	MCT.f.0261	MCT.f.0260	MCT.f.0259	MCT.f.0258	MCT.f.0256
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0715539856644151	0.0970002005473	0.0748028120713306	0.104609628555466	0.0931423311471637	0.0804812393561501	0.0905122516781771	0.0711334406704041	0.121250391036856	0.090440833462914	0.116789413045277	0.168077706969423	0.154747619169199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.194625188490219	0.26004515548885	0.302226223136717	0.305266263645894	0.193102059601887	0.27310254981518	0.295416506882945	0.315105429574596	0.295168136192827	0.289243508008086	0.313397921056149	0.329434625900741	0.326863175632548
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.00223089793641941	0.00326698021050997	0.0042152491998171	0.00352172357294864	0.00284777355885399	0.00319413597444691	0.00393157553319977	0.00363717483656961	0.00383119566518749	0.00318768465246462	0.00417889356393102	0.00346717782271779	0.00352337426915516
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000185908161368284	3.23463387179205e-06	0.000157178783721994	5.64982391382135e-05	5.75307789667472e-05	0.00015695999874432	9.67662164050992e-05	9.69913289751896e-06	3.08967392353829e-05	5.83113046182553e-05	2.86443580162827e-05	2.90030084029625e-05	0.000153190185615442
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0389167751130941	0.0309780885901525	0.0250771604938272	0.0453869187743649	0.0591416407778161	0.0379843196961254	0.0392584123889428	0.0472541754767124	0.0318699865212975	0.0425866894728658	0.048549004131153	0.0519074751299203	0.0218615160722036
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.026047799053934	0.0370462617336344	0.0421667809785094	0.0692605636013233	0.0470026464158325	0.0273110397815117	0.0275461162699849	0.0281371845357025	0.0404747283983517	0.0397877468511895	0.0416329830234438	0.0598173865125464	0.0580335486506498
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.00181776868893433	0.00294351682333077	0.00465820759030636	0.00263658449311663	0.00399838913818893	0.00345311997237504	0.00359110180881146	0.00247327888886734	0.00335229620703905	0.00233245218473021	0.00327500493319499	0.00350672737963092	0.00269997702147216
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.162587015347752	0.0210089469972894	0.0339363283036123	0.0178973866425608	0.0705615004027155	0.02314375181485	0.0240231092060511	0.0105623557253982	0.0383274050214925	0.00839682786502877	0.0239403178887199	0.00973710091201278	0.0132892486021396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0595112681002252	0.061768568415741	0.135859625057156	0.0428256652667659	0.102347255781843	0.0667001514663988	0.0922325399698233	0.0422591220344901	0.078188060727541	0.0543072617011351	0.0709743537514561	0.0535184604148485	0.0470230040595399
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0124351903493008	0.0186638374402401	0.0146747828074989	0.0178597211498019	0.0284202048095731	0.0177050878583593	0.0151313690986048	0.0120754204574111	0.0152938859215146	0.0160939200746385	0.015948542002177	0.0186383878545947	0.0179104858682054
