#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.176497683180024	0.203333199146572	0.260912046083888	0.237844554062763	0.129902598284891	0.166440514378176	0.178929719414931	0.264460168122403	0.141886584982721	0.0709283533848088
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.125369522473841	0.117943453698858	0.130550950665419	0.151073942789153	0.0760812599721266	0.137343514917535	0.0893444369308866	0.118437308313679	0.173725651900723	0.0846112407972706
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0780981451690522	0.127490841753553	0.0759282069329579	0.0663607406672946	0.227195614787669	0.110926278138928	0.0678536029568423	0.092562354750365	0.0587397895067546	0.113207038965703
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	4.81238570583949e-05	0.000107349408907317	0.000662178056437945	0.00021689554310644	6.59955821780871e-05	2.27098532375735e-05	0.000194529100627125	3.45575339743756e-05	3.92711278667923e-05	0.0001616089064464
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.229653920719383	0.13126484441045	0.160673106309677	0.154243716226265	0.108935413617606	0.113061004343259	0.0588218947134401	0.133495753743013	0.276095664467484	0.233174717184414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0101060099822629	0.0155690189605893	0.0182538874019467	0.022619106638243	0.00993427616433676	0.00730121781587987	0.0037701592359638	0.013339208114109	0.0100828620797989	0.0064015083497935
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0543180849454825	0.0564691437542772	0.035303814701279	0.0301639730305885	0.0783173455800429	0.0893916598063985	0.0985614109844099	0.0498406033745432	0.0477536914860195	0.102217633327348
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00391178209517524	0.0060451135890933	0.00633005177028441	0.00397538545436518	0.00605218309503752	0.0076986402475374	0.0041684807277241	0.00368901675176459	0.0081782123782595	0.0152720416591848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0103328795941096	0.0164781342672732	0.00920566416922122	0.00576632293887264	0.0163086729841261	0.0203593834274846	0.0175909886709957	0.0124579909977624	0.0198515551366635	0.0369366133955827
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0273137262990004	0.0394173610831555	0.0556183261250081	0.0601854147042784	0.0449585198355545	0.053027507309734	0.0231211731031097	0.0669811402258335	0.0489121897580898	0.0287214939845574
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0155990045236426	0.0246568173583994	0.0179899423025274	0.0260615487581181	0.0299425838435051	0.023481988247651	0.0260854260650468	0.0313004863972907	0.0248782595036129	0.0146435625785599
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00130621897729929	0.00110704077935671	0.00150031951248877	0.00112475831639482	0.00111027861781958	0.0013682686575638	0.00127833408983539	0.00111448047067361	0.00129594721960415	0.000969653438678398
