#taxonomy	MCT.f.0442	MCT.f.0441	MCT.f.0440	MCT.f.0439	MCT.f.0438	MCT.f.0437	MCT.f.0436	MCT.f.0435	MCT.f.0434	MCT.f.0433	MCT.f.0432	MCT.f.0431	MCT.f.0430	MCT.f.0429	MCT.f.0428	MCT.f.0427	MCT.f.0426
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.150452190710335	0.239987174913408	0.204942286057729	0.2245131339809	0.179930311307681	0.133696716655108	0.202179595024935	0.301126011767868	0.23455273865906	0.140095061628937	0.240443481242041	0.163611201083596	0.215896807913856	0.20324304490587	0.217184614686329	0.171380407560805	0.184626647768144
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.276171870100222	0.216084645571507	0.180015102713865	0.118774207162257	0.177233329817376	0.0802800653811168	0.257953794388031	0.191959618888325	0.208945619204947	0.188874566986224	0.174386570672936	0.230576249227055	0.193238879691327	0.200317060090884	0.247346556555433	0.178817000923525	0.187099630116754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0764710309446458	0.0469696217051043	0.0439635377336683	0.0332620874146581	0.0761865445538432	0.020255599739312	0.0565853511987022	0.0233415967265016	0.0469176106823203	0.0820107951341336	0.0351834165932021	0.0991902476369954	0.112095858360584	0.0666343647978624	0.0600109410497197	0.139053003875578	0.102405305206883
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	6.89888739761424e-05	9.93492623317272e-05	5.00855306754612e-05	3.74381419790483e-05	5.27393548340165e-05	4.8791878243353e-05	9.01279817340624e-05	4.48015292255309e-05	7.84772278704027e-05	4.02803512446629e-05	0.000104074835929082	8.24475133241071e-05	9.57762666411263e-05	3.76332452088175e-05	3.34442567850036e-05	5.24271766352238e-05	2.97949680555378e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.117553905397439	0.162697964694885	0.266724714512475	0.223754160738961	0.298653873432823	0.0582679580250442	0.15695788018987	0.178145814043786	0.228423667162381	0.275356481108515	0.267567220099912	0.216306940313889	0.174538563629647	0.155599356471507	0.140243713076943	0.0917435262519005	0.21817578179868
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0197684482520728	0.0222135918822621	0.0175029666045092	0.0119665915634849	0.0117899737030665	0.00697723858879948	0.0126479601033468	0.0246109733878916	0.0243240167784313	0.017683074196407	0.0189446811636791	0.0138276258060717	0.0262769028691833	0.034481460922579	0.0293258354494789	0.00690425587688486	0.0266835221057381
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.071202789659195	0.0284184049024345	0.0192212855799904	0.0133994513610466	0.030587007205287	0.00967473242882485	0.0542720663341946	0.016621367342672	0.0222561418240462	0.0349633448803674	0.00878207953766285	0.0296222137157328	0.033104382448315	0.0583221217623649	0.0419749311406642	0.0941995378342737	0.0416789038856895
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0267457320973872	0.016460366418143	0.0200226540707978	0.0413895676915642	0.0262478313213573	0.0917949486465481	0.00841945562699033	0.00833308443594875	0.0149538357707052	0.0521227745105937	0.0358048045841904	0.0308824828479727	0.0157791399291256	0.0102785800976583	0.0186427842821549	0.0292583974221961	0.0139568143220155
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0269777855825797	0.0123825307869816	0.00636856786204133	0.00441089381862241	0.0117426901435602	0.00787988833630151	0.0258441987622424	0.00652608942385233	0.00870704843222118	0.0134133569644727	0.00416911548633559	0.0233679809192898	0.0142296167581102	0.00888144586928092	0.00694684990934218	0.0248464488653549	0.0151358437722132
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.02810983028737	0.0254605064102854	0.0264027801322258	0.0176708030141108	0.0247220272280559	0.0153798970491369	0.0275265877546115	0.0286580448612646	0.0249753777697557	0.0198179328123741	0.0231750171417377	0.0233620918111952	0.031075977944094	0.0189718597408951	0.0244859737175919	0.0281816238713034	0.0245425408297473
