#taxonomy	MCT.f.0357	MCT.f.0356	MCT.f.0355	MCT.f.0354	MCT.f.0353	MCT.f.0352	MCT.f.0351	MCT.f.0350	MCT.f.0349	MCT.f.0348	MCT.f.0347	MCT.f.0346	MCT.f.0345	MCT.f.0344	MCT.f.0341
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.279328139548341	0.239963368365967	0.157824962045887	0.261961054034303	0.232265888261681	0.238910012674271	0.148094073295235	0.183026276049532	0.197859041597816	0.223147070236709	0.186356073211314	0.219040689907472	0.204855102897942	0.138385133154376	0.2611574301128
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.212115792297698	0.26100911429942	0.183345093762696	0.0928154866812821	0.18111330514477	0.177432676834565	0.215799824579563	0.247184708978729	0.279135405868648	0.290628637951106	0.37486323455944	0.245315049798791	0.373736525269495	0.401227790838703	0.233533061816321
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.000178854175981988	0.00033142906981815	0.000331430282036479	0.00013612460416398	0.000128780236526368	0.000313296592187522	0.000256048463981608	0.000517754670578591	0.000348957745322427	0.000232828870779977	0.000714276866925678	0.000211691103629989	0.000128797424051519	0.000252915715837697	4.26466511717167e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000102578130342611	9.59399938947277e-05	0.000117604293625847	0.000107466792761037	2.68292159429933e-05	0.00014952791899859	0.000108956793183663	0.000604047115675023	4.61855839397329e-05	0.000873108265424913	0.00147809895005429	0.00033500630962804	5.59988800223996e-05	5.74808445085675e-05	3.19849883787876e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00292216161052925	0.00337534342156906	0.00212756858468578	0.00227829600653398	0.00260243394647035	0.00252773386878569	0.00270757631061403	0.00327911291366441	0.00329457165436762	0.00325960419091967	0.00407096526467467	0.00276431586778966	0.00371832563348733	0.00408113996010829	0.00280401731454038
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0644479981483332	0.0715886790807204	0.0697072722218658	0.0720600667727006	0.103732480521989	0.065721080588428	0.104816435042684	0.106981058808301	0.109957611897406	0.0878346915017462	0.0848792128916653	0.0701396339182585	0.113313733725325	0.105178449281777	0.119623856536665
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0330722413058459	0.067341153896472	0.0187525391836124	0.0153534224591268	0.0242482453692773	0.0201293060480483	0.0398128122293105	0.0342796738145575	0.0513481058778853	0.00892510671323244	0.0282944472198941	0.00790450470447511	0.0170796584068319	0.0456455386242535	0.0165042540034544
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0107312505589193	0.0262875583271554	0.069407915838091	0.0131539354339509	0.0131194865961237	0.0128380399025932	0.0206309687893266	0.0195020925917936	0.0237137314872784	0.026464881645324	0.0149048525410503	0.0461877104065702	0.0157412851742965	0.0435129992929856	0.0128686269910655
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00208575531696642	0.00388120884392307	0.00188166869801356	0.000845405436386823	0.00138438754265845	0.00236396519559676	0.00356833497676496	0.00166112956810631	0.00242730902261041	0.00069848661233993	0.00228320871335202	0.000926919298418688	0.00129357412851743	0.0045582309695294	0.000714331407126255
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.000520781277124025	0.000427369063712878	0.000363504180298073	0.00054449841665592	0.000386340709579103	0.000462824511186112	0.000419483653757103	0.000647193338223239	0.000436197181653033	0.000368645712068296	0.000817496067348464	0.000404884926360269	0.000425591488170237	0.000396617827109116	0.000426466511717167
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0077249222773397	0.0105708429636736	0.00811469626018346	0.00713579503933285	0.00942242063917924	0.00714173822645647	0.0104380607869949	0.00893126806748069	0.0101608284667412	0.00812960807140085	0.0116926710238932	0.00809975378063869	0.0121237575248495	0.0132953193348317	0.00929696995543425
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.283081447035492	0.210440015699272	0.356052344601963	0.434044047056126	0.338852997360005	0.357891513934578	0.344014730958438	0.283988436812357	0.173791220633666	0.190745052386496	0.208457368405841	0.300151266652691	0.17002379952401	0.133769421340338	0.248203509819391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00164651050242242	0.00229383803584667	0.00188166869801356	0.00119646362607288	0.00184048421368934	0.00139559391065351	0.00191219172037329	0.00224360357250723	0.00239138690176839	0.00157159487776484	0.00300574311631152	0.00171408136337292	0.00262634747305054	0.00308097326565922	0.00172718937245453
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.000273541680913629	0.000348872705071737	0.000277973784933821	0.000193440226969866	0.000257560473052735	0.000356018854758548	0.000414035814097919	0.000453035336756267	0.000713310685291431	0.000271633682576639	0.000417005569708055	0.000170586034963971	0.000464790704185916	0.000344885067051405	0.000309188220994946
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00157549487372369	0.00242466530024857	0.00828575705091197	0.00319534597142816	0.00336974952243996	0.0028196693296877	0.00263130655538546	0.0027182120205376	0.00240165036486611	0.00337601862630966	0.00102806323621095	0.00187439113117038	0.00196556068878622	0.00207505848675929	0.00546943301277267
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00714890662233889	0.00722166499498495	0.00611542326854406	0.00833225866540572	0.00691657187010367	0.0067928397487931	0.0060797890596484	0.00625620226949131	0.00583991050260179	0.00471478463329453	0.00587936565608188	0.00616370504646928	0.00533109337813244	0.00423633824028143	0.00636501268737872
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00219622407272	0.00239849984736819	0.00195650779395728	0.00247890068635458	0.0020014595093473	0.00245653009783398	0.00208652258946715	0.00110022867497951	0.00165754929028153	0.00151338766006985	0.0019487785039822	0.00201209311120154	0.00181996360072799	0.00156347897063304	0.00200439260507069
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	2.10416677625869e-05	0	3.20738982615947e-05	2.14933585522074e-05	3.75609023201906e-05	2.13611312855129e-05	2.72391982959158e-05	2.1573111274108e-05	5.13173154885922e-05	5.82072176949942e-05	0.000251854849031597	1.23315205998052e-05	5.59988800223995e-06	5.74808445085675e-06	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.000260390638562012	0.00033142906981815	0.00013898689246691	0.000265084755477224	0.000246828786675538	0.000249213198330984	0.000266944143299974	0.000366742891659835	0.000251454845894102	0.000310438494373302	0.000301400065234535	0.0002384093982629	0.000263194736105278	0.000275908053641124	0.000223894918651513
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.00941088590681697	0.0123849810300467	0.00915175230397502	0.00730774190775051	0.00942242063917924	0.00698508993036271	0.00822079004570737	0.00666609138369936	0.00733324438331982	0.00601474582848273	0.00691568642832665	0.00779352101907686	0.0124989500209996	0.0160084151956361	0.007377870652707
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.00161494800077854	0.00123849810300467	0.00111189513973528	0.00103168121050595	0.00128780236526368	0.00131014938551146	0.00113859848876928	0.00157483712300988	0.00146767522297374	0.00215366705471478	0.00170518119098442	0.0014366221498773	0.00157356852862943	0.00149450195722276	0.00172718937245453
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	7.89062541097007e-06	8.72181762679342e-06	8.55303953642526e-05	7.16445285073579e-06	5.36584318859866e-06	5.69630167613677e-05	3.26870379550989e-05	0.000388316002933943	2.56586577442961e-05	0	0.000169279488693369	1.84972808997077e-05	5.59988800223995e-06	1.72442533525703e-05	1.06616627929292e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	5.26041694064672e-06	0	1.06912994205316e-05	0	0	2.84815083806838e-05	0	8.62924450964318e-05	5.13173154885922e-06	0	7.01890562874944e-05	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis	0	0	0	0	0	1.42407541903419e-05	5.44783965918315e-06	0	5.13173154885922e-06	1.94024058983314e-05	0	4.11050686660172e-06	5.59988800223995e-06	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._KLE_1745	0.00151500007890625	0.00202346168941607	0.00177475570380824	0.000494347246700769	0.00105170526496534	0.00118910297489355	0.000779041071263191	0.00304180868964922	0.00130345981341024	0.00180442374854482	0.00113541120465064	0.00172024712367282	0.000481590368192636	0.000954182018842221	0.000746316395505043
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus	0.00223041678283421	0.0017181980724783	0.00165715141018239	0.00233561162933987	0.00175463072267176	0.00182993691345894	0.00169972597366514	0.00144539845536523	0.00150872907536461	0.00147458284827319	0.00143268250186827	0.00186000435713728	0.00138317233655327	0.00124733432583592	0.00152461777938887
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis	0.00589692739046497	0.00323579433954036	0.00909829580687237	0.00948573557437419	0.0052102337361293	0.00821691516782729	0.00608523689930758	0.00282607757690814	0.00670204140281014	0.00750873108265425	0.00182078669545794	0.00247041462682763	0.00158476830463391	0.00224175293583413	0.00408341684969188
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	0.00975018279948869	0.00625354323841089	0.00471486304445442	0.00118929917322214	0.0023985319053036	0.00490593981857279	0.00487036865530974	0.00580316693273504	0.0480843246128109	0.0384555684904928	0.00384801179176146	0.00463665174552674	0.00586868262634747	0.00573084019750418	0.00389150691941915
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_johnsonii	0.00408471375441217	0.00373293794426759	0.00438343276241794	0.00547364197796214	0.00376682191839626	0.004706569259908	0.00450536339814447	0.0032575398023903	0.00304311680847351	0.00250291036088475	0.00305528833251446	0.00354325691901068	0.00264314713705726	0.00228773761144099	0.00345437874490906
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	0	0	0	7.16445285073579e-06	5.36584318859866e-06	2.84815083806838e-05	5.44783965918315e-06	0	5.13173154885922e-06	1.94024058983314e-05	2.890137611838e-05	0	0	1.14961689017135e-05	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor_plautii	0.000668072951462133	0.0015960926257032	0.000438343276241794	0.000265084755477224	0.00138975338584705	0.00136711240227282	0.0010350895352448	0.000194158001466972	0.000343826013773568	0.000582072176949942	0.000540868610215398	0.000127425712864653	0.000162396752064959	0.000735754809709664	0.000298526558202017
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_phoceensis	0.00424778667957222	0.00654136322009507	0.0048431586375008	0.00199171789250455	0.00314974995170741	0.0067928397487931	0.00642300295817694	0.00140225223281702	0.00779510022271715	0.00291036088474971	0.00451687221050111	0.000686454646722487	0.000307993840123198	0.00146001345051761	0.00114079791884342
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	4.47135439954971e-05	2.61654528803803e-05	0	0	1.6097529565796e-05	7.12037709517096e-06	1.08956793183663e-05	0	5.13173154885922e-06	1.94024058983314e-05	7.43178243044058e-05	5.75470961324241e-05	1.11997760044799e-05	5.74808445085675e-06	0
