#taxonomy	MCT.f.0391	MCT.f.0390	MCT.f.0389	MCT.f.0388	MCT.f.0387	MCT.f.0386	MCT.f.0385	MCT.f.0384	MCT.f.0383	MCT.f.0382	MCT.f.0381	MCT.f.0380	MCT.f.0379	MCT.f.0378	MCT.f.0377	MCT.f.0376	MCT.f.0375
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.173584686649	0.137259080362	0.138058681489	0.141653442152	0.0704017692591	0.173584686649	0.142847829772	0.0852304654871	0.177982818963	0.0704017692591	0.138058681489	0.115243224758	0.116399180468	0.177982818963	0.142847829772	0.142847829772	0.173584686649
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.302746719396	0.320851852604	0.28994615174	0.383387399693	0.365412227008	0.325002512864	0.302746719396	0.309448746944	0.325002512864	0.30302641703	0.325002512864	0.309448746944	0.302746719396	0.228744317484	0.365412227008	0.325002512864	0.375142475855
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.000509067769647	0.000482417825991	0.000182761062756	0.000430777807341	0.000559100177597	0.000399065252562	0.000539481529856	0.000482417825991	0.000516364188625	0.000355483330371	0.000502572848745	0.000831255195345	0.000603672149073	0.000516364188625	0.000539481529856	0.000399065252562	0.000567679027599
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000381800827235	0.000230091677153	0.000230091677153	0.000150267977894	0.000725627454328	0.000186038330661	0.000148493363489	7.45753259428e-05	0.000186038330661	0.000415627597672	0.000381800827235	2.53398710201e-05	0.000150267977894	0.000150267977894	0.000725627454328	7.45753259428e-05	0.000526211931856
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.000909581161244	0.00131359513856	0.00134667569859	0.00110978316544	0.00130500335753	0.00103649368992	0.00124814807298	0.00134667569859	0.000909581161244	0.00124814807298	0.00133262865054	0.000954502068088	0.0016670941267	0.00110978316544	0.00110978316544	0.00103649368992	0.00130500335753
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00324398156053	0.00337879346357	0.00207195948168	0.00136787210396	0.00182536474699	0.00986170936296	0.00344343461527	0.00514818798666	0.0089438695086	0.00919503658925	0.00207195948168	0.00324398156053	0.00638048455988	0.00586045113786	0.00997797858607	0.00997797858607	0.00324398156053
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.00655827476955	0.00837210434303	0.00655827476955	0.00728932004681	0.00725421571747	0.00655827476955	0.00944642721543	0.00944642721543	0.00719850562668	0.00725421571747	0.00725421571747	0.0119324105698	0.00725421571747	0.00906823849467	0.0119324105698	0.00944642721543	0.00728932004681
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.010782899233	0.0115372414139	0.00992216123186	0.0119055449582	0.0144084012939	0.0150480038131	0.010782899233	0.0119055449582	0.0115372414139	0.00992216123186	0.00732964755225	0.00846325167038	0.010782899233	0.0150480038131	0.0223624361752	0.00559705754689	0.010530286817
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00907225052122	0.0103684904747	0.0136588697285	0.00901137933303	0.00338107966098	0.0136588697285	0.00615956000244	0.0109429768317	0.00338107966098	0.0109429768317	0.00620282137688	0.0136588697285	0.00907225052122	0.00726684586997	0.0109429768317	0.00907225052122	0.0109429768317
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0329571685047	0.0201941398526	0.0238041260485	0.0329571685047	0.0295699470298	0.0415661629529	0.0295699470298	0.0201941398526	0.0160832257575	0.0160832257575	0.0415661629529	0.026288213586	0.0224066251482	0.0224066251482	0.0201941398526	0.0238041260485	0.0201941398526
