#taxonomy	MCT.f.0017	MCT.f.0016	MCT.f.0014	MCT.f.0013	MCT.f.0012	MCT.f.0011	MCT.f.0010	MCT.f.0009	MCT.f.0008	MCT.f.0007	MCT.f.0006	MCT.f.0005	MCT.f.0004	MCT.f.0003	MCT.f.0002
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0460142043399	0.0460142043399	0.10989010989	0.0730656492812	0.0460142043399	0.0491432373981	0.106671092904	0.0649834775183	0.126367562329	0.0491432373981	0.0484496915724	0.0649834775183	0.112198864792	0.0649834775183	0.106671092904
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.378992761677	0.281352340589	0.257220788077	0.396943812746	0.305991887653	0.32785059221	0.308685522937	0.101547163534	0.314428194643	0.282795567816	0.281352340589	0.281352340589	0.305991887653	0.195361362955	0.378992761677
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.111482079997	0.100366829673	0.100366829673	0.120013232573	0.102456111469	0.244841537022	0.244841537022	0.100366829673	0.112880109902	0.103299890143	0.0909679779305	0.102456111469	0.0484260529988	0.112880109902	0.0509416234323
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	3.32723340542e-05	2.77515087214e-05	5.49845454153e-05	5.8367958909e-05	3.10138425117e-05	5.3125224122e-05	0.000490216103599	5.48749536993e-05	5.95837479369e-05	0.000128929853564	3.10138425117e-05	5.48749536993e-05	5.49845454153e-05	0.000128929853564	5.95837479369e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.000415871707226	0.000380964350377	0.000609653869016	0.000415871707226	0.000345585738034	0.000380964350377	0.000411314801606	0.000380964350377	0.00021192792383	0.000380964350377	0.000564363420339	0.000451564405037	0.000451564405037	0.000487068335687	0.000345585738034
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0266266327293	0.0181074816561	0.0356350719298	0.0216611591728	0.00746963899518	0.0223975308495	0.02554218204	0.0223975308495	0.0229560222975	0.0266266327293	0.02554218204	0.0153488105713	0.0315780873402	0.0247722920081	0.0216611591728
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0152793932908	0.0185171920797	0.0226039222173	0.0162053728253	0.0201125612194	0.0226039222173	0.0290044527963	0.0294879887127	0.0226039222173	0.0294879887127	0.0201125612194	0.0290044527963	0.0294879887127	0.0398063371638	0.0152793932908
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0423300609501	0.0423300609501	0.0843344497704	0.0421450625844	0.247449111453	0.0542588587589	0.0421450625844	0.111588218347	0.014931687233	0.00662193692722	0.00662193692722	0.0639732015197	0.131883665596	0.0421450625844	0.0606911557359
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.012560632845	0.015478034048	0.00121444019298	0.014596853218	0.0148373889173	0.016102260664	0.0162822673186	0.0175754171952	0.0203096572977	0.0245921061901	0.0122005313725	0.016102260664	0.0245921061901	0.0284989066382	0.0115224581244
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0217384166962	0.0421044814911	0.0421044814911	0.0413415580702	0.0314400872668	0.0161649385291	0.0421044814911	0.0217820553907	0.0280846497321	0.0504277153285	0.0421044814911	0.00413408750624	0.0217820553907	0.0217820553907	0.0280846497321
