Food	Module	Correlation	Pvalue	fdr_pval	Significance
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Nucleotide and amino acid metabolism; Lysine metabolism; M00030  Lysine biosynthesis, 2-oxoglutarate => 2-aminoadipate => lysine	-0.154925174456204	0.39719011642722	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Nucleotide and amino acid metabolism; Lysine metabolism; M00032  Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	-0.056425561888345	0.759044090819079	0.989156686015277	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Nucleotide and amino acid metabolism; Aromatic amino acid metabolism; M00038  Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	-0.145562560668701	0.426664210565066	0.963222918794197	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Nucleotide and amino acid metabolism; Aromatic amino acid metabolism; M00040  Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	-0.0977654193645126	0.594504793827832	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Carbohydrate and lipid metabolism; Lipopolysaccharide metabolism; M00064  ADP-L-glycero-D-manno-heptose biosynthesis	0.182282894399994	0.318027018628098	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Carbohydrate and lipid metabolism; Fatty acid metabolism; M00087  beta-Oxidation	0.173034304142548	0.343610098495178	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Carbohydrate and lipid metabolism; Fatty acid metabolism; M00088  Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	-0.0607034927721882	0.741374843205094	0.989156686015277	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Nucleotide and amino acid metabolism; Polyamine biosynthesis; M00134  Polyamine biosynthesis, arginine => ornithine => putrescine	-0.0644955836292613	0.725819435123431	0.989156686015277	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Nucleotide and amino acid metabolism; Polyamine biosynthesis; M00136  GABA biosynthesis, prokaryotes, putrescine => GABA	0.185369821625209	0.30975910055757	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Energy metabolism; ATP synthesis; M00149  Succinate dehydrogenase, prokaryotes	-0.399077183484715	0.0236580701546206	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Pathway module; Energy metabolism; Carbon fixation; M00170  C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	0.0945183744506429	0.606861562583289	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00185  Sulfate transport system	-0.0594233036435433	0.746649342436747	0.989156686015277	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00188  NitT/TauT family transport system	-0.134312072570906	0.463628062102763	0.96330368595129	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00189  Molybdate transport system	-0.171015043489479	0.349356980412625	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00190  Iron(III) transport system	-0.105333018662181	0.566139077585927	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Saccharide, polyol, and lipid transport system; M00198  Putative sn-glycerol-phosphate transport system	-0.110492242782379	0.547161629061796	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00209  Osmoprotectant transport system	-0.189678977123545	0.298445155607712	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Saccharide, polyol, and lipid transport system; M00211  Putative ABC transport system	0.194561382297852	0.285946848066912	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Saccharide, polyol, and lipid transport system; M00215  D-Xylose transport system	0.187178947341624	0.304976822381306	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Saccharide, polyol, and lipid transport system; M00217  D-Allose transport system	0.128187889738322	0.484437848827603	0.970637364930961	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Saccharide, polyol, and lipid transport system; M00219  AI-2 transport system	0.0380348879878746	0.83626592116303	0.995326043084284	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphate and amino acid transport system; M00223  Phosphonate transport system	0.047195478440386	0.797565716971313	0.995326043084284	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphate and amino acid transport system; M00227  Glutamine transport system	-0.20670391359344	0.256340129247053	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphate and amino acid transport system; M00228  Putative glutamine transport system	-0.0986653407357495	0.591099525553697	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphate and amino acid transport system; M00232  General L-amino acid transport system	-0.0903159570641039	0.623013382521887	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Peptide and nickel transport system; M00239  Peptides/nickel transport system	-0.157585676657142	0.389032722200552	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Metalic cation, iron-siderophore and vitamin B12 transport system; M00241  Vitamin B12 transport system	0.105776603984243	0.564495707070771	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Metalic cation, iron-siderophore and vitamin B12 transport system; M00245  Cobalt transport system	-0.0155089455333742	0.932860637498403	0.995855546912501	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Metalic cation, iron-siderophore and vitamin B12 transport system; M00246  Nickel transport system	-0.0171788519446672	0.925650415968577	0.995545538635664	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; ABC-2 type and other transport systems; M00259  Heme transport system	-0.0884783961151803	0.630131021530433	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00267  PTS system, N-acetylglucosamine-specific II component	-0.149273516047204	0.414839940554775	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00270  PTS system, trehalose-specific II component	-0.167845882940192	0.358492450090227	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00271  PTS system, beta-glucosides-specific II component	-0.164353548988392	0.368722875542125	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00273  PTS system, fructose-specific II component	-0.115786165286551	0.528004987080903	0.984040744531663	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00274  PTS system, mannitol-specific II component	0.05710485728102	0.756230135835544	0.989156686015277	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00275  PTS system, cellobiose-specific II component	-0.245224416353901	0.176129358506563	0.962009294139365	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes	Structural complex; Environmental information processing; Phosphotransferase system (PTS); M00276  PTS system, mannose-specific II component	-0.193246074021682	0.289280320726589	0.962009294139365	
