MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
K00012	14833.8	36729.1666666667	10524.5333333333	2391.92307692308	13307.4285714286	26421.5	4855	5373.375	34343.9285714286	18973.5	6874.0625	18840	22142.8125	44290.7272727273	13837.7142857143	2475.29411764706	14140.6666666667	43601.1666666667	11817.5333333333	54844.8	11768.8823529412	10748.5	13510	17145.3529411765	22723.5714285714	37928.25	22785.1666666667	2366.57142857143	29643.4285714286	24241.3529411765	58572.8333333333	7683.83333333333	10348.6470588235	551.642857142857
K00058	15916.2	35440.1666666667	8291	16743.5384615385	21460.4285714286	16000.4375	8737.5625	5178.625	11379.6428571429	11589.5625	5058.5625	9407.5	15775.25	33599.4545454545	21995.0714285714	1580.17647058824	14846.5333333333	7796.41666666667	5086.53333333333	21342.8666666667	7425.17647058824	4430.4375	12126.5333333333	15935.2352941176	13363.9285714286	31068.3333333333	35799.8333333333	6932.85714285714	21364.6428571429	15967.1764705882	39721.0833333333	15047.0833333333	16536.6470588235	5000.28571428571
K00059	21865.8	69198.0833333333	15249.7333333333	18098.5384615385	25728.7142857143	38094.875	13454.1875	10148.3125	37941.5	26703.5	11959.3125	26281.4	35022.9375	62546.0909090909	29107.4285714286	3557.05882352941	16281.8666666667	48737.4166666667	13488.6	64663.2666666667	14075.7058823529	10237.5	23637.4	21250.2941176471	30039.7142857143	60800.25	48704	9427.14285714286	47370.2142857143	33686.8235294118	97746	11610.4166666667	25079.0588235294	5372.57142857143
K00067	13625.6	62211.5833333333	7959.2	1835.69230769231	12958.4285714286	34198	6748.8125	5625.5	28390.7857142857	22416.6875	6989.125	18693	30146.8125	50985.4545454545	23418.5	2655.58823529412	5722.13333333333	43548.1666666667	9249.66666666667	58023.4	7079.64705882353	8748.5	14852.7333333333	15248.8235294118	16520.9285714286	38357	21603	2548.07142857143	40578.3571428571	26146.1176470588	81347.5833333333	4529.58333333333	14689	325.642857142857
K00249	0.333333333333333	0.0833333333333333	2.53333333333333	0.153846153846154	0.571428571428571	0.1875	0	0	0.214285714285714	0	0.375	0.8	0.375	0	0.428571428571429	3.82352941176471	0.4	1.33333333333333	0.266666666666667	0	0.176470588235294	0.5625	0.8	0.176470588235294	0.857142857142857	1.91666666666667	3.83333333333333	0.785714285714286	0.5	0.823529411764706	0.916666666666667	0.333333333333333	1.05882352941176	3.21428571428571
K00520	0.4	0.166666666666667	1.06666666666667	3.30769230769231	1.71428571428571	0.375	0.0625	0.0625	0.142857142857143	0.875	0.5	0.9	1.8125	1.09090909090909	0.642857142857143	0.411764705882353	0.133333333333333	0.333333333333333	0.666666666666667	0.466666666666667	1.41176470588235	0.1875	0.6	0.235294117647059	0.357142857142857	0.0833333333333333	3.5	0.785714285714286	1.07142857142857	0.588235294117647	1.16666666666667	3.16666666666667	0.705882352941177	0.0714285714285714
K00558	38344.7333333333	105292.166666667	21605.6	34565	42123.5714285714	62867.4375	21253.375	13125.875	86899.6428571429	42145.3125	17728.6875	52893.8	58842.9375	107505	43892.4285714286	6453.64705882353	26081.6	119825.5	21818.5333333333	125923.066666667	19275.5294117647	23809	39808.2	38508.7058823529	36455.2857142857	126098.25	75088.6666666667	13114.9285714286	76302	62019.6470588235	165741.916666667	9283.75	42494.5882352941	10009.8571428571
K00666	2241.13333333333	1520.75	1932.26666666667	467.769230769231	1377.42857142857	1686.6875	172.0625	447.625	3608.42857142857	1569.5625	204.125	1550.7	1466.8125	4989.36363636364	667.857142857143	173.529411764706	4476.8	1468.41666666667	1565.6	3997.53333333333	1914	1251.875	1428	2091.17647058824	3193.07142857143	3245.91666666667	2711.5	247.285714285714	2030.5	2396.94117647059	632.25	903.333333333333	676.411764705882	50.9285714285714
K00973	21060.4666666667	67055.5833333333	13080	2972.53846153846	19937.7142857143	44380.4375	8309.75	8056.5625	54000.4285714286	30235.5625	11282	31610.8	38166.25	67738	25725.5714285714	4183.64705882353	10711.6666666667	79114.1666666667	15977.4666666667	87066.7333333333	11028.6470588235	16365.5	20705.8	25180.9411764706	25467.1428571429	64124.8333333333	35465.6666666667	3360.64285714286	51352.9285714286	37237.7058823529	101838.333333333	6476.5	17485.0588235294	436.571428571429
K01710	16034.2666666667	63672.5833333333	10027.6	2174.23076923077	14296	35928.5625	6945	6107.625	32364.5	23946	7173.1875	20196.7	31864.5	55819.7272727273	24070.0714285714	2909.94117647059	10069.4	46325.75	10790.2	65055	11440.7647058824	9973.4375	16361.7333333333	17351.3529411765	23000.9285714286	41147	26433.5	2744.28571428571	42377.5714285714	29357.5294117647	88236.3333333333	7003.41666666667	15357.5294117647	610.142857142857
