#taxonomy	MCT.f.0628	MCT.f.0627	MCT.f.0625	MCT.f.0624	MCT.f.0623	MCT.f.0622	MCT.f.0621	MCT.f.0620	MCT.f.0618	MCT.f.0617	MCT.f.0616	MCT.f.0615	MCT.f.0614	MCT.f.0613
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.201452613729	0.348099762755	0.254089870299	0.21467982647	0.23624069422	0.381083183299	0.381083183299	0.225748119848	0.348099762755	0.225748119848	0.181693437727	0.418526761073	0.181693437727	0.294610722827
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.331222710489	0.254980707376	0.192490770195	0.254980707376	0.209692788244	0.263276982854	0.20493986601	0.254980707376	0.198988833106	0.183737629148	0.229273464805	0.331222710489	0.240719066719	0.229273464805
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.000472132568633	0.000420710336189	0.0002710683692	0.000641521042641	0.00040794791321	0.000487264362	0.000641521042641	0.000361656945204	0.0002710683692	0.000420710336189	0.000420710336189	0.0002710683692	0.0002710683692	0.000472132568633
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000120202953197	5.25221906255e-05	0.000120202953197	9.82773386497e-05	9.11557347752e-05	4.75627084584e-05	9.2468193661e-05	0.0	0.000958763043489	9.2468193661e-05	9.2468193661e-05	3.86993908716e-05	4.58601062935e-05	4.63662750262e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.406387848376	0.30886441544	0.398784614015	0.523349865318	0.347241916689	0.393978529341	0.462718281367	0.489191374503	0.406387848376	0.40991168799	0.393978529341	0.406387848376	0.340822820847	0.347241916689
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0129101167948	0.0282245562887	0.0129101167948	0.0212370897305	0.0155418591265	0.0145753222235	0.0169759223272	0.00819275163451	0.0161704604406	0.00819275163451	0.0146136421739	0.0189541151584	0.0130803214284	0.0212370897305
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000121075147308	0.000121075147308	3.56157065266e-05	5.61584792284e-05	2.342617125e-05	0.000126820508398	2.342617125e-05	2.54778368297e-05	2.54778368297e-05	4.63662750262e-05	3.11848566336e-05	4.63662750262e-05	8.32347398023e-05	2.342617125e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	5.60512410254e-05	0.00406240202767	2.39883512566e-05	2.25095102681e-05	2.39883512566e-05	2.25095102681e-05	3.16323561044e-05	0.000242150294616	2.25095102681e-05	0.00406240202767	5.63915353337e-05	7.41860400419e-05	1.90375692832e-05	7.41860400419e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.000346498580884	0.00048696353051	0.00048696353051	0.00036060885959	0.00036060885959	0.00036060885959	0.000380203455215	0.000217591932592	0.000225922865178	0.000332814761496	0.00048696353051	0.000380203455215	0.000217591932592	0.000225922865178
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.010913289795	0.0105262343171	0.0141397240334	0.0305172235609	0.012975592474	0.010913289795	0.00929316213487	0.0501312165583	0.0294433023324	0.021948179147	0.0294433023324	0.00929316213487	0.0140785617037	0.0294433023324
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0114085701209	0.0113003470821	0.0140726560413	0.0140726560413	0.0136873243877	0.00764128990096	0.0134216086951	0.0124584569468	0.0134216086951	0.0140726560413	0.0114085701209	0.00764128990096	0.0111500590984	0.0136873243877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00793337512868	0.00640781920862	0.00877966257153	0.00669035116547	0.00632772385956	0.00601331089545	0.00632772385956	0.00601331089545	0.00838891192462	0.00877966257153	0.00669035116547	0.00567185298367	0.00632772385956	0.00632772385956
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.000217591932592	0.000266752776335	0.000279430912193	0.000377161357125	0.000389077980084	0.00060537573654	0.00046506062106	0.000410200806488	0.000266752776335	0.000279430912193	0.000377161357125	0.026780943802	0.000266752776335	0.000266752776335
