	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.731977818854	0.65503875969	0.760975609756	0.71201814059	0.715163934426	0.671981776765	0.684563758389	0.662921348315	0.996978851964	0.982089552239	0.69844789357	0.69392033543	0.749460043197	0.718518518519	0.659955257271	0.719565217391	0.689378757515	0.701234567901	0.687640449438	0.656108597285	0.731111111111	0.717647058824	0.693156732892	0.689161554192	0.770618556701	0.720264317181	0.707792207792	0.684579439252	0.713097713098	0.71686746988	0.814117647059	0.75	0.72591006424
MCTs03	0.731977818854	0.0	0.693950177936	0.803493449782	0.786427145709	0.714836223507	0.733739837398	0.76134122288	0.75	0.99730458221	0.984	0.740963855422	0.71511627907	0.783889980354	0.800429184549	0.727091633466	0.769080234834	0.726605504587	0.780172413793	0.72131147541	0.721774193548	0.785288270378	0.728260869565	0.733466933868	0.752747252747	0.845982142857	0.747983870968	0.755859375	0.781818181818	0.700197238659	0.730841121495	0.840085287846	0.76953125	0.745059288538
MCTs04	0.65503875969	0.693950177936	0.0	0.783369803063	0.729896907216	0.696911196911	0.701646090535	0.699386503067	0.695740365112	0.997361477573	0.98167539267	0.704081632653	0.704633204633	0.777777777778	0.764705882353	0.668724279835	0.731075697211	0.675471698113	0.715883668904	0.686070686071	0.692464358452	0.723711340206	0.764583333333	0.727634194831	0.67754318618	0.81221719457	0.749502982107	0.704819277108	0.710970464135	0.694716242661	0.706214689266	0.810344827586	0.744094488189	0.75145631068
MCTs05	0.760975609756	0.803493449782	0.783369803063	0.0	0.753623188406	0.774436090226	0.777472527473	0.73595505618	0.694285714286	0.989583333333	0.958974358974	0.742296918768	0.784461152882	0.768156424581	0.805642633229	0.730027548209	0.760989010989	0.71	0.772151898734	0.722063037249	0.72625698324	0.776836158192	0.728125	0.731843575419	0.729797979798	0.81881533101	0.789617486339	0.801566579634	0.75366568915	0.727513227513	0.775061124694	0.737931034483	0.768392370572	0.751366120219
MCTs06	0.71201814059	0.786427145709	0.729896907216	0.753623188406	0.0	0.752272727273	0.711734693878	0.725	0.745145631068	0.992063492063	0.97265625	0.717884130982	0.755707762557	0.766009852217	0.721739130435	0.723039215686	0.756690997567	0.73127753304	0.745098039216	0.699228791774	0.722772277228	0.791666666667	0.71349862259	0.737100737101	0.729119638826	0.833333333333	0.713554987212	0.695979899497	0.75641025641	0.753456221198	0.742152466368	0.796610169492	0.769230769231	0.735941320293
MCTs07	0.715163934426	0.714836223507	0.696911196911	0.774436090226	0.752272727273	0.0	0.647482014388	0.72706935123	0.663573085847	0.996794871795	0.977777777778	0.737777777778	0.759753593429	0.744394618834	0.774509803922	0.684807256236	0.680555555556	0.735059760956	0.68992248062	0.744444444444	0.699095022624	0.751131221719	0.768149882904	0.723830734967	0.706860706861	0.834605597964	0.791397849462	0.665127020785	0.799116997792	0.651685393258	0.691983122363	0.828502415459	0.758695652174	0.734065934066
MCTs08	0.671981776765	0.733739837398	0.701646090535	0.777472527473	0.711734693878	0.647482014388	0.0	0.747016706444	0.721153846154	0.996268656716	0.977941176471	0.71568627451	0.727272727273	0.777251184834	0.69340974212	0.695863746959	0.678391959799	0.7096069869	0.688385269122	0.6975	0.695331695332	0.781774580336	0.764102564103	0.76976744186	0.701123595506	0.789473684211	0.757793764988	0.681481481481	0.768472906404	0.786026200873	0.714285714286	0.824	0.733173076923	0.699266503667
MCTs09	0.684563758389	0.76134122288	0.699386503067	0.73595505618	0.725	0.72706935123	0.747016706444	0.0	0.677339901478	0.996336996337	0.978339350181	0.737470167064	0.7100456621	0.774117647059	0.750677506775	0.664197530864	0.750588235294	0.704347826087	0.703601108033	0.704433497537	0.66	0.727047146402	0.773299748111	0.755244755245	0.662844036697	0.83286908078	0.724390243902	0.719714964371	0.715012722646	0.716247139588	0.700223713647	0.801075268817	0.759906759907	0.779545454545
MCTs10	0.662921348315	0.75	0.695740365112	0.694285714286	0.745145631068	0.663573085847	0.721153846154	0.677339901478	0.0	0.996428571429	0.978873239437	0.70843373494	0.691075514874	0.73381294964	0.731707317073	0.704491725768	0.728132387707	0.714285714286	0.712737127371	0.771889400922	0.682038834951	0.77358490566	0.736572890026	0.718009478673	0.717391304348	0.772334293948	0.7899543379	0.6875	0.710327455919	0.657210401891	0.678651685393	0.811023622047	0.752314814815	0.728971962617
MCTs11	0.996978851964	0.99730458221	0.997361477573	0.989583333333	0.992063492063	0.996794871795	0.996268656716	0.996336996337	0.996428571429	0.0	0.578947368421	0.996323529412	0.996753246753	0.996212121212	0.990147783251	0.982142857143	0.996350364964	0.994082840237	0.995260663507	0.996282527881	0.996415770609	0.99609375	0.995652173913	0.996389891697	0.984472049689	1.0	0.992452830189	0.992882562278	0.995967741935	0.996710526316	0.993808049536	0.989361702128	0.992700729927	0.992831541219
MCTs12	0.982089552239	0.984	0.98167539267	0.958974358974	0.97265625	0.977777777778	0.977941176471	0.978339350181	0.978873239437	0.578947368421	0.0	0.978260869565	0.980769230769	0.977611940299	0.980952380952	0.964788732394	0.978417266187	0.976539589443	0.972093023256	0.978021978022	0.978798586572	0.976923076923	0.974358974359	0.978647686833	0.969325153374	0.97005988024	0.973977695167	0.975438596491	0.97619047619	0.980519480519	0.978593272171	0.963541666667	0.971119133574	0.971631205674
MCTs13	0.69844789357	0.740963855422	0.704081632653	0.742296918768	0.717884130982	0.737777777778	0.71568627451	0.737470167064	0.70843373494	0.996323529412	0.978260869565	0.0	0.676056338028	0.712871287129	0.776595744681	0.682926829268	0.71359223301	0.703703703704	0.73097826087	0.680904522613	0.72009569378	0.72319201995	0.697050938338	0.696821515892	0.674259681093	0.766961651917	0.742168674699	0.722090261283	0.74	0.741573033708	0.713968957871	0.756983240223	0.692118226601	0.70843373494
MCTs14	0.69392033543	0.71511627907	0.704633204633	0.784461152882	0.755707762557	0.759753593429	0.727272727273	0.7100456621	0.691075514874	0.996753246753	0.980769230769	0.676056338028	0.0	0.796536796537	0.737913486005	0.657342657343	0.772234273319	0.752964426877	0.713554987212	0.767032967033	0.711060948081	0.760180995475	0.73607748184	0.732739420935	0.715176715177	0.779569892473	0.805139186296	0.749455337691	0.758620689655	0.760914760915	0.770459081836	0.838164251208	0.753846153846	0.708803611738
MCTs15	0.749460043197	0.783889980354	0.777777777778	0.768156424581	0.766009852217	0.744394618834	0.777251184834	0.774117647059	0.73381294964	0.996212121212	0.977611940299	0.712871287129	0.796536796537	0.0	0.794666666667	0.785388127854	0.714285714286	0.726681127983	0.735537190083	0.757211538462	0.785714285714	0.746268656716	0.805	0.790322580645	0.707207207207	0.828571428571	0.755447941889	0.773148148148	0.793187347932	0.784140969163	0.742857142857	0.822102425876	0.772300469484	0.805429864253
MCTs16	0.718518518519	0.800429184549	0.764705882353	0.805642633229	0.721739130435	0.774509803922	0.69340974212	0.750677506775	0.731707317073	0.990147783251	0.980952380952	0.776595744681	0.737913486005	0.794666666667	0.0	0.761154855643	0.727272727273	0.730120481928	0.721153846154	0.764864864865	0.741239892183	0.752808988764	0.80229226361	0.807692307692	0.77033492823	0.776223776224	0.742382271468	0.664772727273	0.775280898876	0.805825242718	0.707070707071	0.803174603175	0.778364116095	0.787564766839
MCTs18	0.659955257271	0.727091633466	0.668724279835	0.730027548209	0.723039215686	0.684807256236	0.695863746959	0.664197530864	0.704491725768	0.982142857143	0.964788732394	0.682926829268	0.657342657343	0.785388127854	0.761154855643	0.0	0.703349282297	0.713983050847	0.66573816156	0.664179104478	0.669099756691	0.731234866828	0.654054054054	0.696172248804	0.685840707965	0.825136612022	0.752336448598	0.699763593381	0.719602977667	0.697038724374	0.732334047109	0.797368421053	0.731308411215	0.669902912621
MCTs19	0.719565217391	0.769080234834	0.731075697211	0.760989010989	0.756690997567	0.680555555556	0.678391959799	0.750588235294	0.728132387707	0.996350364964	0.978417266187	0.71359223301	0.772234273319	0.714285714286	0.727272727273	0.703349282297	0.0	0.732484076433	0.707988980716	0.65903307888	0.748251748252	0.77619047619	0.783042394015	0.78132118451	0.710816777042	0.8	0.772833723653	0.72641509434	0.759803921569	0.786177105832	0.75374732334	0.814323607427	0.760465116279	0.725118483412
MCTs20	0.689378757515	0.726605504587	0.675471698113	0.71	0.73127753304	0.735059760956	0.7096069869	0.704347826087	0.714285714286	0.994082840237	0.976539589443	0.703703703704	0.752964426877	0.726681127983	0.730120481928	0.713983050847	0.732484076433	0.0	0.700729927007	0.707423580786	0.65625	0.719026548673	0.776548672566	0.762886597938	0.636554621849	0.802469135802	0.730603448276	0.676148796499	0.739514348786	0.648706896552	0.665979381443	0.803738317757	0.722222222222	0.74375
MCTs21	0.701234567901	0.780172413793	0.715883668904	0.772151898734	0.745098039216	0.68992248062	0.688385269122	0.703601108033	0.712737127371	0.995260663507	0.972093023256	0.73097826087	0.713554987212	0.735537190083	0.721153846154	0.66573816156	0.707988980716	0.700729927007	0.0	0.739130434783	0.729222520107	0.743732590529	0.768115942029	0.780361757106	0.68765743073	0.785714285714	0.79634464752	0.675	0.776243093923	0.736708860759	0.686075949367	0.850299401198	0.779220779221	0.73670212766
MCTs22	0.687640449438	0.72131147541	0.686070686071	0.722063037249	0.699228791774	0.744444444444	0.6975	0.704433497537	0.771889400922	0.996282527881	0.978021978022	0.680904522613	0.767032967033	0.757211538462	0.764864864865	0.664179104478	0.65903307888	0.707423580786	0.739130434783	0.0	0.683168316832	0.717884130982	0.70509383378	0.710462287105	0.690045248869	0.827683615819	0.692695214106	0.710843373494	0.72193877551	0.762222222222	0.745652173913	0.768802228412	0.742857142857	0.74882629108
MCTs23	0.656108597285	0.721774193548	0.692464358452	0.72625698324	0.722772277228	0.699095022624	0.695331695332	0.66	0.682038834951	0.996415770609	0.978798586572	0.72009569378	0.711060948081	0.785714285714	0.741239892183	0.669099756691	0.748251748252	0.65625	0.729222520107	0.683168316832	0.0	0.758373205742	0.712793733681	0.708133971292	0.679372197309	0.809523809524	0.740476190476	0.696172248804	0.712846347607	0.65	0.718340611354	0.788203753351	0.740046838407	0.757437070938
