#taxonomy	MCT.f.0255	MCT.f.0254	MCT.f.0252	MCT.f.0250	MCT.f.0249	MCT.f.0247	MCT.f.0245	MCT.f.0244	MCT.f.0243	MCT.f.0242	MCT.f.0241
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0318175122577	0.0810108870176	0.049775205028	0.049775205028	0.0516725144527	0.0318175122577	0.0516725144527	0.0516725144527	0.0756437552726	0.0516725144527	0.0833213618733
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.128128389507	0.131130584686	0.118092510975	0.136953188823	0.118092510975	0.0955344828818	0.163641505405	0.166377095593	0.136953188823	0.163641505405	0.171276641257
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.147971768244	0.244552716218	0.266319848954	0.128582459517	0.128582459517	0.128582459517	0.128582459517	0.128582459517	0.284859831784	0.182309374552	0.244552716218
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000183711115529	4.91010991632e-05	4.91010991632e-05	0.000183711115529	5.12683213043e-05	4.52996572326e-05	4.01719358856e-05	0.000638244654701	2.87315040942e-05	4.01719358856e-05	2.23816291588e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00265455974753	0.000953964212313	0.00265455974753	0.00184366045205	0.00285387840565	0.000953964212313	0.00174747921102	0.00174747921102	0.00216216494819	0.00265455974753	0.00285387840565
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0298927404783	0.0258095793246	0.0293596586669	0.0343590117852	0.0314292367801	0.0298927404783	0.0298927404783	0.0294989872313	0.0515492079364	0.0216125015064	0.0158068872866
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0509474483151	0.0710239826457	0.102810088737	0.0256109597796	0.050526527826	0.102810088737	0.0256109597796	0.0477379104168	0.050526527826	0.0640928027582	0.0710239826457
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0159756791174	0.0757187060076	0.0333141789973	0.0757187060076	0.0277680609418	0.0159756791174	0.0286024183505	0.0163717093496	0.0286024183505	0.0757187060076	0.0571179176132
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0694874195185	0.0869652752961	0.312486409517	0.0271712977988	0.0869652752961	0.0779335448626	0.0271712977988	0.0869652752961	0.144074813206	0.0694874195185	0.0486281283895
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0120788703941	0.0400183529359	0.0320483972953	0.0362150002009	0.0400183529359	0.0677531873342	0.0281086395901	0.0362150002009	0.0448052365674	0.0677531873342	0.0677531873342
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0111692814573	0.00591317522779	0.033103233064	0.0142580089068	0.0240533375256	0.00591317522779	0.0324756333062	0.0142580089068	0.018456850331	0.033103233064	0.0102438436508
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.0226264191356	0.0201444915285	0.0201444915285	0.0201658478721	0.0160490449836	0.0236307859564	0.0223947716326	0.0201444915285	0.0212776967993	0.0201444915285	0.022554230714
