#taxonomy	MCT.f.0255	MCT.f.0254	MCT.f.0252	MCT.f.0250	MCT.f.0249	MCT.f.0247	MCT.f.0245	MCT.f.0244	MCT.f.0243	MCT.f.0242	MCT.f.0241
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.119956478892	0.112781029331	0.0516725144527	0.049775205028	0.0923387431643	0.0810108870176	0.112690284689	0.049775205028	0.0833213618733	0.0923387431643	0.0318175122577
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.118092510975	0.128128389507	0.0975653950885	0.0975653950885	0.0955344828818	0.171276641257	0.0955344828818	0.0346583615665	0.163641505405	0.0955344828818	0.131130584686
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.244552716218	0.128582459517	0.266319848954	0.147971768244	0.227141684729	0.176042490793	0.279741327069	0.227141684729	0.279741327069	0.147971768244	0.227141684729
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000638244654701	2.87315040942e-05	0.000638244654701	0.000183711115529	0.000638244654701	1.42919414888e-05	5.12683213043e-05	7.21421604557e-05	4.01719358856e-05	4.91010991632e-05	0.000638244654701
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00265455974753	0.00174747921102	0.00174747921102	0.000953964212313	0.00216216494819	0.00141502657664	0.00216216494819	0.00141502657664	0.00285387840565	0.00129373916493	0.00196958336597
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0158068872866	0.0293596586669	0.0158068872866	0.0258095793246	0.0515492079364	0.0314292367801	0.0207728774601	0.0515492079364	0.0258095793246	0.0294989872313	0.0343590117852
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0477379104168	0.0509474483151	0.0930191011798	0.0799436038804	0.0640928027582	0.0640928027582	0.0256109597796	0.0477379104168	0.0477379104168	0.0640928027582	0.028419739443
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0757187060076	0.0319936053189	0.0163717093496	0.0381741947289	0.0571179176132	0.0319936053189	0.0159756791174	0.0757187060076	0.0277680609418	0.0571179176132	0.0333141789973
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0869652752961	0.0744720586123	0.144074813206	0.0694874195185	0.0744720586123	0.0486281283895	0.0744720586123	0.0709880758794	0.13342548292	0.0937012152523	0.0744720586123
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0307074387902	0.0362150002009	0.0330412297084	0.0362150002009	0.0677531873342	0.0677531873342	0.0281086395901	0.0448052365674	0.0307074387902	0.0320483972953	0.0330412297084
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.018456850331	0.0240533375256	0.00591317522779	0.0173669005791	0.00591317522779	0.0111692814573	0.0173669005791	0.0173669005791	0.0111692814573	0.0111692814573	0.0111692814573
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.0226264191356	0.0223947716326	0.0201658478721	0.0212776967993	0.0225025826893	0.0225025826893	0.0240943843525	0.0236307859564	0.0201658478721	0.0240943843525	0.0160490449836
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00646393757683	0.0216079364999	0.00998419767275	0.00838342978878	0.0163721617297	0.00279127527101	0.0121921825413	0.0164571706243	0.00838342978878	0.00838342978878	0.00838342978878
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.027597883707	0.0545699179769	0.0338504634162	0.0135633192251	0.0190157894472	0.0125556216057	0.0457704316297	0.0135633192251	0.0125556216057	0.0545970406551	0.0545699179769
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.0197582949056	0.0391230877696	0.0483794071184	0.0444429904143	0.014869375469	0.0452870171521	0.0391230877696	0.015964098643	0.00885924117758	0.0483794071184	0.0147727215531
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00339916038934	0.00342256324821	0.00339916038934	0.0034765119954	0.0034765119954	0.00353751416999	0.00353751416999	0.00196404396653	0.00302734964595	0.0034765119954	0.00339916038934
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.0021304835742	0.00213744558466	0.002400827455	0.00213744558466	0.0021304835742	0.00299280922348	0.00267214562328	0.00213744558466	0.00214767993104	0.0027369067951	0.00237606207655
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	0.0	2.23816291588e-05	0.0	5.03318124737e-06	0.000112231083802	0.0	0.000112231083802	0.0	0.000112231083802	0.0	2.23816291588e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.00216928453782	0.00168346625702	0.00216928453782	0.00216928453782	0.00211232245814	0.00168346625702	0.00107431819962	0.00177171992732	0.00168346625702	0.00177171992732	0.00124472666266
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.0340107001252	0.0187776632085	0.0265906523033	0.0300887799783	0.0218339402511	0.0340107001252	0.0473029087413	0.0300887799783	0.0248312024134	0.0335146027912	0.0473029087413
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.0035975950747	0.00508362820055	0.0035975950747	0.00494761716617	0.00508362820055	0.0035975950747	0.00321375487085	0.00311104645307	0.0035975950747	0.00435189618334	0.00494761716617
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	0.000421612273919	9.68401624636e-05	0.000182375511178	0.00199313977396	0.000182375511178	0.000182375511178	0.000167862218691	0.000167862218691	6.02579038284e-05	0.000421612273919	0.000167862218691
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	0.00166943737155	0.0140192816664	0.0105904691549	0.0223368659005	0.00838546988328	0.0201142713917	0.0094813963511	0.00791387136946	0.0118592756786	0.00791387136946	0.0111477143613
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis	0.0127065076857	0.0264957780979	0.00572021048764	0.0144007018064	0.0127065076857	0.00267771307197	0.0144007018064	0.0206990570487	0.0206990570487	0.0135659322545	0.0264957780979
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._KLE_1745	0.00116581731296	0.000850626896923	0.00102536642609	0.00186509836429	0.00168981300149	0.00215486280707	0.00168981300149	0.00155720628775	0.000795242637085	0.000795242637085	0.00102536642609
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus	0.00157925953451	0.0018513560471	0.00221660643592	0.00150055693748	0.00168722130719	0.000869790899462	0.00167361011349	0.00221660643592	0.0018513560471	0.0018513560471	0.00167361011349
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis	0.00171464052362	0.000672744365766	0.000589213189958	0.000833963374868	0.00133379303055	0.00172338544523	0.000522235166513	0.000589213189958	0.000734861106218	0.000840396494757	0.000778910811139
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	0.00974169445226	0.0144401969987	0.0103179310422	0.00487308418792	0.00974169445226	0.00974169445226	0.0139170613609	0.0144291842071	0.0162175256483	0.00487308418792	0.0144401969987
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_johnsonii	0.00162213535898	0.00052608320532	0.00256194728127	0.00106455630097	0.00214187653449	0.00256194728127	0.00131010163388	0.000715869004597	0.00214187653449	0.00106455630097	0.000984054015228
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	0.000719761220473	0.00263611550065	0.00771575906421	0.00128627473399	0.00263611550065	0.0019226752365	0.00128627473399	0.0047768355043	0.00624444770275	0.00128627473399	0.00263611550065
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor_plautii	0.000330395848405	0.000895265166351	0.000376252780018	0.000261117583256	0.000672744365766	0.0015852640587	0.000376252780018	0.00028689782914	0.0015852640587	0.000895265166351	0.000261725424863
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_phoceensis	0.000520934259103	0.00078016076345	0.000883782589483	0.00165071924196	0.00165071924196	0.000883782589483	0.00171986910526	0.00155552322654	0.00116226029992	0.00148108483768	0.000520934259103
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	5.74630081885e-05	1.28853691787e-05	2.14379122332e-05	5.74630081885e-05	2.14379122332e-05	5.74630081885e-05	5.74630081885e-05	0.000370871893948	2.00859679428e-05	1.28853691787e-05	0.000715473159235
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_xylaniphila	0.000110729987442	0.000176165333682	0.000214379122332	0.000214379122332	0.000100429839714	0.000158023272518	0.000100717331215	0.000176165333682	9.23419653833e-05	0.000158023272518	5.61155419008e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus	0.000322664365929	0.00127087826496	0.000430972561414	0.000581040974782	0.000559225022356	0.000559225022356	0.00127087826496	0.000705021318502	0.00050214919857	0.000340510997351	0.000430972561414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_senegalensis	0.00370362576545	0.00246631467155	0.00370362576545	0.00246631467155	0.00176756517897	0.00203275391467	0.00178335420647	0.00203275391467	0.00246631467155	0.00176756517897	0.00178335420647
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._KLE_1732	0.00275177760816	0.00209021692286	0.00239772991901	0.00275177760816	0.0189578859223	0.00239772991901	0.00589385524067	0.010903599399	0.00674806119137	0.00275177760816	0.00239772991901
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus	0.0092461633707	0.00554842420544	0.00935804662636	0.00563381886332	0.00897667875469	0.00970243624033	0.00563381886332	0.00970243624033	0.00897667875469	0.00935804662636	0.00715414451947
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans	0.00715477906202	0.00313545590371	0.00431091973838	0.0133282601641	0.00313545590371	0.00431091973838	0.00243263365057	0.00431091973838	0.00243263365057	0.00630656514869	0.00715477906202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus	0.000857048866214	0.00100049162088	0.000821786635606	0.000857048866214	0.000857048866214	0.000814596660723	0.000814596660723	0.000754201982474	0.00100049162088	0.000754201982474	0.000814596660723
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_stercorea	2.23816291588e-05	8.0530899958e-05	9.33773883063e-05	9.33773883063e-05	0.000142919414888	8.0530899958e-05	6.9580993565e-05	6.9580993565e-05	0.000220945647371	0.000142919414888	2.23816291588e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena	0.000534745521506	0.000750326928162	0.000958047890852	0.000750326928162	0.000843610653597	0.00177818094666	0.00198077418055	0.000792726046461	0.000792726046461	0.00159501444058	0.000553662477287
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens	0.000962410053828	0.000628806015921	0.000233740599876	0.000962410053828	0.000962410053828	0.000165206148542	0.000165206148542	0.000233740599876	0.000586737454927	0.000586737454927	0.000280577709504
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae_bacterium_D16	0.00217447724865	0.00217447724865	0.00217447724865	0.00284884511041	0.00162148642005	0.00359369141062	0.00284884511041	0.00284884511041	0.00284884511041	0.00485926010619	0.00359369141062
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes	0.00221963293009	0.00221963293009	0.0014940382129	0.00206135773613	0.00832137141561	0.00571850625007	0.00321465466991	0.00152209176856	0.00221963293009	0.00221963293009	0.00705224241941
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli	0.0	1.72498555325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40288854752e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis	0.00237014421725	0.0027987626523	0.000774721299709	0.00692711422464	0.000774721299709	0.000916059735148	0.000935477802375	0.00692711422464	0.00239189771585	0.00239189771585	0.000916059735148
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum	0.00554837166115	0.00347904967825	0.00103813752516	0.000718287602356	0.00185838205334	0.00142945585045	0.00103813752516	0.000810743210026	0.000810743210026	0.00142945585045	0.000923954525369
