#taxonomy	MCT.f.0255	MCT.f.0254	MCT.f.0252	MCT.f.0250	MCT.f.0249	MCT.f.0247	MCT.f.0245	MCT.f.0244	MCT.f.0243	MCT.f.0242	MCT.f.0241
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0923387431643	0.0318175122577	0.074157128934	0.074157128934	0.0516725144527	0.112781029331	0.0810108870176	0.119956478892	0.0516725144527	0.074157128934	0.0318175122577
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0955344828818	0.0346583615665	0.171276641257	0.136953188823	0.171276641257	0.0955344828818	0.171276641257	0.0975653950885	0.0955344828818	0.171276641257	0.163641505405
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.266319848954	0.284859831784	0.147971768244	0.266319848954	0.128582459517	0.264365752047	0.264365752047	0.227141684729	0.128582459517	0.182309374552	0.182309374552
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	9.53517319225e-05	2.23816291588e-05	0.000638244654701	1.42919414888e-05	5.12683213043e-05	4.01719358856e-05	0.000183711115529	5.12683213043e-05	0.000638244654701	0.000638244654701	0.000638244654701
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00216216494819	0.00196958336597	0.00310043964838	0.00184366045205	0.00129373916493	0.00310043964838	0.000953964212313	0.00129373916493	0.00203440892485	0.000953964212313	0.00174747921102
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0258095793246	0.0343590117852	0.0314292367801	0.0314292367801	0.0158068872866	0.0298927404783	0.0158068872866	0.0216125015064	0.0207728774601	0.0216125015064	0.0298927404783
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0256109597796	0.0343212629258	0.0710239826457	0.0799436038804	0.102810088737	0.028419739443	0.050526527826	0.050526527826	0.028419739443	0.0930191011798	0.102810088737
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0277680609418	0.0260904064928	0.0260904064928	0.0545437973876	0.0163717093496	0.0545437973876	0.0381741947289	0.0277680609418	0.0286024183505	0.0571179176132	0.0333141789973
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0486281283895	0.0694874195185	0.0744720586123	0.312486409517	0.312486409517	0.0779335448626	0.0869652752961	0.0709880758794	0.0744720586123	0.0486281283895	0.0709880758794
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0448052365674	0.0448052365674	0.0320483972953	0.0448052365674	0.0423820764245	0.0307074387902	0.0400183529359	0.0305460561751	0.0320483972953	0.0448052365674	0.0330412297084
