#taxonomy	MCT.f.0612	MCT.f.0611	MCT.f.0610	MCT.f.0609	MCT.f.0608	MCT.f.0607	MCT.f.0606	MCT.f.0605	MCT.f.0604	MCT.f.0603	MCT.f.0602	MCT.f.0601	MCT.f.0600	MCT.f.0599	MCT.f.0598	MCT.f.0597	MCT.f.0596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.176459818549	0.176459818549	0.20697516492	0.238144026799	0.252190690833	0.1197704747	0.232884297017	0.232884297017	0.180918361062	0.208053203129	0.238144026799	0.180918361062	0.1197704747	0.235342875627	0.216831092906	0.176459818549	0.135837062721
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.21038283011	0.154982082301	0.273708760179	0.24215591137	0.344506641419	0.135041205229	0.238031140861	0.273708760179	0.24215591137	0.134137194946	0.135041205229	0.344506641419	0.0923376063488	0.108844256519	0.24215591137	0.21038283011	0.096048513302
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.118448366491	0.103872108676	0.0459496378604	0.118448366491	0.0332249981196	0.103872108676	0.0167718709332	0.0477316836487	0.156797267749	0.156797267749	0.0477316836487	0.0844313952373	0.118448366491	0.172522548511	0.0459496378604	0.0332249981196	0.0649877341927
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000124480376324	0.000124480376324	6.33384927814e-05	0.00659194452284	2.43246859075e-05	2.67277246688e-05	6.33384927814e-05	4.22503077231e-05	8.2217524078e-05	3.60759037014e-05	3.60759037014e-05	7.0385979113e-05	0.00659194452284	3.60759037014e-05	1.30412102243e-05	3.60759037014e-05	6.33384927814e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.004730713246	0.00456324986876	0.00471717130992	0.00456324986876	0.004730713246	0.00374356864189	0.00356064659757	0.004730713246	0.00647036645139	0.004730713246	0.00348410596609	0.00356064659757	0.00406166291578	0.00647036645139	0.00348410596609	0.00569185367285	0.00471717130992
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0690642261017	0.120236618289	0.0878623245694	0.0465087994551	0.0209441836202	0.135279144614	0.141314895682	0.0465087994551	0.135279144614	0.0810137943912	0.115080230154	0.120236618289	0.141314895682	0.115080230154	0.0209441836202	0.0452666196852	0.120236618289
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000898614866336	0.00108903815037	0.00226294735529	0.0011745585547	0.0176457149001	0.00111737741842	0.00139527930502	0.0176457149001	0.000925925925926	0.000925925925926	0.00139527930502	0.00115235322659	0.00115235322659	0.00111737741842	0.00158874862099	0.00106123283388	0.000925925925926
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.19597134132	0.161096103966	0.100775125595	0.0113011483099	0.19597134132	0.0298433255724	0.141755505501	0.226761578891	0.0273154717526	0.0210530156529	0.0179614526408	0.100775125595	0.100775125595	0.19597134132	0.161096103966	0.0179614526408	0.310876369327
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0283954322275	0.0205083910547	0.0100866549754	0.01798086278	0.0296687532603	0.0100866549754	0.0100866549754	0.0308466553463	0.01798086278	0.0544237485448	0.0100866549754	0.0205083910547	0.0805111636762	0.0308466553463	0.0805111636762	0.0100866549754	0.0108246738051
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0292766465649	0.0346645090068	0.0388836121415	0.0414792207535	0.0292766465649	0.0414792207535	0.0207746478873	0.0346645090068	0.0374685857894	0.0372998544396	0.022697551876	0.0165907264529	0.0372998544396	0.022697551876	0.0388836121415	0.0427165866596	0.0374685857894
