#taxonomy	MCT.f.0408	MCT.f.0407	MCT.f.0406	MCT.f.0405	MCT.f.0404	MCT.f.0403	MCT.f.0402	MCT.f.0400	MCT.f.0399	MCT.f.0398	MCT.f.0397	MCT.f.0396	MCT.f.0395	MCT.f.0394	MCT.f.0393	MCT.f.0392
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0157934687681	0.0188146575775	0.0142892856272	0.00748671379186	0.00652113748011	0.0157934687681	0.0142892856272	0.0142892856272	0.00748671379186	0.00299310449345	0.00645858667748	0.0142892856272	0.0142892856272	0.00645858667748	0.00360693703166	0.00299310449345
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0966732437239	0.042832049723	0.0966732437239	0.0966732437239	0.0200781834817	0.00598620898689	0.0966732437239	0.00598620898689	0.0206172183389	0.00598620898689	0.0731264984938	0.00598620898689	0.122903554296	0.0291616200604	0.0731264984938	0.0827808375766
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0870349259411	0.0114558519734	0.0741258620986	0.0637615390266	0.0870349259411	0.0775485815234	0.0645594179466	0.0390640597341	0.0637615390266	0.0390640597341	0.0637615390266	0.0645594179466	0.0114558519734	0.0333316712611	0.0320053231307	0.0480033340911
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.586677476017	0.50232311407	0.0818997701419	0.354418498355	0.526989935956	0.274522448463	0.731643555353	0.527553777408	0.687926229142	0.131589924792	0.710739621737	0.751069970644	0.586677476017	0.586677476017	0.586677476017	0.131589924792
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00268856561032	0.00571752845111	0.00227970897332	0.00627393784522	0.00337792190245	0.000987218123246	0.00614766696039	0.00614766696039	0.00219746912177	0.00571752845111	0.00112802126777	0.00227970897332	0.00227970897332	0.00104053798394	0.00112802126777	0.00110456553756
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00232774213955	0.00435705084489	0.0116855450483	0.0131333603567	0.0191773969486	0.00865988132453	0.00719898739518	0.00755052546483	0.0131333603567	0.00755052546483	0.0131333603567	0.00865988132453	0.00889422756978	0.0131333603567	0.0158609807578	0.00719898739518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0167512268153	0.044871661644	0.0129129614659	0.0129129614659	0.0481634594278	0.0292490717587	0.0167512268153	0.0167512268153	0.0481634594278	0.00463077364067	0.0528850282798	0.0508815756564	0.018307364572	0.00463077364067	0.0282931601294	0.106583898218
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00417677175963	0.00853914387721	0.0102546640189	0.0102546640189	0.0102546640189	0.00478293162693	0.00556977790078	0.00905283069855	0.00887759040635	0.0182843188195	0.00905283069855	0.00478293162693	0.00887759040635	0.00361673556653	0.0182843188195	0.0182843188195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00177257730691	0.00117447554292	0.00177257730691	0.00623872796202	0.0013096200485	0.00201348178013	0.00201348178013	0.00208226628619	0.00168346669438	0.000563402556068	0.00775954204061	0.000563402556068	0.00112799968057	0.00117447554292	0.0013096200485	0.00208226628619
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00410937936726	0.00245848766496	0.00430840888297	0.0119614072588	0.00222642852201	0.00661267306327	0.0203479455752	0.00333316134358	0.00408052965815	0.00661267306327	0.00909727836163	0.00333316134358	0.00222642852201	0.00333316134358	0.00249922061727	0.00245848766496
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0077538993952	0.00581233620778	0.0048116996287	0.00443546777049	0.00688224198329	0.00716512522083	0.00636874710373	0.00629644642616	0.00716512522083	0.00924460475787	0.00547284371621	0.00502367279161	0.00793045889814	0.00581233620778	0.00626558657104	0.0195390071991
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.017920739562	0.0239530124005	0.0233611344495	0.0233611344495	0.0607203878873	0.0607203878873	0.0240534213953	0.0607203878873	0.0607203878873	0.0240534213953	0.0233611344495	0.052449007909	0.0179812687495	0.0593787174026	0.0240534213953	0.0193558430776
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00430662332525	0.0063430134835	0.00170593079722	0.000930467927424	0.00126424353323	0.00124047404889	0.00750285773667	0.00332998627021	0.00750285773667	0.00579480426338	0.000781946681219	0.00430662332525	0.000681973175722	0.00510353406014	0.000781946681219	0.00124047404889
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0131475460224	0.0036320897167	0.00148049571654	0.0118035205639	0.0118035205639	0.0118035205639	0.00895250961239	0.00760873533934	0.00103784681381	0.00741275819961	0.00103784681381	0.00881685812541	0.00755293106437	0.00340986587861	0.00741275819961	0.00429571559767
