#taxonomy	MCT.f.0408	MCT.f.0407	MCT.f.0406	MCT.f.0405	MCT.f.0404	MCT.f.0403	MCT.f.0402	MCT.f.0400	MCT.f.0399	MCT.f.0398	MCT.f.0397	MCT.f.0396	MCT.f.0395	MCT.f.0394	MCT.f.0393	MCT.f.0392
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.0142892856272	0.0123127827475	0.0208610832189	0.0232515391036	0.00299310449345	0.00645858667748	0.0142892856272	0.00652113748011	0.0123127827475	0.0123127827475	0.0123127827475	0.00706510935402	0.00360693703166	0.0157934687681	0.00652113748011	0.00645858667748
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.122903554296	0.0206172183389	0.0731264984938	0.00598620898689	0.0265750471571	0.0206172183389	0.122903554296	0.0291616200604	0.0729585863759	0.0166994506974	0.122903554296	0.0827808375766	0.0729585863759	0.0265750471571	0.00598620898689	0.0669955931657
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0415079043373	0.0390640597341	0.161802053811	0.0415079043373	0.0741258620986	0.0320053231307	0.161802053811	0.0637615390266	0.0722965634542	0.0390640597341	0.0114558519734	0.0645594179466	0.0320053231307	0.0114558519734	0.0784584522329	0.0480033340911
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.0818997701419	0.568890494127	0.0818997701419	0.0818997701419	0.131589924792	0.751069970644	0.274522448463	0.514982484506	0.751069970644	0.710739621737	0.514982484506	0.526989935956	0.354418498355	0.526989935956	0.586677476017	0.731643555353
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.000766756053924	0.0049461716142	0.0049461716142	0.00227970897332	0.0049461716142	0.000766756053924	0.00815267400346	0.00219746912177	0.00104053798394	0.00112802126777	0.00627393784522	0.00112802126777	0.00337792190245	0.00614766696039	0.00216252183315	0.0049461716142
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00392580886634	0.00392580886634	0.00719898739518	0.0119989694137	0.00755052546483	0.0131333603567	0.0131333603567	0.0191773969486	0.00889422756978	0.0201419409679	0.0119989694137	0.0158609807578	0.00843301172716	0.00719898739518	0.00843301172716	0.00865988132453
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0185481940664	0.0167512268153	0.044871661644	0.044871661644	0.0229726708288	0.0167512268153	0.0481634594278	0.0229726708288	0.044871661644	0.0232941494393	0.0508815756564	0.00463077364067	0.0508815756564	0.0185481940664	0.0167512268153	0.0481634594278
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00361673556653	0.00417677175963	0.00478293162693	0.00659240736531	0.00798469599933	0.00361673556653	0.0102546640189	0.00887759040635	0.0182843188195	0.00556977790078	0.00853914387721	0.0182843188195	0.0082711397283	0.00905283069855	0.0182843188195	0.00556977790078
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00623872796202	0.00112799968057	0.00189436993256	0.0013096200485	0.0013096200485	0.00775954204061	0.00775954204061	0.00169769586758	0.00623872796202	0.00112799968057	0.00112799968057	0.00177257730691	0.000563402556068	0.00168346669438	0.00623872796202	0.00208226628619
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00469803743275	0.00680341810283	0.00469803743275	0.00410937936726	0.00315541084364	0.00249922061727	0.00680341810283	0.00408052965815	0.00993524163098	0.00680341810283	0.00410937936726	0.00469803743275	0.00315541084364	0.0203479455752	0.0203479455752	0.00909727836163
