	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.355074275997	0.522509003601	0.407166449805	0.435815372306	0.323867613239	0.364623467601	0.309220071039	0.452271362818	0.34714092751	0.431200920322	0.361893799109	0.485842921461	0.363117870722	0.370316642489	0.571142685611	0.552876438219	0.417079393667	0.37616331432	0.300190057017	0.365236523652	0.641410352588	0.360288230584	0.275637818909	0.266786750726	0.406873780579	0.458283313325	0.626944041606	0.424313647047	0.355977988994	0.60602271022	0.751851110666	0.310852053835	0.552964723543
MCTs03	0.355074275997	0.0	0.465666416604	0.35601701276	0.4836	0.340264933767	0.406143686212	0.340636254502	0.550197588915	0.428171268507	0.421684336867	0.382205764612	0.577752213275	0.433945275374	0.413824147244	0.528087639438	0.547841744611	0.502300920368	0.343839111511	0.367005050758	0.443727813609	0.740574057406	0.313353679892	0.289051167909	0.417779778878	0.486694677871	0.54128532133	0.6186	0.4384	0.441104386535	0.614384315295	0.803611625231	0.365382691346	0.420152091255
MCTs04	0.522509003601	0.465666416604	0.0	0.565052041633	0.614080704035	0.553389322136	0.403712413068	0.504577059677	0.654627313657	0.486869091091	0.475868967242	0.452934994746	0.668967587035	0.55967983992	0.474015905567	0.461230615308	0.551320528211	0.5906157771	0.543325995597	0.486297259452	0.6067	0.758863829574	0.391474031822	0.387354941977	0.57294376626	0.593917262768	0.610183054916	0.708685434272	0.541877093855	0.519207683073	0.669884459561	0.832416208104	0.522037120416	0.518987341772
MCTs05	0.407166449805	0.35601701276	0.565052041633	0.0	0.5084296363	0.404021206362	0.340741853131	0.443471297733	0.5998998999	0.517341474401	0.51713785339	0.518049366645	0.683314983485	0.550950950951	0.483160686584	0.353053053053	0.395856270644	0.593914218508	0.322254479928	0.464825377764	0.516458229115	0.772151898734	0.440628754505	0.417275547993	0.441185303834	0.538361443371	0.576261008807	0.700135074291	0.541747961379	0.551896707036	0.7440824701	0.794894894895	0.391461034086	0.368373629674
MCTs06	0.435815372306	0.4836	0.614080704035	0.5084296363	0.0	0.453246039282	0.609843937575	0.501900380076	0.515478869717	0.509901980396	0.5435	0.503402041225	0.550132519878	0.513378344586	0.558255825583	0.635608902226	0.638245736861	0.524304860972	0.520232081228	0.545522723864	0.57840539865	0.674732526747	0.496973638137	0.459218882832	0.475416395739	0.437587517504	0.379068953448	0.630573885223	0.371025794841	0.553833074961	0.654165416542	0.692423105776	0.441732519756	0.655662264906
MCTs07	0.323867613239	0.340264933767	0.553389322136	0.404021206362	0.453246039282	0.0	0.472320848127	0.335033248338	0.4007	0.303334833258	0.42464383904	0.332866503276	0.459054094591	0.3553	0.413188021797	0.5445	0.561143885611	0.402629868507	0.372537253725	0.335399380186	0.401499250375	0.64832308692	0.358971794359	0.337866213379	0.335933593359	0.403529823509	0.49900019996	0.645359588185	0.375580988555	0.378762123788	0.599760035995	0.7739	0.328466423321	0.538430764615
MCTs08	0.364623467601	0.406143686212	0.403712413068	0.340741853131	0.609843937575	0.472320848127	0.0	0.415732586069	0.626782765351	0.451060848679	0.541624974985	0.496696035242	0.65614210658	0.48386128209	0.371860302212	0.332732822899	0.420965724293	0.520816653323	0.360892848206	0.346140377207	0.44310508678	0.745372686343	0.473647329696	0.392744558419	0.409238776838	0.57335868695	0.615149847401	0.688675470188	0.589735894358	0.468501376032	0.717001901331	0.842566181254	0.396957261535	0.42962962963
MCTs09	0.309220071039	0.340636254502	0.504577059677	0.443471297733	0.501900380076	0.335033248338	0.415732586069	0.0	0.492770300695	0.371022613568	0.458083233293	0.378878878879	0.503827104908	0.449742332516	0.444122061031	0.594536448692	0.604682575416	0.420952571543	0.393545158869	0.37117991297	0.342301345202	0.703010903271	0.332632737827	0.347541147631	0.29527145359	0.476786071643	0.572507628433	0.627925585117	0.429985997199	0.429186052329	0.687743871936	0.803872517136	0.393475432803	0.537329863891
MCTs10	0.452271362818	0.550197588915	0.654627313657	0.5998998999	0.515478869717	0.4007	0.626782765351	0.492770300695	0.0	0.43103016961	0.530288629883	0.378647579959	0.474484690814	0.42179525668	0.570663865126	0.719603722606	0.654192515509	0.299744834142	0.562850280224	0.456682673069	0.517403480696	0.625068774071	0.48323491142	0.466179707825	0.473478783026	0.38970330715	0.562981490745	0.652613153288	0.463265816454	0.413247948769	0.543949172045	0.79995997198	0.48501376032	0.688535254967
MCTs11	0.34714092751	0.428171268507	0.486869091091	0.517341474401	0.509901980396	0.303334833258	0.451060848679	0.371022613568	0.43103016961	0.0	0.345738295318	0.347847847848	0.540447245985	0.367688997849	0.435217608804	0.549006854455	0.488418630247	0.433960376226	0.454290718039	0.373180613215	0.456918537781	0.643393017905	0.376870339789	0.360848466657	0.360920690518	0.433760256154	0.540193086889	0.637927585517	0.388577715543	0.283806093351	0.512556278139	0.818782208435	0.332732913039	0.57806244996
MCTs12	0.431200920322	0.421684336867	0.475868967242	0.51713785339	0.5435	0.42464383904	0.541624974985	0.458083233293	0.530288629883	0.345738295318	0.0	0.296837469976	0.612564397539	0.447251263068	0.531359407822	0.585513481066	0.528935127295	0.510104041617	0.490819950973	0.495624343652	0.516924153792	0.676367636764	0.247410817031	0.343770319612	0.464505478013	0.46118447379	0.583695923981	0.649	0.493	0.439603861351	0.580974292288	0.826822069931	0.441020510255	0.372923754253
MCTs13	0.361893799109	0.382205764612	0.452934994746	0.518049366645	0.503402041225	0.332866503276	0.496696035242	0.378878878879	0.378647579959	0.347847847848	0.296837469976	0.0	0.485210950403	0.34050753291	0.432989690722	0.603984183393	0.559581602522	0.366466466466	0.46528507784	0.402952214161	0.413777577668	0.64865405784	0.302227784731	0.317651769181	0.361365570406	0.382182182182	0.55532202372	0.607964778867	0.429257554533	0.352685050798	0.538484636173	0.837329195655	0.421163279608	0.474869843813
MCTs14	0.485842921461	0.577752213275	0.668967587035	0.683314983485	0.550132519878	0.459054094591	0.65614210658	0.503827104908	0.474484690814	0.540447245985	0.612564397539	0.485210950403	0.0	0.430458274965	0.5674053324	0.773564138483	0.740870435218	0.454099754865	0.603022115481	0.50055016505	0.623862386239	0.494773693423	0.57065652522	0.539969984992	0.489642749925	0.486417529641	0.543017206883	0.547732159824	0.412211831775	0.459929964982	0.515782101946	0.611767060236	0.510081553009	0.791943957968
MCTs15	0.363117870722	0.433945275374	0.55967983992	0.550950950951	0.513378344586	0.3553	0.48386128209	0.449742332516	0.42179525668	0.367688997849	0.447251263068	0.34050753291	0.430458274965	0.0	0.427985391966	0.602922045432	0.563037822694	0.367688997849	0.483586869496	0.385254101641	0.477095419084	0.639573850848	0.448303473126	0.396938162898	0.401621297038	0.376894981738	0.489944972486	0.650812703176	0.43215803951	0.299779867921	0.432087648207	0.805063544481	0.36652489367	0.609968473202
MCTs16	0.370316642489	0.413824147244	0.474015905567	0.483160686584	0.558255825583	0.413188021797	0.371860302212	0.444122061031	0.570663865126	0.435217608804	0.531359407822	0.432989690722	0.5674053324	0.427985391966	0.0	0.533843613988	0.585013255965	0.468734367184	0.483364186721	0.364241060265	0.385569278464	0.724644928986	0.467700775582	0.395527987594	0.43453244609	0.517658829415	0.514229980493	0.671767176718	0.505850585059	0.430643789705	0.672669067627	0.787082895593	0.448669201521	0.548684078855
MCTs18	0.571142685611	0.528087639438	0.461230615308	0.353053053053	0.635608902226	0.5445	0.332732822899	0.594536448692	0.719603722606	0.549006854455	0.585513481066	0.603984183393	0.773564138483	0.602922045432	0.533843613988	0.0	0.420352211327	0.69199979987	0.494595676541	0.553421368547	0.636127225445	0.815735507428	0.576418776899	0.543926355813	0.59757806245	0.640666433182	0.649424712356	0.74223555889	0.639809952488	0.568641184711	0.790684876682	0.889522665866	0.523042281711	0.461442225892
MCTs19	0.552876438219	0.547841744611	0.551320528211	0.395856270644	0.638245736861	0.561143885611	0.420965724293	0.604682575416	0.654192515509	0.488418630247	0.528935127295	0.559581602522	0.740870435218	0.563037822694	0.585013255965	0.420352211327	0.0	0.649607284006	0.512658861203	0.551865559668	0.596559655966	0.791347836959	0.562049639712	0.538969484742	0.575402781947	0.583270798939	0.678571428571	0.697554633195	0.562334350153	0.55807903952	0.652143464559	0.867420452271	0.509281032671	0.492619464598
MCTs20	0.417079393667	0.502300920368	0.5906157771	0.593914218508	0.524304860972	0.402629868507	0.520816653323	0.420952571543	0.299744834142	0.433960376226	0.510104041617	0.366466466466	0.454099754865	0.367688997849	0.468734367184	0.69199979987	0.649607284006	0.0	0.522641981486	0.404691642075	0.481722258339	0.607482244673	0.464945203423	0.426384511481	0.400650487866	0.349109465679	0.5674053324	0.662232446489	0.47899579916	0.41077592676	0.52336168084	0.819082403562	0.458921244871	0.614891913531
