	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	1.2797053643	1.90715555285	1.49114492229	2.03479788359	1.40220162164	1.24059735517	1.52681125569	2.27449287558	1.37679568127	1.71142566595	1.26703298728	1.56872535431	1.44909727413	1.73460910217	1.7100330822	2.21934137552	1.6060946464	2.226036472	1.15753991093	1.84922411956	2.88133538548	1.48009292734	1.12820643296	1.26647130422	1.85904611074	1.78544888189	2.59357333621	1.3880582674	1.7969680517	1.97113087338	3.05657870086	1.57194487019	2.01578291411
MCTs03	1.2797053643	0.0	1.9192934912	1.43547368594	2.11077282969	1.27841776202	1.42930182453	1.54775940969	2.36267840595	1.44407081213	1.47381396501	1.21360454111	1.65823350897	1.46497142577	1.80292948587	1.72814643281	2.25650407363	1.70100203329	2.24878834999	1.2417986868	1.92986015951	2.94354554627	1.24345422119	1.12105010665	1.38196291799	1.87567961723	1.86054820078	2.5231637179	1.40476796416	1.83743387373	1.88062306696	3.14397288765	1.61806322058	1.67431718582
MCTs04	1.90715555285	1.9192934912	0.0	2.13684616988	2.55429038037	2.06916667116	1.55344968055	1.98792959223	2.75291259673	1.89101224955	1.96382789034	1.81939840952	2.05211911016	2.11525505612	2.08991364986	1.76933992289	2.60860941813	2.16974838166	2.70141303221	1.80367868682	2.51760661787	3.21725647667	1.56723935152	1.64591194528	2.01392893168	2.40504188408	2.22154198446	2.95300021812	1.90122541295	2.24207301871	2.40375429153	3.37488512069	2.14066224192	2.05576485835
MCTs05	1.49114492229	1.43547368594	2.13684616988	0.0	2.2370771247	1.44073265275	1.49532539161	1.78009645586	2.4777199165	1.68090552046	1.87221513753	1.56541619083	1.98439984163	1.78653842036	1.94758958903	1.62347875946	2.22430808118	1.91824871275	2.27837666054	1.55690742183	2.09199737747	3.02706047466	1.66344068156	1.43473830582	1.53707280864	2.07745784362	2.0261898535	2.74537460455	1.71523489011	2.05567365586	2.33675324546	3.22123714193	1.72093164224	1.94630282604
MCTs06	2.03479788359	2.11077282969	2.55429038037	2.2370771247	0.0	2.1540428369	2.30430071506	2.25383139752	2.82093113457	2.20539834052	2.35283295304	2.15260995914	2.24242713854	2.22836651946	2.44291662876	2.38036373604	2.79559901255	2.34192800681	2.82374573644	2.19883720449	2.61549187453	3.27402827372	2.24233222748	2.01854533647	2.15953690876	2.42122913091	2.21328769442	3.01072481036	2.05032075481	2.54151598871	2.61723904026	3.27109862228	2.26169885217	2.65357669622
MCTs07	1.40220162164	1.27841776202	2.06916667116	1.44073265275	2.1540428369	0.0	1.5366809842	1.4664626853	2.18401658248	1.29416971427	1.76062362854	1.17831989909	1.54263773919	1.46118434307	1.81059399717	1.73432402139	2.27100073927	1.54581953725	2.28604848829	1.35891608428	1.88518860605	2.92035049865	1.60894789124	1.30880796927	1.26113195882	1.91850008585	1.89850122475	2.64075997234	1.46409906108	1.82721073737	1.97679301645	3.14713836767	1.65692617348	2.04482101722
MCTs08	1.24059735517	1.42930182453	1.55344968055	1.49532539161	2.30430071506	1.5366809842	0.0	1.67533023262	2.44971453959	1.44508505178	1.83468565808	1.4891162454	1.80724986526	1.60140668176	1.65087701947	1.36036567983	2.13584921409	1.76598142209	2.25386567398	1.09313847348	1.97453081955	2.97971325744	1.6554914189	1.2946581754	1.37750678407	2.05538001225	1.97297098179	2.6845043569	1.69418158491	1.85271798032	2.24097694296	3.17747894956	1.60648364305	1.98645406533
MCTs09	1.52681125569	1.54775940969	1.98792959223	1.78009645586	2.25383139752	1.4664626853	1.67533023262	0.0	2.45115952446	1.45072755241	1.89932027293	1.49672861725	1.71689734058	1.79695142468	2.05632119735	1.99501249059	2.45773346311	1.70842045235	2.43086688758	1.61012748146	1.9253098631	3.0547172468	1.63036126145	1.55862746436	1.25176870121	2.13991491708	2.16978790867	2.69813394207	1.59044141082	2.04660611205	2.28566720841	3.26418974908	1.87698105445	2.15258734176
MCTs10	2.27449287558	2.36267840595	2.75291259673	2.4777199165	2.82093113457	2.18401658248	2.44971453959	2.45115952446	0.0	2.22082576661	2.49467883859	2.12663726359	2.14929292807	2.27530510735	2.61244376366	2.63992893597	2.92771380271	1.33846252833	2.94580044337	2.23104626607	2.63668083234	3.26361264315	2.40396568056	2.22699518871	2.29995716862	2.51790526186	2.64343910712	3.17417308908	2.3211821772	2.48396688101	2.55949030771	3.59037706202	2.46222486514	2.77900781889
MCTs11	1.37679568127	1.44407081213	1.89101224955	1.68090552046	2.20539834052	1.29416971427	1.44508505178	1.45072755241	2.22082576661	0.0	1.55261163398	1.27743804274	1.61722258895	1.49372951191	1.79159709236	1.73732972654	2.11310346591	1.58993973361	2.35452282748	1.41595405855	1.97301551018	2.93156702605	1.60315571009	1.31840497928	1.34725041064	1.90370565391	2.00553766549	2.61225143745	1.33356435042	1.6888351637	1.73762315059	3.14332690381	1.57521209449	2.05983055765
