#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.129902598285	0.166440514378	0.237844554063	0.141886584983	0.141886584983	0.17649768318	0.260912046084	0.178929719415	0.166440514378	0.0709283533848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0760812599721	0.137343514918	0.125369522474	0.0760812599721	0.137343514918	0.130550950665	0.130550950665	0.173725651901	0.125369522474	0.117943453699
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0663607406673	0.0678536029568	0.075928206933	0.110926278139	0.0925623547504	0.127490841754	0.0663607406673	0.0587397895068	0.110926278139	0.075928206933
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000194529100627	4.81238570584e-05	6.59955821781e-05	0.000194529100627	3.92711278668e-05	0.000107349408907	0.000194529100627	3.45575339744e-05	0.000662178056438	3.92711278668e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.108935413618	0.108935413618	0.16067310631	0.229653920719	0.113061004343	0.113061004343	0.108935413618	0.233174717184	0.13126484441	0.154243716226
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00730121781588	0.0101060099823	0.0101060099823	0.00640150834979	0.0182538874019	0.00993427616434	0.00993427616434	0.0133392081141	0.0100828620798	0.0155690189606
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.07831734558	0.0543180849455	0.0301639730306	0.0564691437543	0.0893916598064	0.047753691486	0.0985614109844	0.0985614109844	0.0893916598064	0.0498406033745
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00391178209518	0.00633005177028	0.00633005177028	0.00769864024754	0.00397538545437	0.00604511358909	0.00416848072772	0.00416848072772	0.00633005177028	0.00397538545437
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0124579909978	0.017590988671	0.00920566416922	0.0369366133956	0.0369366133956	0.0103328795941	0.0369366133956	0.00920566416922	0.00576632293887	0.0164781342673
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.027313726299	0.0489121897581	0.055618326125	0.0449585198356	0.0231211731031	0.0601854147043	0.0394173610832	0.0601854147043	0.0231211731031	0.0530275073097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0146435625786	0.0234819882477	0.0260615487581	0.0179899423025	0.026085426065	0.0155990045236	0.026085426065	0.0313004863973	0.0146435625786	0.0313004863973
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00111027861782	0.0012959472196	0.00127833408984	0.00127833408984	0.00111027861782	0.000969653438678	0.00110704077936	0.00150031951249	0.00127833408984	0.00112475831639
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00502421812053	0.00502421812053	0.00502421812053	0.00566268131986	0.00576322443111	0.0129889255419	0.00617861476754	0.00607048082608	0.00566268131986	0.00566268131986
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0637400861048	0.0333221021348	0.0395820403324	0.0333221021348	0.0335866321081	0.0943436882744	0.0319882938033	0.0335866321081	0.0669746593518	0.0746529650552
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00460385538151	0.0154180588543	0.00884672869744	0.00717679861766	0.022400790088	0.00821471239245	0.0182251921517	0.022400790088	0.00460385538151	0.0154180588543
