#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.203333199147	0.237844554063	0.166440514378	0.237844554063	0.237844554063	0.17649768318	0.141886584983	0.0709283533848	0.203333199147	0.0709283533848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0893444369309	0.125369522474	0.118437308314	0.0893444369309	0.0846112407973	0.137343514918	0.173725651901	0.125369522474	0.118437308314	0.0846112407973
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0780981451691	0.110926278139	0.0587397895068	0.0780981451691	0.0587397895068	0.110926278139	0.0780981451691	0.0678536029568	0.110926278139	0.0587397895068
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000161608906446	0.000107349408907	0.000194529100627	0.000216895543106	6.59955821781e-05	0.000216895543106	0.000107349408907	0.000194529100627	2.27098532376e-05	3.45575339744e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0588218947134	0.16067310631	0.233174717184	0.113061004343	0.13126484441	0.108935413618	0.276095664467	0.229653920719	0.13126484441	0.229653920719
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00993427616434	0.00730121781588	0.0155690189606	0.0226191066382	0.00377015923596	0.0226191066382	0.0133392081141	0.0101060099823	0.0182538874019	0.00377015923596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0353038147013	0.0564691437543	0.0985614109844	0.0893916598064	0.102217633327	0.102217633327	0.047753691486	0.0564691437543	0.0353038147013	0.0543180849455
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00391178209518	0.00769864024754	0.00391178209518	0.0152720416592	0.00604511358909	0.00633005177028	0.00391178209518	0.00605218309504	0.00368901675176	0.0152720416592
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0124579909978	0.0198515551367	0.017590988671	0.0124579909978	0.0198515551367	0.0369366133956	0.0163086729841	0.0124579909978	0.017590988671	0.0124579909978
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0231211731031	0.0530275073097	0.0489121897581	0.0231211731031	0.0489121897581	0.0669811402258	0.0669811402258	0.027313726299	0.0449585198356	0.0231211731031
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0146435625786	0.026085426065	0.0234819882477	0.0246568173584	0.026085426065	0.0179899423025	0.0179899423025	0.0248782595036	0.0146435625786	0.0260615487581
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00112475831639	0.0012959472196	0.00150031951249	0.00150031951249	0.00136826865756	0.00111448047067	0.00127833408984	0.00110704077936	0.0013062189773	0.00110704077936
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00566268131986	0.00935645232356	0.00502421812053	0.0115706702245	0.0129889255419	0.0129889255419	0.0115706702245	0.00502421812053	0.0129889255419	0.00576322443111
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0319882938033	0.0514505588879	0.0637400861048	0.0514505588879	0.0669746593518	0.0306938178573	0.0306938178573	0.0395820403324	0.0333221021348	0.0514505588879
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00960537405186	0.0154180588543	0.00960537405186	0.0182251921517	0.022400790088	0.022400790088	0.00884672869744	0.00849348511085	0.00960537405186	0.00884672869744
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.0015263744079	0.0014137606032	0.000870892440294	0.00117239210693	0.00103122550839	0.000870892440294	0.0014137606032	0.0018341315202	0.0015263744079	0.00117239210693
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00613216017238	0.0128962649453	0.00425921606234	0.00425921606234	0.00405370880291	0.0130168310941	0.00780300706929	0.0130168310941	0.0128962649453	0.00588085139805
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	0.00634228715049	0.00435424928077	0.0106879755243	0.0167535678895	0.0167535678895	0.0106879755243	0.0157069485584	0.0103954935303	0.0114968632015	0.00634228715049
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.0837216195937	0.0282187107201	0.0837216195937	0.0837216195937	0.0282187107201	0.019994998935	0.0282187107201	0.0255471964702	0.0255471964702	0.0201913954544
