#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.141886584983	0.166440514378	0.129902598285	0.264460168122	0.166440514378	0.0709283533848	0.129902598285	0.260912046084	0.260912046084	0.141886584983
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.173725651901	0.151073942789	0.130550950665	0.151073942789	0.125369522474	0.118437308314	0.117943453699	0.125369522474	0.117943453699	0.130550950665
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.127490841754	0.227195614788	0.0780981451691	0.0587397895068	0.127490841754	0.127490841754	0.113207038966	0.0587397895068	0.075928206933	0.113207038966
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	2.27098532376e-05	3.92711278668e-05	0.000662178056438	6.59955821781e-05	6.59955821781e-05	2.27098532376e-05	6.59955821781e-05	0.000216895543106	6.59955821781e-05	0.000662178056438
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0588218947134	0.276095664467	0.13126484441	0.16067310631	0.276095664467	0.108935413618	0.233174717184	0.133495753743	0.108935413618	0.113061004343
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00640150834979	0.0133392081141	0.0101060099823	0.0100828620798	0.0226191066382	0.0133392081141	0.00730121781588	0.00993427616434	0.0182538874019	0.0100828620798
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.102217633327	0.0353038147013	0.047753691486	0.07831734558	0.07831734558	0.0543180849455	0.0893916598064	0.0893916598064	0.0353038147013	0.0893916598064
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00769864024754	0.00391178209518	0.0152720416592	0.00397538545437	0.00397538545437	0.00769864024754	0.00605218309504	0.00397538545437	0.00391178209518	0.00368901675176
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0369366133956	0.0164781342673	0.0163086729841	0.0203593834275	0.00920566416922	0.017590988671	0.0203593834275	0.0198515551367	0.0164781342673	0.017590988671
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.055618326125	0.0601854147043	0.0231211731031	0.0287214939846	0.055618326125	0.027313726299	0.0489121897581	0.0601854147043	0.0669811402258	0.0394173610832
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0179899423025	0.0299425838435	0.026085426065	0.0313004863973	0.0260615487581	0.0248782595036	0.0246568173584	0.0299425838435	0.0155990045236	0.0248782595036
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00127833408984	0.0012959472196	0.00127833408984	0.00136826865756	0.00127833408984	0.00150031951249	0.00150031951249	0.00127833408984	0.00111448047067	0.00127833408984
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00935645232356	0.00617861476754	0.0115706702245	0.0129889255419	0.00607048082608	0.0129889255419	0.00502421812053	0.00566268131986	0.0115706702245	0.00502421812053
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0746529650552	0.0333221021348	0.0514505588879	0.0335866321081	0.0306938178573	0.0637400861048	0.0514505588879	0.0669746593518	0.0306938178573	0.0669746593518
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00460385538151	0.022400790088	0.00849348511085	0.00960537405186	0.0140182380732	0.00849348511085	0.0154180588543	0.00821471239245	0.0154180588543	0.00717679861766
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00115820251512	0.0018341315202	0.00129194180242	0.00117239210693	0.0015263744079	0.00165012224728	0.00115820251512	0.0018341315202	0.0018341315202	0.0014137606032
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00693671025313	0.00613216017238	0.0130168310941	0.0128962649453	0.00425921606234	0.0106812661863	0.0130168310941	0.00405370880291	0.00425921606234	0.00405370880291
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	0.0157069485584	0.0139490437102	0.00435424928077	0.0139490437102	0.0167535678895	0.00634228715049	0.0114968632015	0.0110047891212	0.00634228715049	0.00634228715049
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.0837216195937	0.0837216195937	0.0347216822608	0.0142259660697	0.0331026076019	0.0142259660697	0.0837216195937	0.019994998935	0.0282187107201	0.0255471964702
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.00800099381583	0.0091871417061	0.00778947966049	0.0101352188786	0.00899722233404	0.00687244737669	0.00778947966049	0.00475206802961	0.00687244737669	0.00979706088174
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.00926798617656	0.00892370234495	0.0100888523008	0.00928790441227	0.0113012144174	0.00989099530456	0.0116458889494	0.00926798617656	0.00989099530456	0.00778359660394
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	8.92881405939e-05	8.51619496409e-05	0.000206245101679	5.36747044537e-05	5.36747044537e-05	8.92881405939e-05	8.08044532232e-05	5.55797430363e-05	5.55797430363e-05	8.92881405939e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	4.63061577929e-06	0.0	6.48430335424e-05	9.62477141168e-05	6.28479080625e-05	9.62477141168e-05	1.55283722772e-05	6.28479080625e-05	1.55283722772e-05	9.62477141168e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis	0.0	4.63061577929e-06	0.0	0.0	4.63061577929e-06	4.63061577929e-06	1.85265810121e-05	3.09850775866e-06	1.37496734453e-05	1.37496734453e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._KLE_1745	0.00703245816379	0.00868812428909	0.0125644489614	0.00441800188501	0.0243068742879	0.0125644489614	0.0243068742879	0.00868812428909	0.00441800188501	0.0125644489614
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus	0.0012965724182	0.00136535029454	0.000778116402508	0.000778116402508	0.00114133536237	0.000778116402508	0.00139958012596	0.00136535029454	0.00169847628024	0.00114133536237
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis	0.0120996727976	0.000471253534402	0.00128759738034	0.0120996727976	0.000799066259652	0.00128759738034	0.000471253534402	0.00515277162755	0.000799066259652	0.0120996727976
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	0.000903235940936	0.00154119094851	0.00158402267654	0.00154119094851	0.00108439549209	0.00158402267654	0.00108439549209	0.00809949928115	0.00122109952632	0.00510112884819
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_johnsonii	0.00329160511106	0.00227446560122	0.00227446560122	0.00138193446036	0.00138193446036	0.000574609445143	0.00374144832089	0.00175738297204	0.00329160511106	0.00129246930385
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	2.69348177411e-05	3.35466902835e-06	1.96355639334e-05	6.87483672263e-06	3.09850775866e-06	3.35466902835e-06	1.96355639334e-05	0.0	1.96355639334e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor_plautii	0.00186788542879	0.00105400478622	0.0714199698017	0.00105400478622	0.00217244840435	0.00186788542879	0.00665882549061	0.00217244840435	0.00217244840435	0.00495600646436
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_phoceensis	0.00373496139343	0.00501948180978	0.00501948180978	0.00416649893322	0.00501948180978	0.00265368697493	0.00501948180978	0.0036775263309	0.00373496139343	0.00373496139343
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	0.00174149861514	0.00015812124462	0.000287098178316	0.00174149861514	0.00027562860792	0.000287098178316	0.000380390041729	0.000380390041729	6.04756844552e-05	0.000197521996768
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_xylaniphila	0.000590456184177	0.000206500269348	0.000889078229623	0.000563584396763	0.000563584396763	0.000756232039489	0.000889078229623	0.00148212648097	0.00148212648097	0.000563584396763
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus	0.000226869611847	0.000194570803645	0.000361034655445	0.000333404336109	0.000257176143969	0.000257176143969	0.000194570803645	0.000333404336109	0.000388772257212	0.000226869611847
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_senegalensis	0.0062224997871	0.00446864386971	0.00642844316753	0.00449546377425	0.00376677120321	0.00446864386971	0.00252368559971	0.0055721052561	0.00428055293748	0.00642844316753
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._KLE_1732	0.000733715590098	0.000233263354327	0.000735607529321	0.000437164674823	0.000735607529321	0.000194529100627	0.000194529100627	0.000597131087047	0.000437164674823	0.000628479080625
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus	0.0107689261742	0.010643374151	0.00463164525303	0.0102399465913	0.0107689261742	0.0088496168968	0.0147387882401	0.00887387515258	0.010643374151	0.0147387882401
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans	0.0076804119258	0.00857292139312	0.00599783379207	0.00969523077686	0.00391744968348	0.0120129287125	0.0076804119258	0.00201013403981	0.0076804119258	0.0120129287125
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus	0.00129446163454	0.000996588256419	0.000917065760099	0.00125799415002	0.0010799229367	0.000917065760099	0.00129446163454	0.00098177819667	0.0011854376395	0.0011854376395
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_stercorea	0.000155508902885	0.000155508902885	0.000196355639334	0.000387313469833	0.00015812124462	0.000196355639334	0.000125695816125	0.000611241282866	0.000196355639334	0.00015812124462
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena	0.000164996081343	0.000155508902885	0.000167733451418	0.000164996081343	0.000256218142574	0.000157084511467	0.000164996081343	0.000123940310347	0.000157084511467	0.00025139163225
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens	0.00136469743221	0.000172787669872	0.000657547440659	0.000706880301602	0.000657547440659	0.000821893911947	0.000376563027722	0.000653785137078	0.000577486284701	0.000657547440659
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae_bacterium_D16	0.00837401461747	0.00319679907602	0.00286921818452	0.00672378519603	0.00550777568332	0.0031302962668	0.0031302962668	0.00837401461747	0.0031302962668	0.00837401461747
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes	0.00310179236237	0.00114117012519	0.00185848664171	0.00114117012519	0.00112987025015	0.00114117012519	0.00112987025015	0.00164840612761	0.00114117012519	0.000528007558845
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli	0.0887886395005	0.000197521996768	0.00120396010261	5.89066918002e-05	0.000197521996768	0.00511922493727	5.89066918002e-05	8.54060475246e-05	0.000867582172426	5.89066918002e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis	0.00482584381298	0.00252838233107	0.00402529060635	0.00272243534216	0.00379268935369	0.00402529060635	0.00199579540087	0.00286110259207	0.00221072688969	0.00286110259207
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum	0.00100546210495	0.000316242489241	0.000127631165567	0.000233263354327	0.00024241335967	0.000443086609489	0.000316242489241	0.00046555199137	0.000416755420136	0.00100546210495
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_laneus	0.000604209012939	0.000527964657425	0.000368109175795	0.000527964657425	0.000725708213462	0.000486427009111	0.000604209012939	0.000592718819749	0.000592718819749	0.000725708213462
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_leptum	0.000419333628544	0.000484826719339	0.000484826719339	0.00032414310455	0.000446440702969	0.00170323899282	0.000981908793642	0.000419333628544	0.000484826719339	0.00032414310455
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii	0.001005566529	0.00168467978125	0.00212350549495	0.00212350549495	0.001005566529	0.00120309642646	0.00139665597411	0.00139665597411	0.00212350549495	0.001005566529
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus	0.00106898517674	0.00453402765308	0.000755969211436	0.00189874267005	0.00106898517674	0.000578838694071	0.000755969211436	0.00148642766515	0.000755969211436	0.00148642766515
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris	8.05612017252e-05	4.3196917468e-05	6.94592366893e-05	8.08044532232e-05	4.90889098335e-05	8.05612017252e-05	8.05612017252e-05	8.05612017252e-05	1.85265810121e-05	0.000213119938401
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._L2-50	0.000488261844608	0.000382893496701	0.000382893496701	0.000484826719339	0.000484826719339	0.000399855586138	0.000488261844608	0.000263373159486	0.000282467562536	0.000488261844608
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._M62/1	0.00085828664915	0.000750159756244	0.001005566529	0.00104816512871	0.00124904192807	0.000932689286836	0.000750159756244	0.000932689286836	0.000750159756244	0.00085828664915
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas_butyriciproducens	0.00191898259857	0.00152917087837	0.00412587865934	0.00412587865934	0.00152917087837	0.00181361106123	0.00485396422517	0.00217932324107	0.00235626767201	0.00412587865934
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum	0.0	0.0	6.87483672263e-06	0.0	0.0	9.26329050605e-06	0.0	9.26329050605e-06	9.26329050605e-06	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_invisus	0.0	0.0	0.0	9.26329050605e-06	0.0	0.0	0.0	3.35466902835e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis	0.000111159486073	0.000181427053365	9.7242931365e-05	0.000111159486073	4.90889098335e-05	6.81671706906e-05	6.18735305037e-05	6.81671706906e-05	6.81671706906e-05	0.000111159486073
