#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.17649768318	0.17649768318	0.0709283533848	0.166440514378	0.166440514378	0.237844554063	0.260912046084	0.166440514378	0.237844554063	0.0709283533848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.130550950665	0.151073942789	0.137343514918	0.151073942789	0.0760812599721	0.0760812599721	0.173725651901	0.0760812599721	0.151073942789	0.0893444369309
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.127490841754	0.0925623547504	0.110926278139	0.0780981451691	0.113207038966	0.0780981451691	0.075928206933	0.113207038966	0.227195614788	0.110926278139
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000216895543106	4.81238570584e-05	0.000161608906446	2.27098532376e-05	3.45575339744e-05	0.000194529100627	4.81238570584e-05	4.81238570584e-05	2.27098532376e-05	0.000662178056438
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.133495753743	0.113061004343	0.0588218947134	0.233174717184	0.154243716226	0.133495753743	0.0588218947134	0.233174717184	0.276095664467	0.154243716226
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00730121781588	0.0226191066382	0.0133392081141	0.0155690189606	0.00993427616434	0.0133392081141	0.0100828620798	0.00640150834979	0.0155690189606	0.00730121781588
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0353038147013	0.0985614109844	0.102217633327	0.102217633327	0.0498406033745	0.0985614109844	0.0301639730306	0.047753691486	0.0353038147013	0.0498406033745
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0152720416592	0.00817821237826	0.00604511358909	0.0152720416592	0.00769864024754	0.0152720416592	0.00605218309504	0.00769864024754	0.00604511358909	0.00416848072772
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.017590988671	0.0369366133956	0.00576632293887	0.0164781342673	0.0203593834275	0.0198515551367	0.0203593834275	0.00920566416922	0.0103328795941	0.0369366133956
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0489121897581	0.027313726299	0.055618326125	0.0449585198356	0.055618326125	0.027313726299	0.0449585198356	0.0669811402258	0.0669811402258	0.0287214939846
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.026085426065	0.0260615487581	0.026085426065	0.0155990045236	0.0248782595036	0.0313004863973	0.026085426065	0.0313004863973	0.0248782595036	0.0179899423025
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.000969653438678	0.00111027861782	0.00110704077936	0.000969653438678	0.00136826865756	0.00150031951249	0.00127833408984	0.00112475831639	0.0012959472196	0.00111448047067
