#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.260912046084	0.141886584983	0.260912046084	0.237844554063	0.203333199147	0.141886584983	0.203333199147	0.237844554063	0.141886584983	0.0709283533848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0846112407973	0.130550950665	0.117943453699	0.0846112407973	0.130550950665	0.0893444369309	0.137343514918	0.173725651901	0.173725651901	0.137343514918
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0925623547504	0.075928206933	0.0925623547504	0.075928206933	0.0780981451691	0.227195614788	0.0925623547504	0.0925623547504	0.075928206933	0.0587397895068
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000216895543106	3.92711278668e-05	0.000107349408907	0.000107349408907	3.92711278668e-05	0.000194529100627	0.000161608906446	2.27098532376e-05	0.000662178056438	0.000662178056438
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.233174717184	0.133495753743	0.13126484441	0.276095664467	0.108935413618	0.229653920719	0.16067310631	0.108935413618	0.133495753743	0.276095664467
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.00730121781588	0.00730121781588	0.0226191066382	0.0155690189606	0.0133392081141	0.00640150834979	0.0226191066382	0.0100828620798	0.0133392081141	0.00993427616434
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0543180849455	0.07831734558	0.0301639730306	0.0498406033745	0.0543180849455	0.0498406033745	0.0543180849455	0.0543180849455	0.0985614109844	0.102217633327
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00769864024754	0.00368901675176	0.00817821237826	0.00416848072772	0.0152720416592	0.00633005177028	0.0152720416592	0.00769864024754	0.00397538545437	0.00391178209518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0203593834275	0.0124579909978	0.0203593834275	0.0164781342673	0.017590988671	0.00920566416922	0.0369366133956	0.0369366133956	0.0164781342673	0.00920566416922
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0394173610832	0.0287214939846	0.0530275073097	0.027313726299	0.0489121897581	0.027313726299	0.0530275073097	0.0449585198356	0.027313726299	0.0394173610832
