#taxonomy	MCT.f.0221	MCT.f.0220	MCT.f.0219	MCT.f.0218	MCT.f.0216	MCT.f.0215	MCT.f.0214	MCT.f.0213	MCT.f.0209	MCT.f.0206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.129902598285	0.260912046084	0.264460168122	0.203333199147	0.178929719415	0.0709283533848	0.264460168122	0.178929719415	0.17649768318	0.129902598285
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.173725651901	0.151073942789	0.125369522474	0.125369522474	0.0846112407973	0.130550950665	0.137343514918	0.173725651901	0.173725651901	0.0893444369309
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.075928206933	0.0678536029568	0.0663607406673	0.227195614788	0.113207038966	0.110926278139	0.110926278139	0.110926278139	0.0663607406673	0.113207038966
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000107349408907	3.92711278668e-05	4.81238570584e-05	0.000107349408907	0.000216895543106	0.000662178056438	0.000107349408907	4.81238570584e-05	2.27098532376e-05	0.000216895543106
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.154243716226	0.113061004343	0.113061004343	0.16067310631	0.0588218947134	0.229653920719	0.154243716226	0.16067310631	0.276095664467	0.229653920719
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0101060099823	0.0155690189606	0.00730121781588	0.00377015923596	0.0100828620798	0.00377015923596	0.0100828620798	0.00377015923596	0.00640150834979	0.00730121781588
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0564691437543	0.0893916598064	0.0893916598064	0.0301639730306	0.07831734558	0.07831734558	0.0301639730306	0.0301639730306	0.0353038147013	0.047753691486
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00605218309504	0.00391178209518	0.00391178209518	0.00817821237826	0.00604511358909	0.00368901675176	0.00604511358909	0.0152720416592	0.0152720416592	0.00604511358909
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.0164781342673	0.00920566416922	0.017590988671	0.00576632293887	0.0163086729841	0.00920566416922	0.0369366133956	0.00920566416922	0.0103328795941	0.0103328795941
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.027313726299	0.0287214939846	0.0601854147043	0.0669811402258	0.0530275073097	0.027313726299	0.055618326125	0.0669811402258	0.027313726299	0.0394173610832
