#taxonomy	MCT.f.0306	MCT.f.0305	MCT.f.0304	MCT.f.0303	MCT.f.0302	MCT.f.0301	MCT.f.0300	MCT.f.0299	MCT.f.0298	MCT.f.0297	MCT.f.0296	MCT.f.0295	MCT.f.0294	MCT.f.0293	MCT.f.0292	MCT.f.0291	MCT.f.0290
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.4483942226	0.565267947864	0.591165841512	0.454080090547	0.600239382847	0.524882854526	0.522429145066	0.600239382847	0.524882854526	0.47584583188	0.524882854526	0.4483942226	0.600239382847	0.4483942226	0.454080090547	0.454080090547	0.600239382847
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.00689889549703	0.00468851336744	0.00593621434547	0.00689889549703	0.00425606326004	0.00413584067469	0.00413584067469	0.00593621434547	0.00363438741891	0.00528770796744	0.0052454593049	0.00885273062229	0.00689889549703	0.00528770796744	0.00689889549703	0.00539921894794	0.00885273062229
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.00140520285364	0.00216058054702	0.0013785810058	0.00139261573995	0.00351818108892	0.00140520285364	0.000901091377713	0.00196573505386	0.00186257440175	0.00196573505386	0.00302903666557	0.0013785810058	0.0013785810058	0.00278674596432	0.00212621608198	0.00139261573995	0.00121642832229
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	6.98928019151e-05	0.000439613833953	0.000203908241291	9.68870200459e-05	0.000169831187799	6.98928019151e-05	0.000936801902428	0.000210223888441	6.98928019151e-05	0.000225081833324	9.68870200459e-05	0.000210223888441	0.00023696759387	0.000186259111594	0.00023696759387	0.000169831187799	0.000274172911716
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00255937882516	0.00329472504331	0.00425614325863	0.00495365233573	0.00516407816845	0.00450819672131	0.00270098199988	0.0043057050592	0.00529076557529	0.0043057050592	0.00280378540668	0.00495365233573	0.00381811165946	0.0043057050592	0.00495365233573	0.00255937882516	0.00408363332998
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.245837201041	0.102819189937	0.181135932763	0.240940006976	0.130499207321	0.0619896770184	0.245837201041	0.230059357295	0.108460772965	0.0700837662599	0.181135932763	0.240940006976	0.146129586615	0.240940006976	0.146129586615	0.0619896770184	0.108460772965
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000645709430756	0.000896267204727	0.000713290988757	0.000823945394353	0.000896267204727	0.000969762626571	0.000713290988757	0.00200299212404	0.000812040866429	0.0010168740687	0.00106575722051	0.00200299212404	0.00100846884633	0.000776072549704	0.0010168740687	0.000776072549704	0.000823945394353
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.000398716390459	0.000253863807145	0.000417824493577	0.000135641828064	0.000213395929473	0.000194817845315	0.00025723753052	0.000188846713123	0.000196669346769	0.000253863807145	0.000194817845315	0.000343803650888	0.000184658067306	0.000194817845315	0.0129699922106	0.000135641828064	0.000586925374165
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00188161369953	0.00292268479184	0.00290463533486	0.0032493775543	0.00188161369953	0.00190595734589	0.0032493775543	0.00371568062261	0.00286175473797	0.00190595734589	0.0032493775543	0.00203954450173	0.00329369829025	0.00339162046345	0.00141698639693	0.00339162046345	0.00290463533486
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00185115994701	0.00253054595585	0.00221061549898	0.00261673992938	0.00276421346355	0.0031585168535	0.0031585168535	0.00276421346355	0.00208253039487	0.00221061549898	0.00171705284278	0.00253054595585	0.00322177922758	0.0028483143158	0.00276421346355	0.00276421346355	0.00309260832625
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0114101519514	0.00919213885868	0.0131554544443	0.00919213885868	0.00919213885868	0.0119506452738	0.0126303063042	0.01136857213	0.0157458658507	0.0140633845187	0.00868304303544	0.00968037770456	0.01136857213	0.0132540356839	0.00716911391377	0.00919213885868	0.01136857213
