#taxonomy	MCT.f.0153	MCT.f.0152	MCT.f.0151	MCT.f.0150	MCT.f.0149	MCT.f.0148	MCT.f.0147	MCT.f.0146	MCT.f.0145	MCT.f.0144	MCT.f.0143	MCT.f.0142	MCT.f.0141	MCT.f.0139	MCT.f.0138	MCT.f.0137
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.13090435325	0.129411764706	0.123630977901	0.13090435325	0.168191431633	0.15898294754	0.177113179471	0.199980248389	0.177113179471	0.14739340121	0.177113179471	0.123630977901	0.14739340121	0.168191431633	0.151940316112	0.168191431633
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.257951968164	0.176002594952	0.289287105571	0.163890377402	0.243631742446	0.163890377402	0.29537747983	0.199289077461	0.199289077461	0.219915549996	0.176002594952	0.199289077461	0.284093037821	0.284093037821	0.219915549996	0.219915549996
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0507374165052	0.049606684939	0.0507374165052	0.03523692873	0.0444712943836	0.0492947229475	0.0123428493402	0.0572441501869	0.0566685786553	0.03523692873	0.0123428493402	0.049606684939	0.0507374165052	0.0492947229475	0.0492947229475	0.0566685786553
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000131305243226	0.000136546733119	3.63472673845e-05	8.84642604388e-05	4.55228296991e-05	3.47855125297e-05	6.02183275684e-05	6.12416749598e-05	0.000136546733119	5.19413063239e-05	5.24468471376e-05	4.04853382348e-05	6.12416749598e-05	5.24468471376e-05	6.12416749598e-05	0.000110667323964
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0311557202463	0.0172471867106	0.0290871315414	0.0384124889171	0.0384124889171	0.0289573012503	0.0172439812067	0.0384124889171	0.0172471867106	0.0237785936176	0.0203238742411	0.0203238742411	0.0349027555833	0.0289573012503	0.0172471867106	0.0274953098045
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0214426917336	0.0215975544923	0.0192702246461	0.0155029308781	0.0179309563042	0.0192702246461	0.0226091151834	0.0202204132645	0.0197606890907	0.0192702246461	0.0244700987807	0.0155029308781	0.0208887002741	0.0155029308781	0.0226709071281	0.0305379182765
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.00444098169069	0.00335256384395	0.00785662593477	0.0149855571441	0.00593993583135	0.0107847721996	0.0105383335425	0.00593993583135	0.0047412653578	0.00150689073335	0.0105383335425	0.00858677827299	0.0116890776126	0.0047412653578	0.00704412546518	0.00593993583135
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0301308423821	0.0296680741667	0.0270178094612	0.0447944644239	0.0270178094612	0.0270178094612	0.0296680741667	0.0188727091847	0.0301308423821	0.0324472853412	0.0296680741667	0.0134008570316	0.0324472853412	0.0296680741667	0.0134008570316	0.0301308423821
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00329827295156	0.00996702944008	0.00584635771914	0.00808650993018	0.00316698269254	0.00355967235704	0.00494325979846	0.00355967235704	0.00494325979846	0.00605149048764	0.00441776009128	0.00574287669056	0.00441776009128	0.00366831799953	0.00355967235704	0.00316698269254
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.0159719516946	0.0131779775954	0.01436255213	0.0230198823781	0.0264446256161	0.0135961532835	0.00980184005662	0.0206138947251	0.0206138947251	0.0247801891579	0.01436255213	0.0264446256161	0.0192162927085	0.0129397142279	0.01436255213	0.0230198823781
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.00693108990579	0.00589225589226	0.00518257674347	0.00566425949086	0.00577641957049	0.00693108990579	0.00483918025695	0.00418905870534	0.00649490852858	0.00589225589226	0.00485373908941	0.00693108990579	0.00546828256968	0.00485373908941	0.00732545041154	0.00485373908941
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.00246721205038	0.0020249175736	0.00163698016136	0.00180739903982	0.00213543455679	0.0020249175736	0.00168516152399	0.00133133064791	0.00206632988024	0.00213543455679	0.0020249175736	0.00133133064791	0.00163698016136	0.00188844675255	0.00153217711744	0.00168516152399
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.074069967613	0.191835144499	0.189976779813	0.313523236612	0.166644515329	0.200058298887	0.21078603982	0.200058298887	0.166644515329	0.189126665204	0.189126665204	0.189126665204	0.305362385276	0.166644515329	0.189976779813	0.207108811566
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.0392662325498	0.0368905172078	0.0239189715621	0.0505960055566	0.0338915470494	0.0460803684481	0.00984789324193	0.0338915470494	0.0226166942349	0.0338915470494	0.0460803684481	0.0216914366596	0.0102154370887	0.0226166942349	0.0368905172078	0.0338915470494
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.0021080020593	0.00301819974446	0.00659879047692	0.00522804595024	0.00337470397947	0.00337470397947	0.00356010752585	0.00522804595024	0.00210594263122	0.00422120784483	0.00422120784483	0.00356010752585	0.00659879047692	0.00697767145136	0.00645670980893	0.00659879047692
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00067691769031	0.000640271094696	0.000674565567359	0.000674565567359	0.000843056585958	0.000827895198208	0.000827895198208	0.000827895198208	0.000598086124402	0.000415530450591	0.00067691769031	0.000658973610874	0.000674565567359	0.000640271094696	0.000786078508031	0.000640271094696
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00119367477145	0.00119218889906	0.00120952308046	0.00113337157311	0.00120952308046	0.000784383109224	0.00119218889906	0.00113337157311	0.00119367477145	0.00120952308046	0.00103285653038	0.00135123161439	0.000780267046397	0.00120952308046	0.00116126396872	0.00142838592391
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	1.65537562542e-05	2.01213316297e-05	2.07324068251e-05	3.82760468499e-05	6.64540138224e-05	2.02426691174e-05	2.9114018816e-05	6.64540138224e-05	1.73927562649e-05	0.000103882612648	1.65537562542e-05	9.63493241095e-06	5.89761736259e-06	1.75064919908e-05	9.63493241095e-06	6.64540138224e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.000856939482104	0.000944126038747	0.0010677172784	0.0010677172784	0.000326736825679	0.000571354369562	0.00114959297406	0.000571354369562	0.0010677172784	0.000816560521828	0.000816560521828	0.00107336635999	0.000326736825679	0.0010261113177	0.00107336635999	0.00114959297406
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.00115462449873	0.00114719317766	0.00121401438729	0.00119721923197	0.000895659496287	0.00114719317766	0.00121401438729	0.00125029488087	0.00101899065856	0.00101899065856	0.00101899065856	0.00114576189131	0.00101899065856	0.00119721923197	0.00101899065856	0.00114719317766
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.00166550334828	0.000945702586597	0.00112155565417	0.00108633862933	0.00117407480881	0.00129719396463	0.00107183224851	0.00120186787109	0.000989086936189	0.000880073467002	0.00112155565417	0.000880073467002	0.00107183224851	0.000989086936189	0.00166550334828	0.00225943646996
