"UserName"	"ave_cloud"
"MCTs01"	0.01755284628856
"MCTs03"	0.0317360023350231
"MCTs04"	0.0363501805970867
"MCTs05"	0.0307587355944077
"MCTs06"	0.0240815047543571
"MCTs07"	0.02166997908898
"MCTs08"	0.0475828978106294
"MCTs09"	0.0304301498409562
"MCTs10"	0.00731187957476214
"MCTs11"	0.025553001552395
"MCTs12"	0.036699648528675
"MCTs13"	0.0305248090024091
"MCTs14"	0.0126879090448875
"MCTs15"	0.0175905595145091
"MCTs16"	0.00748656360111429
"MCTs18"	0.0351078884306059
"MCTs19"	0.0453632694872533
"MCTs20"	0.00126846541956667
"MCTs21"	0.0381236894860187
"MCTs22"	0.0145495240143587
"MCTs23"	0.0226384717664824
"MCTs24"	0.0191780929892403
"MCTs25"	0.0171065404616987
"MCTs26"	0.0107287735831024
"MCTs27"	0.0353038333589957
"MCTs28"	0.018027079811595
"MCTs29"	0.0270039943294084
"MCTs31"	0.0642469856059
"MCTs32"	0.0147591479952228
"MCTs33"	0.00204588148034118
"MCTs34"	0.0321469101531258
"MCTs35"	0.0386599150023683
"MCTs36"	0.0116864556605388
"MCTs37"	0.0454875749813467
