"UserName"	"ave_cloud"
"MCTs01"	0.9459184167682
"MCTs03"	0.751855366111
"MCTs04"	1.01266187111053
"MCTs05"	0.952900905463
"MCTs06"	2.73632265463286
"MCTs07"	0.975478198488875
"MCTs08"	0.449662791083529
"MCTs09"	0.689452525415375
"MCTs10"	0.954489650055642
"MCTs11"	0.810867581154813
"MCTs12"	1.01786479612263
"MCTs13"	0.864539829497273
"MCTs14"	1.25445125730093
"MCTs15"	1.20475538885073
"MCTs16"	1.00537148065918
"MCTs18"	0.865267049382176
"MCTs19"	0.758440215020533
"MCTs20"	0.695538697507667
"MCTs21"	0.928534035792267
"MCTs22"	0.635977958131067
"MCTs23"	0.790485748184059
"MCTs24"	1.48832786926349
"MCTs25"	0.933402837879267
"MCTs26"	0.745143596333824
"MCTs27"	0.931191244508178
"MCTs28"	1.72892540036883
"MCTs29"	2.48470183832917
"MCTs31"	1.0577865205004
"MCTs32"	1.28857377368471
"MCTs33"	1.16672121960147
"MCTs34"	0.937614020953625
"MCTs35"	1.45008719933108
"MCTs36"	1.02449989768506
"MCTs37"	0.573089584104067
