Eigvals	3
1314.34342549	1121.03757625	979.055788808

Proportion explained	3
0.0962127285094	0.0831955217958	0.0736617011472

Species	0	0

Site	31	3
MCTs10	0.156497327412	0.00383679945391	-0.033072770226
MCTs03	-0.0596895151694	0.149999214319	-0.0207297734666
MCTs04	-0.173907058093	-0.127482518452	0.100089223862
MCTs07	0.0741098870133	0.120786099875	0.0091010358391
MCTs06	-0.0200453080718	-0.105295037934	0.0226939439685
MCTs01	-0.0213889097436	0.0944085000326	-0.0908636517409
MCTs29	-0.0752998668132	0.00190289147937	-0.162147366198
MCTs28	0.0302550297865	-0.000628085838767	-0.125115138366
MCTs27	0.120878582122	0.128199590457	0.0731626609964
MCTs26	-0.0191197971251	0.0552880128815	-0.0675247414551
MCTs25	-0.047097630717	0.0646939761085	0.102761349667
MCTs24	0.0173981392428	-0.110527266283	-0.0843408962987
MCTs09	0.111500749424	0.0625045651804	0.164854072154
MCTs08	-0.103466195858	0.122857732798	0.0620801934999
MCTs21	-0.0125913881433	0.0570542232413	0.0955916615161
MCTs20	0.137757030383	0.0110827433943	-0.0392529754314
MCTs23	0.155479825008	0.0272650537028	-0.0529094568983
MCTs22	0.00749578752325	0.0872721525533	-0.0661520195404
MCTs16	0.0116756875355	0.0506698907118	-0.109781236317
MCTs31	-0.0310011661572	-0.142413647059	0.122595321754
MCTs14	0.198874994499	-0.174986379702	0.112235152432
MCTs15	0.0123466168496	0.105180405767	-0.08298241605
MCTs34	-0.0526907624099	0.00438806932509	-0.117902076905
MCTs13	0.119476223689	0.0350172822031	0.111949040222
MCTs36	-0.0254066338293	-0.0709077416838	0.0281062140715
MCTs37	-0.159497679372	0.0171777823578	-0.00754045047602
MCTs18	-0.289808981231	0.0435206263262	-0.00830208191221
MCTs19	-0.12297817937	-0.0471369000531	0.13955656301
MCTs32	0.0790322066118	-0.142478748686	0.166509626551
MCTs33	0.0602113272895	0.0219338539309	-0.0862191165409
MCTs35	-0.0790003422859	-0.343183140408	-0.156449891721

Biplot	0	0

Site constraints	0	0
