#taxonomy	MCT.f.0085	MCT.f.0083	MCT.f.0081	MCT.f.0080	MCT.f.0078	MCT.f.0077	MCT.f.0076	MCT.f.0075	MCT.f.0074	MCT.f.0072	MCT.f.0071	MCT.f.0070	MCT.f.0069
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.220180205239	0.331712330967	0.276491155062	0.305698577056	0.305698577056	0.231717867806	0.305698577056	0.305698577056	0.325136791729	0.272696855251	0.231717867806	0.220180205239	0.241405218405
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.406773343857	0.367013744747	0.31089751604	0.406773343857	0.28001724029	0.31089751604	0.28001724029	0.472187959537	0.305328663071	0.406773343857	0.31089751604	0.31089751604	0.318065563042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.000288089963542	0.000134905084637	4.50083265404e-05	0.000513037603133	4.83025373694e-05	4.67448864433e-05	4.67448864433e-05	4.50083265404e-05	0.000513037603133	9.3961118889e-05	4.50083265404e-05	0.000513037603133	0.000513037603133
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000103056660552	5.55611116667e-05	0.000148511444437	0.000148511444437	5.55611116667e-05	0.000103056660552	7.20368578149e-05	7.52832532403e-05	7.20368578149e-05	0.000148511444437	7.20368578149e-05	7.20368578149e-05	5.68669710945e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.0014926113898	0.00199823979504	0.00155462049915	0.00100835397899	0.00199823979504	0.0014926113898	0.00218369169003	0.00141125223633	0.00199823979504	0.00226724653214	0.00155462049915	0.00141125223633	0.00218369169003
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0547949924988	0.0473388366042	0.0426931582047	0.0565280609103	0.0400390878995	0.0565280609103	0.0824169092252	0.0460602811575	0.0371555068815	0.0547949924988	0.0473388366042	0.0824169092252	0.0411226076824
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000384077331307	0.000401282618146	0.000595574002827	0.000465086040918	0.000417563357209	0.000467267715423	0.000629539496556	0.000384077331307	0.000401282618146	0.000467267715423	0.000465086040918	0.000360603409706	0.000595574002827
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0016232173345	0.0650712068679	0.0840828331637	0.0191926027444	0.103012584851	0.0016232173345	0.0650712068679	0.0915219315573	0.0717892697405	0.169044018474	0.103012584851	0.0650712068679	0.0199554054774
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00091455489052	0.000755631118667	0.000720822480744	0.00091455489052	0.000601005682843	0.000755631118667	0.000720822480744	0.00103427231555	0.000755631118667	0.00100654538837	0.000601005682843	0.000989343941299	0.00103646159297
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.000522274449667	0.000640118421908	0.000762619288085	0.000658072509297	0.000522274449667	0.000762017412667	0.000640118421908	0.000801801547853	0.000880201975564	0.000529858508154	0.000658072509297	0.000723555711699	0.000500018212584
