#taxonomy	MCT.f.0085	MCT.f.0083	MCT.f.0081	MCT.f.0080	MCT.f.0078	MCT.f.0077	MCT.f.0076	MCT.f.0075	MCT.f.0074	MCT.f.0072	MCT.f.0071	MCT.f.0070	MCT.f.0069
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.220180205239	0.231717867806	0.220180205239	0.395656221362	0.305698577056	0.325136791729	0.436874818737	0.241405218405	0.241405218405	0.436874818737	0.206491019472	0.305698577056	0.325136791729
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.406773343857	0.305328663071	0.318065563042	0.318065563042	0.487333942387	0.335641364421	0.319153309993	0.324521010301	0.319153309993	0.487333942387	0.28001724029	0.487333942387	0.487333942387
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	6.52001463381e-05	0.000118530371556	0.000134905084637	0.000288089963542	9.3961118889e-05	0.000103056660552	7.11008502825e-05	0.000288089963542	0.000118530371556	6.82403653134e-05	0.000134905084637	0.000288089963542	9.3961118889e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.000148511444437	8.99367230913e-05	9.93413667385e-05	0.000148511444437	2.67113636819e-05	5.55611116667e-05	4.83025373694e-05	0.000103056660552	7.52832532403e-05	0.000148511444437	4.77929755355e-05	2.67113636819e-05	8.99367230913e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00199823979504	0.00141125223633	0.000759744210104	0.00138019297607	0.00100835397899	0.00202482676683	0.00110931192858	0.00202482676683	0.00131024239484	0.000759744210104	0.00199823979504	0.00100835397899	0.00110931192858
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0547949924988	0.0720215083306	0.0411226076824	0.0547949924988	0.0460602811575	0.0200136034792	0.0824169092252	0.0458802722791	0.0565280609103	0.0200136034792	0.0565280609103	0.0460602811575	0.0720215083306
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000384077331307	0.000467267715423	0.000655621117667	0.000417563357209	0.000384077331307	0.000465086040918	0.000350392645877	0.000414057892822	0.000655621117667	0.000465086040918	0.000350392645877	0.000414057892822	0.000450347529215
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0924035589246	0.0016232173345	0.0191926027444	0.141056033763	0.0915219315573	0.103012584851	0.103012584851	0.169044018474	0.0924035589246	0.0915219315573	0.141056033763	0.169044018474	0.0016232173345
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.000720822480744	0.00103427231555	0.00100654538837	0.000720822480744	0.000989343941299	0.000601005682843	0.00100654538837	0.000880493664673	0.000720822480744	0.000916424279086	0.00091455489052	0.000916424279086	0.00091455489052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.000640118421908	0.00082227861112	0.000480804546274	0.000529858508154	0.000640118421908	0.000522274449667	0.000640118421908	0.000762619288085	0.000640118421908	0.000880201975564	0.000500018212584	0.000723555711699	0.000522274449667
