#taxonomy	MCT.f.0085	MCT.f.0083	MCT.f.0081	MCT.f.0080	MCT.f.0078	MCT.f.0077	MCT.f.0076	MCT.f.0075	MCT.f.0074	MCT.f.0072	MCT.f.0071	MCT.f.0070	MCT.f.0069
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.305698577056	0.241405218405	0.272696855251	0.395656221362	0.276491155062	0.325136791729	0.305698577056	0.395656221362	0.436874818737	0.331712330967	0.436874818737	0.325136791729	0.395656221362
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.197662674939	0.233317166575	0.233317166575	0.406773343857	0.406773343857	0.197662674939	0.487333942387	0.197662674939	0.319153309993	0.367013744747	0.28001724029	0.324521010301	0.305328663071
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	6.52001463381e-05	0.000288089963542	0.000134905084637	0.000288089963542	0.000103056660552	9.3961118889e-05	0.000118530371556	6.82403653134e-05	0.000103056660552	0.000118530371556	0.000118530371556	4.50083265404e-05	0.000134905084637
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	2.67113636819e-05	2.67113636819e-05	0.000126156787656	0.000126156787656	4.77929755355e-05	0.000126156787656	0.000126156787656	7.20368578149e-05	6.5012027225e-05	4.77929755355e-05	0.000126156787656	2.67113636819e-05	0.000126156787656
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00202482676683	0.000759744210104	0.00199823979504	0.00202482676683	0.000759744210104	0.00218369169003	0.00226724653214	0.00199823979504	0.00131024239484	0.00199823979504	0.00141125223633	0.00138019297607	0.00100835397899
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0400390878995	0.0720215083306	0.0458802722791	0.0371555068815	0.0473388366042	0.0426931582047	0.0473388366042	0.0426931582047	0.0720215083306	0.0371555068815	0.0400390878995	0.0473388366042	0.0460602811575
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000401282618146	0.000401282618146	0.000467267715423	0.000629539496556	0.000350392645877	0.000467267715423	0.000414057892822	0.000417563357209	0.000655621117667	0.000384077331307	0.000384077331307	0.000465086040918	0.000595574002827
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0199554054774	0.0717892697405	0.103012584851	0.0924035589246	0.0840828331637	0.0199554054774	0.0650712068679	0.0199554054774	0.00297692962326	0.0191926027444	0.0840828331637	0.141056033763	0.169044018474
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.000725134149818	0.00103646159297	0.00103427231555	0.00103646159297	0.000725134149818	0.00190356575152	0.00103646159297	0.000725134149818	0.000989343941299	0.000725134149818	0.000720822480744	0.000755631118667	0.000720822480744
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00082227861112	0.000801801547853	0.000529858508154	0.00082227861112	0.000880201975564	0.000640118421908	0.000658072509297	0.00082227861112	0.000762619288085	0.000723555711699	0.000762017412667	0.00082227861112	0.000723555711699
