#taxonomy	MCT.f.0085	MCT.f.0083	MCT.f.0081	MCT.f.0080	MCT.f.0078	MCT.f.0077	MCT.f.0076	MCT.f.0075	MCT.f.0074	MCT.f.0072	MCT.f.0071	MCT.f.0070	MCT.f.0069
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.272696855251	0.276491155062	0.220180205239	0.231717867806	0.183787537813	0.231717867806	0.276491155062	0.220180205239	0.305698577056	0.206491019472	0.241405218405	0.231717867806	0.325136791729
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.28001724029	0.472187959537	0.31089751604	0.305328663071	0.324521010301	0.305328663071	0.406773343857	0.318065563042	0.28001724029	0.31089751604	0.319153309993	0.324521010301	0.324521010301
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	4.67448864433e-05	0.000134905084637	4.67448864433e-05	7.352765467e-05	0.000134905084637	0.000103056660552	0.000513037603133	0.000134905084637	0.000103056660552	0.000103056660552	0.000513037603133	4.50083265404e-05	4.67448864433e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	8.99367230913e-05	4.83025373694e-05	4.83025373694e-05	5.55611116667e-05	8.99367230913e-05	6.5012027225e-05	4.83025373694e-05	0.000148511444437	5.55611116667e-05	6.5012027225e-05	2.67113636819e-05	0.000126156787656	7.52832532403e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00202482676683	0.00202482676683	0.00202482676683	0.000759744210104	0.000759744210104	0.00137476452513	0.000759744210104	0.000759744210104	0.00199823979504	0.00202482676683	0.00110931192858	0.00100835397899	0.00218369169003
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0565280609103	0.0473388366042	0.0473388366042	0.0486873528317	0.0486873528317	0.0400390878995	0.0411226076824	0.0371555068815	0.0371555068815	0.0200136034792	0.0565280609103	0.0824169092252	0.0824169092252
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.000467267715423	0.000465086040918	0.000629539496556	0.000384077331307	0.000360603409706	0.000414057892822	0.000655621117667	0.000401282618146	0.000450347529215	0.000450347529215	0.000417563357209	0.000595574002827	0.000350392645877
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.141056033763	0.0650712068679	0.0840828331637	0.141056033763	0.0199554054774	0.0717892697405	0.0840828331637	0.0840828331637	0.103012584851	0.0924035589246	0.0840828331637	0.0924035589246	0.0199554054774
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00103427231555	0.000601005682843	0.000720822480744	0.000601005682843	0.000755631118667	0.00103646159297	0.00091455489052	0.000720822480744	0.000989343941299	0.00074028532353	0.00103646159297	0.00103427231555	0.00103646159297
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.00082227861112	0.000590777187826	0.000500018212584	0.000522274449667	0.000880201975564	0.000590777187826	0.000529858508154	0.00082227861112	0.000762017412667	0.000529858508154	0.000500018212584	0.000529858508154	0.000480804546274
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0135419008769	0.0151214760665	0.015951185392	0.0135419008769	0.0135416451965	0.0126726809621	0.00887302739845	0.0112023947892	0.0139199105096	0.0151214760665	0.0112023947892	0.0137875506969	0.014536010403
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.0015870725725	0.00101503181991	0.00158163964545	0.00154591893944	0.00122522666693	0.00172575255026	0.00133660299993	0.00154591893944	0.00163813317059	0.00119616724593	0.00114573709638	0.00154591893944	0.00130788408877
