#taxonomy	MCT.f.0204	MCT.f.0203	MCT.f.0202	MCT.f.0201	MCT.f.0200	MCT.f.0198	MCT.f.0197	MCT.f.0196	MCT.f.0195	MCT.f.0194	MCT.f.0193	MCT.f.0192	MCT.f.0191	MCT.f.0190	MCT.f.0189	MCT.f.0188
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.281117637948	0.280863541945	0.1746336896	0.219728570201	0.288168609684	0.288168609684	0.165778247201	0.1746336896	0.281117637948	0.219728570201	0.295762317615	0.281117637948	0.245003416602	0.219728570201	0.254658427943	0.283323354294
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.0237673682359	0.0259326629214	0.0183925358772	0.0255249274699	0.0226548839423	0.0313204495569	0.0453119052654	0.0226548839423	0.0313074314931	0.0255249274699	0.0255249274699	0.0332810074439	0.0313204495569	0.0226548839423	0.0183925358772	0.0214357574731
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.0752861413322	0.107454417541	0.0619270800288	0.059018525038	0.0619270800288	0.107454417541	0.107454417541	0.0718333685769	0.0964815288516	0.173285126443	0.166844050161	0.0861265227655	0.0752861413322	0.0638878639987	0.0716695373422	0.0964815288516
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	1.88936507887e-05	4.88244862508e-05	4.12578699387e-06	8.97845395512e-06	9.3042926623e-05	4.12578699387e-06	4.13929176718e-05	1.88936507887e-05	8.97845395512e-06	1.88936507887e-05	6.61056500499e-05	4.9804269222e-06	4.88244862508e-05	1.99752307139e-05	4.69109161702e-05	0.0012253033945
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.28979711368	0.28979711368	0.221572917837	0.30935686904	0.194692456224	0.488669528752	0.30935686904	0.21850904878	0.368599402005	0.194692456224	0.292226081152	0.292226081152	0.368599402005	0.21850904878	0.290918046629	0.225152833491
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.0435787355692	0.0323025730298	0.019871358405	0.0213783197514	0.0323025730298	0.0204027424282	0.0213783197514	0.0435787355692	0.0260558150281	0.0188653103125	0.0172340875449	0.0323025730298	0.0188653103125	0.0204027424282	0.0242529211176	0.019871358405
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.014996828082	0.0271958644305	0.014996828082	0.014996828082	0.0216461963358	0.0100340036349	0.018960370849	0.025636815687	0.0186849146856	0.0375487874312	0.0100340036349	0.0216461963358	0.0271958644305	0.0216461963358	0.0211821179034	0.03665454836
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.00123229280534	0.00352051693029	0.0047200171637	0.00382090657288	0.00352051693029	0.0236906236267	0.0081084126506	0.00382090657288	0.0236906236267	0.00382090657288	0.0081084126506	0.00806178778602	0.00704989154013	0.0047200171637	0.0110890251639	0.0107108489185
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.00148554582311	0.00116407854061	0.00116407854061	0.00144548932848	0.00148554582311	0.00108782059328	0.0011588105817	0.00178485255135	0.00166469363167	0.00178485255135	0.00178485255135	0.00115201969866	0.00116407854061	0.0019327553394	0.00224617254191	0.00148554582311
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.034222787422	0.219140824848	0.223978476111	0.219140824848	0.0454241660315	0.0959891928317	0.13901357149	0.034222787422	0.141478692996	0.141478692996	0.125923854421	0.0454241660315	0.0514847304968	0.125923854421	0.141478692996	0.0514847304968
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0212771971661	0.013313596955	0.013662028723	0.013313596955	0.0212771971661	0.0126354545835	0.0212771971661	0.013662028723	0.0284714285386	0.0237369235821	0.0103144674847	0.0103144674847	0.0122066608369	0.0191497415158	0.0151295120194	0.01318146662
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.0160934823328	0.0185319810049	0.0292869826211	0.0178050262468	0.0233915976976	0.0249693381265	0.0185319810049	0.0274090411299	0.0178050262468	0.0189621170238	0.0189621170238	0.0234554580851	0.0185319810049	0.0340972942957	0.0189621170238	0.0189621170238
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.0102511498033	0.00168193799423	0.000758064391788	0.00295442570764	0.000938384655836	0.000938384655836	0.00134116842768	0.0101329328569	0.00167477267921	0.0046667057513	0.00168193799423	0.000758064391788	0.000938384655836	0.00168193799423	0.0035427198506	0.00384954134348
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.00251687906995	0.00256714009287	0.00115566163991	0.00152003992117	0.00219470758166	0.000503346013252	0.0022147772845	0.000592670803741	0.00152130615499	0.00251687906995	0.00152003992117	0.00191623781432	0.000556956088409	0.00205963205752	0.000703663742553	0.00152003992117
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.0180575823363	0.00152899106511	0.00152899106511	0.00813904395553	0.00813904395553	0.00357705732368	0.00813904395553	0.0143508639806	0.00256334860419	0.0014467466189	0.0014467466189	0.00152899106511	0.0014467466189	0.00647197475131	0.00813904395553	0.00256334860419
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.0014441769091	0.00157331447119	0.00119851384283	0.0014441769091	0.00106141705297	0.0014441769091	0.00114086405211	0.000882741574645	0.000928831429647	0.000928831429647	0.00119851384283	0.00114086405211	0.0013110594206	0.00106141705297	0.000928831429647	0.00106141705297
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00115047861903	0.000779033997843	0.000796863059301	0.00112039347396	0.000796863059301	0.000656539046143	0.000978651481108	0.00112039347396	0.000594117400946	0.000656539046143	0.000631245410062	0.000594117400946	0.000588340285444	0.000588340285444	0.000863822115595	0.000656539046143
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	9.90213390986e-06	0.0	9.90213390986e-06	3.14894179811e-06	5.99256921417e-05	4.12578699387e-06	9.90213390986e-06	1.322113001e-05	3.14894179811e-06	1.04917665862e-05	3.59138158205e-05	3.14894179811e-06	1.02788392107e-05	1.322113001e-05	1.14980326866e-05	2.75856742077e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.000268176154601	0.000241671583558	0.000210979100473	0.000197525987013	0.000197525987013	0.000219727537853	0.00051043889377	0.000197525987013	0.000391692619217	0.000288864761487	0.00051043889377	0.0005540283358	0.000219727537853	0.000288864761487	0.000219727537853	0.000219727537853
