#taxonomy	MCT.f.0357	MCT.f.0356	MCT.f.0355	MCT.f.0354	MCT.f.0353	MCT.f.0352	MCT.f.0351	MCT.f.0350	MCT.f.0349	MCT.f.0348	MCT.f.0347	MCT.f.0346	MCT.f.0345	MCT.f.0344	MCT.f.0341
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	0.18302627605	0.204855102898	0.279328139548	0.186356073211	0.219040689907	0.219040689907	0.186356073211	0.232265888262	0.186356073211	0.232265888262	0.186356073211	0.232265888262	0.197859041598	0.223147070237	0.18302627605
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	0.373736525269	0.245315049799	0.261009114299	0.374863234559	0.401227790839	0.21579982458	0.183345093763	0.0928154866813	0.0928154866813	0.177432676835	0.290628637951	0.245315049799	0.0928154866813	0.245315049799	0.290628637951
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis	0.000517754670579	4.26466511717e-05	0.000331430282036	0.00023282887078	0.000136124604164	0.00021169110363	0.000256048463982	0.000714276866926	0.000128797424052	0.00021169110363	0.00023282887078	0.000256048463982	0.000331430282036	0.000136124604164	0.00023282887078
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri	0.00147809895005	0.000117604293626	5.59988800224e-05	2.6829215943e-05	0.000117604293626	0.000102578130343	4.61855839397e-05	0.00147809895005	0.000149527918999	0.000107466792761	0.00147809895005	0.000108956793184	2.6829215943e-05	0.000604047115675	0.000604047115675
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	0.00408113996011	0.00327911291366	0.00212756858469	0.00212756858469	0.00276431586779	0.00260243394647	0.00329457165437	0.00276431586779	0.00212756858469	0.00325960419092	0.00276431586779	0.00292216161053	0.00292216161053	0.00270757631061	0.00212756858469
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	0.103732480522	0.106981058808	0.0701396339183	0.0878346915017	0.0878346915017	0.0715886790807	0.109957611897	0.0848792128917	0.0848792128917	0.119623856537	0.119623856537	0.0720600667727	0.0715886790807	0.0701396339183	0.103732480522
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii	0.0342796738146	0.0456455386243	0.020129306048	0.0456455386243	0.00892510671323	0.0165042540035	0.0673411538965	0.0342796738146	0.0165042540035	0.0153534224591	0.0342796738146	0.020129306048	0.0282944472199	0.0187525391836	0.0153534224591
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	0.0131194865961	0.0262875583272	0.0131194865961	0.0128380399026	0.0157412851743	0.0157412851743	0.0131194865961	0.0262875583272	0.0195020925918	0.0461877104066	0.0107312505589	0.0694079158381	0.0237137314873	0.0107312505589	0.0694079158381
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii	0.000926919298419	0.00356833497676	0.0023639651956	0.0023639651956	0.00208575531697	0.000845405436387	0.00166112956811	0.00455823096953	0.00388120884392	0.00129357412852	0.00208575531697	0.00129357412852	0.000714331407126	0.000845405436387	0.00228320871335
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis	0.000436197181653	0.000462824511186	0.00040488492636	0.000386340709579	0.000544498416656	0.000647193338223	0.000419483653757	0.000426466511717	0.000363504180298	0.000647193338223	0.000817496067348	0.000647193338223	0.000427369063713	0.000544498416656	0.000368645712068
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	0.0101608284667	0.00893126806748	0.00929696995543	0.00809975378064	0.0101608284667	0.00772492227734	0.0116926710239	0.0081296080714	0.0101608284667	0.0116926710239	0.0101608284667	0.00811469626018	0.00714173822646	0.00713579503933	0.010438060787
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	0.190745052386	0.300151266653	0.210440015699	0.283081447035	0.283081447035	0.13376942134	0.300151266653	0.357891513935	0.357891513935	0.210440015699	0.190745052386	0.283081447035	0.210440015699	0.356052344602	0.208457368406
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus	0.00139559391065	0.00308097326566	0.00308097326566	0.00191219172037	0.00262634747305	0.00191219172037	0.00139559391065	0.00229383803585	0.00262634747305	0.00262634747305	0.00139559391065	0.00224360357251	0.00172718937245	0.00239138690177	0.00184048421369
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_obesi	0.000277973784934	0.000348872705072	0.000414035814098	0.000257560473053	0.000309188220995	0.000344885067051	0.000170586034964	0.000170586034964	0.000309188220995	0.000257560473053	0.000464790704186	0.000277973784934	0.000464790704186	0.000257560473053	0.000273541680914
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	0.00271821202054	0.00196556068879	0.00157549487372	0.00828575705091	0.00196556068879	0.00157549487372	0.00546943301277	0.00546943301277	0.00263130655539	0.00546943301277	0.00337601862631	0.00546943301277	0.00546943301277	0.00336974952244	0.00157549487372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	0.00714890662234	0.00533109337813	0.00679283974879	0.00611542326854	0.00533109337813	0.0069165718701	0.00722166499498	0.00607978905965	0.0069165718701	0.00636501268738	0.00636501268738	0.0058399105026	0.00625620226949	0.00722166499498	0.00423633824028
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	0.00195650779396	0.00245653009783	0.00194877850398	0.00181996360073	0.00245653009783	0.00165754929028	0.00194877850398	0.00110022867498	0.00110022867498	0.00151338766007	0.00110022867498	0.00165754929028	0.00151338766007	0.00219622407272	0.00151338766007
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis	5.74808445086e-06	3.75609023202e-05	2.15731112741e-05	2.72391982959e-05	0.0	5.74808445086e-06	3.20738982616e-05	5.8207217695e-05	2.15731112741e-05	0.0	5.74808445086e-06	2.15731112741e-05	0.0	3.20738982616e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis	0.000251454845894	0.000223894918652	0.000138986892467	0.000275908053641	0.000246828786676	0.00036674289166	0.000331429069818	0.000331429069818	0.000265084755477	0.00036674289166	0.000301400065235	0.000238409398263	0.000310438494373	0.000223894918652	0.000310438494373
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	0.012498950021	0.00737787065271	0.0160084151956	0.00730774190775	0.00601474582848	0.00915175230398	0.00733324438332	0.00733324438332	0.00941088590682	0.00691568642833	0.00942242063918	0.00691568642833	0.00915175230398	0.01238498103	0.00942242063918
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	0.00149450195722	0.00128780236526	0.00215366705471	0.00111189513974	0.00170518119098	0.00113859848877	0.001238498103	0.00215366705471	0.00131014938551	0.00143662214988	0.00170518119098	0.00215366705471	0.00215366705471	0.00146767522297	0.00157356852863
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	1.72442533526e-05	5.3658431886e-06	8.55303953643e-05	7.16445285074e-06	1.72442533526e-05	8.55303953643e-05	0.0	1.72442533526e-05	2.56586577443e-05	3.26870379551e-05	1.06616627929e-05	1.06616627929e-05	2.56586577443e-05	5.3658431886e-06	5.3658431886e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis	0.0	0.0	7.01890562875e-05	0.0	0.0	2.84815083807e-05	8.62924450964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13173154886e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis	5.59988800224e-06	0.0	0.0	0.0	5.59988800224e-06	1.94024058983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44783965918e-06	1.42407541903e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._KLE_1745	0.00172024712367	0.00105170526497	0.00180442374854	0.00177475570381	0.00130345981341	0.000494347246701	0.00304180868965	0.00105170526497	0.00304180868965	0.00180442374854	0.00105170526497	0.000779041071263	0.00304180868965	0.00172024712367	0.00172024712367
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus	0.00124733432584	0.00233561162934	0.00171819807248	0.00186000435714	0.00144539845537	0.00144539845537	0.00171819807248	0.00165715141018	0.00124733432584	0.00124733432584	0.00150872907536	0.00124733432584	0.00165715141018	0.00138317233655	0.00223041678283
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis	0.00608523689931	0.00821691516783	0.00323579433954	0.00948573557437	0.00909829580687	0.00909829580687	0.00909829580687	0.00589692739046	0.00224175293583	0.00282607757691	0.00247041462683	0.00670204140281	0.00323579433954	0.00247041462683	0.00750873108265
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	0.0057308401975	0.0384555684905	0.00487036865531	0.00463665174553	0.00586868262635	0.00389150691942	0.00490593981857	0.0480843246128	0.00580316693274	0.00975018279949	0.00471486304445	0.0384555684905	0.00118929917322	0.00625354323841	0.0480843246128
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_johnsonii	0.00305528833251	0.00547364197796	0.00264314713706	0.00450536339814	0.00354325691901	0.00354325691901	0.00345437874491	0.00354325691901	0.00325753980239	0.00250291036088	0.00228773761144	0.00373293794427	0.00547364197796	0.00547364197796	0.00228773761144
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	0.0	0.0	2.84815083807e-05	7.16445285074e-06	0.0	5.3658431886e-06	0.0	5.3658431886e-06	2.89013761184e-05	1.94024058983e-05	1.94024058983e-05	0.0	0.0	0.0	1.14961689017e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor_plautii	0.000438343276242	0.000162396752065	0.000438343276242	0.000540868610215	0.000162396752065	0.000343826013774	0.000540868610215	0.000668072951462	0.00136711240227	0.0015960926257	0.00138975338585	0.00103508953524	0.000265084755477	0.000162396752065	0.000298526558202
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_phoceensis	0.0045168722105	0.00146001345052	0.0065413632201	0.00114079791884	0.0065413632201	0.0045168722105	0.0048431586375	0.00642300295818	0.00146001345052	0.0065413632201	0.00314974995171	0.00779510022272	0.00779510022272	0.00424778667957	0.00779510022272
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila	5.75470961324e-05	1.94024058983e-05	7.43178243044e-05	1.60975295658e-05	1.60975295658e-05	1.94024058983e-05	2.61654528804e-05	5.13173154886e-06	0.0	7.43178243044e-05	1.11997760045e-05	1.11997760045e-05	1.94024058983e-05	2.61654528804e-05	1.11997760045e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_xylaniphila	0.000957748099918	0.00110022867498	0.00197159296664	0.00213684531856	0.00142029619782	0.00142029619782	0.00134016855616	0.00183676326473	0.00144201656523	0.000957748099918	0.000991588593312	0.00197159296664	0.00112481909757	0.00109051254089	0.00144201656523
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus	0.000407804082333	0.000526389472211	0.000504462553357	0.000768020873334	0.00101874601627	0.000768020873334	0.000407804082333	0.000504462553357	0.000526389472211	0.000768020873334	0.00156199260931	0.000768020873334	0.000470978151847	0.000425933718555	0.000616142945163
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_senegalensis	0.00163435189775	0.0011230249006	0.000911408268182	0.00131773444363	0.000694386112278	0.000694386112278	0.000823230055381	0.00163435189775	0.00042338220726	0.000823230055381	0.00181150123675	0.00142382534409	0.00131773444363	0.00042338220726	0.00245955257076
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._KLE_1732	0.00432871342573	0.00288916486201	0.00160196199056	0.00160196199056	0.00649815873562	0.00160196199056	0.00147554695185	0.00432871342573	0.00121542955839	0.00514163756306	0.00381348776143	0.00121542955839	0.00121542955839	0.00121542955839	0.00432871342573
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus	0.00368712465934	0.00513892146619	0.00355074049454	0.00279474174516	0.00397608980275	0.00368712465934	0.00418729188475	0.00403570042685	0.00368712465934	0.00355074049454	0.00297218123891	0.00380940174592	0.00355074049454	0.00345169780386	0.00402947974358
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans	0.0037519249615	0.0037519249615	0.00272120709956	0.00523873671606	0.00272120709956	0.00739482516191	0.00319267669722	0.0037519249615	0.00400165192749	0.00523873671606	0.00400165192749	0.00923299997868	0.00580739707669	0.00400165192749	0.00739482516191
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus	0.00329062810948	0.00324114548905	0.00405578146124	0.00343012469258	0.00551662869507	0.00395999227319	0.00395999227319	0.00460342451201	0.00460342451201	0.00355115823181	0.00355115823181	0.00536391784048	0.00395999227319	0.00250291036088	0.00551662869507
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_stercorea	1.60975295658e-05	1.06616627929e-05	1.06616627929e-05	1.06912994205e-05	7.16445285074e-06	3.26870379551e-05	1.84114592923e-05	2.15731112741e-05	6.60602882706e-05	8.2210137332e-06	1.02634630977e-05	7.16445285074e-06	2.15731112741e-05	6.60602882706e-05	2.2399552009e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena	0.00171170397716	0.0011835467598	0.000907181856363	0.000941614632376	0.000907181856363	0.00334637671863	0.00257757650845	0.00142733399071	0.00210634913812	0.00153169090046	0.000941614632376	0.000941614632376	0.0011835467598	0.00073492070701	0.000713310685291
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens	0.000498426396662	0.00100219630254	0.000350633151502	0.00047599048019	0.00100498214553	0.00047599048019	0.0011253395421	0.000354145650448	0.000206438400846	0.000644401075229	0.000498426396662	0.00100498214553	0.000354145650448	0.000644401075229	0.000644401075229
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae_bacterium_D16	0.000856999168659	0.000879427587602	0.00267282485513	0.000638387232255	0.000638387232255	0.000853169066987	0.000856999168659	0.000856999168659	0.000853705859527	0.000879427587602	0.000650361430369	0.00267282485513	0.000650361430369	0.000601814039462	0.00267282485513
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes	0.00118929917322	0.000755984880302	0.00044177817781	0.000873108265425	0.000971217617136	0.000971217617136	0.000970790007335	0.000970790007335	0.000740906193649	0.000383759975579	0.000740906193649	0.000477251034044	0.00115505242952	0.00183890350033	0.00115505242952
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli	0.000139757233464	0.000493657573351	0.000501511699552	0.000107766362526	0.000493657573351	0.000162396752065	0.00011641443539	0.000229923378034	0.000490436488475	0.000490436488475	0.000755564547095	0.000162396752065	0.000162396752065	0.000229923378034	0.00011641443539
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis	0.000992363118609	0.00161757820925	0.000464790704186	0.000464790704186	0.00113013625605	0.00190305129685	0.00160946364624	0.000464790704186	0.00116038984741	0.00132946330145	0.000464790704186	0.00116038984741	0.000558827322357	0.000558827322357	0.000464790704186
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum	0.00286714265715	0.00263872720217	0.00263872720217	0.00133877611139	0.00263872720217	0.00137535450029	0.000601805416249	0.00132927287684	0.00133753289899	0.00269420745397	0.000601805416249	0.00343735450161	0.00106109338035	0.00123414393338	0.00343735450161
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_laneus	0.000145597088058	7.60443770321e-05	7.84465923213e-05	8.62924450964e-05	6.41477965232e-05	0.000106616627929	8.62924450964e-05	7.84465923213e-05	0.000102578130343	0.000136124604164	8.62924450964e-05	0.000183158170163	8.62924450964e-05	7.60443770321e-05	0.000136124604164
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_leptum	8.58534910176e-05	3.91992160157e-05	0.000141812486898	0.000141812486898	8.54445251421e-05	3.91992160157e-05	4.99739609361e-05	0.000107865556371	8.58534910176e-05	5.73156228059e-05	0.000107865556371	7.62697552286e-05	8.54445251421e-05	8.62212667629e-05	0.000407450523865
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii	7.83241480469e-05	4.82925886974e-05	7.89062541097e-05	3.90498152327e-05	9.77174356646e-05	9.77174356646e-05	7.43178243044e-05	3.90498152327e-05	3.20738982616e-05	0.000104661811522	7.89062541097e-05	0.0	7.16445285074e-05	4.82925886974e-05	4.82925886974e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus	0.00101567344495	0.00101567344495	0.0010174109478	0.0015754415855	0.000331429069818	0.000629038104783	0.00360884749709	0.000465546899247	0.00234972444141	0.00197211795662	0.0015754415855	0.00234972444141	0.00360884749709	0.00234972444141	0.000756333263455
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris	0.000655186896262	0.000854445251421	0.00101166286335	0.000654632869009	0.000379846657556	0.00120809423135	0.000226767258297	0.00101166286335	0.000896090496919	0.00120809423135	0.000854445251421	0.00101166286335	0.00032877605879	0.000379846657556	0.00120809423135
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._L2-50	0.00256971367551	0.00524082175213	0.00684904928211	0.00193624351315	0.00277040333935	0.00429511409772	0.00212487390269	0.00524082175213	0.00729257735036	0.00729257735036	0.00354602650026	0.00193624351315	0.00193624351315	0.00277040333935	0.00277040333935
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._M62/1	0.000802407221665	0.000523005058104	0.000666386672267	0.00181752090149	0.00269693441987	0.000523005058104	0.00107489179231	0.000553254914266	0.000568779377991	0.00111520839142	0.00196315312594	0.000747639594993	0.00107489179231	0.00181752090149	0.00269693441987
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas_butyriciproducens	0.00019244338957	0.000111997760045	0.000196122227731	0.000159924941894	0.000172584890193	8.01548838987e-05	0.000241419546936	0.000159924941894	0.000159924941894	0.000149527918999	0.000149527918999	0.000111997760045	0.000383759975579	0.000111997760045	0.000367460353505
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44783965918e-06	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_invisus	0.00091755918525	0.000796852227264	0.00136932536741	0.000723307329339	0.00123182523746	0.000597053116404	0.00123182523746	0.000600412591217	0.000796852227264	0.000865995253063	0.000600412591217	0.000494347246701	0.000436791264175	0.000494347246701	0.00065973635209
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis	0.00365598977375	0.00365598977375	0.00500078808981	0.00309244724467	0.00403013343587	0.00283354332913	0.00283354332913	0.00403013343587	0.00403013343587	0.00370779764332	0.00372087448722	0.00500078808981	0.00318167356029	0.00318167356029	0.00365598977375
