"UserName"	"food_cloud"
"MCTs01"	0.673392520962118
"MCTs03"	0.691882846285719
"MCTs04"	0.785625714366765
"MCTs05"	0.739374615796429
"MCTs06"	0.754045024792882
"MCTs07"	0.652830449732353
"MCTs08"	0.535102535506176
"MCTs09"	0.771576792961235
"MCTs10"	0.782500635091588
"MCTs11"	0.154411764705882
"MCTs12"	0.204266321913235
"MCTs13"	0.839981563376765
"MCTs14"	0.754412878120176
"MCTs15"	0.818924907342294
"MCTs16"	0.587935618734647
"MCTs18"	0.809824583709647
"MCTs19"	0.771592765959647
"MCTs20"	0.803839349796118
"MCTs21"	0.728936878467235
"MCTs22"	0.802418132752235
"MCTs23"	0.685445878033294
"MCTs24"	0.804629513047823
"MCTs25"	0.759383678239118
"MCTs26"	0.770732123562294
"MCTs27"	0.763533335775235
"MCTs28"	0.566091473862282
"MCTs29"	0.656794239643294
"MCTs31"	0.70404500058
"MCTs32"	0.784283487695647
"MCTs33"	0.793389167369294
"MCTs34"	0.817592708993118
"MCTs35"	0.747392140562647
"MCTs36"	0.826155917733882
"MCTs37"	0.768658055536471
